species,scope,required_for_energy_roles,source_record_sha256,qchem_source_input_sha256,elements,spin,orbital_qchem_label,orbital_resolution,orbital_pyscf_name,orbital_definition_sha256,auxiliary_qchem_label,auxiliary_resolution,auxiliary_pyscf_name,auxiliary_definition_sha256,ecp_resolution,ecp_definition_sha256,electron_count,ecp_electrons,orbital_shells,orbital_spherical_aos,auxiliary_shells,auxiliary_spherical_aos,runnable_status
P34_P40_SnBr3H,gscdb137,true,5fd38689ca218977d045f0a2ab87aba1cf69bf7469ab736f56970ed29ff9255c,796683d4fae73945e5a40d66f315c6201ac95fd7240ff66f952c8084fff36f9b,Br;H;Sn,0,GENERAL,embedded_qchem_block,,907ef06ca0e9d2358cbde7ef440c7f3e0ecd56c8f3fab0b7493b721a0428cd9b,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,d8764d55336a96094f40c0f68186e77271714244553e11683f7c53e8c72301a8,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,128,28,140,496,259,1299,runnable_basis_metadata_validated
P34_P41_SnMe2H2,gscdb137,true,827ca210af812b547136a97a1785e8feb798d5af05c654dde2d4dff1bce5fbe3,14c7b382350d92eb597c1fede89779cb41bd04ebcadb1ea29526c63a26f24c13,C;H;Sn,0,GENERAL,embedded_qchem_block,,218216cf3faf2965e1adfd96c07f2783db87ab509ff529187ebb1475fe3c6837,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,dca2c2db55b775f36715f1c9562829d79327a55651f73be0f48fea963244d9a7,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,42,28,165,559,280,1126,runnable_basis_metadata_validated
P34_P42_SnMe2F2,gscdb137,true,fa9b546c71f30108f1be871c48bf2f8bbdb88a5054afda3e48f7cb1eac51e425,c238114bee78db9eb378176237bb0599dbfe8c32ff9a168aa0fb2f843d6f0004,C;F;H;Sn,0,GENERAL,embedded_qchem_block,,e0e55abc28e64330e3dbabaf44d7dfa26a02774109e9dd9721f322be6c622bc0,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,2212db90ba09362055a747bfaf893bf427a5c884784d2b8318c0d8df41a52e70,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,58,28,183,625,316,1310,runnable_basis_metadata_validated
P34_P43_SnMe2Cl2,gscdb137,true,e82f538424505f1a6010e42db31a607ecbdacdf81fb4831cbcf3803ffef70600,c7ada1ca3a57fffc1349122f9e310a496aaebcd22dbf35e18dd7459403bd6745,C;Cl;H;Sn,0,GENERAL,embedded_qchem_block,,7a5a85747f341e0fedeb6bd205894e6a0ee62426bc771f0191c64d13e9ef7830,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f380cc77315069b5c9d493e9f7bf71fa9c784603eafc0843343aadbf19ec0bdd,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,74,28,193,651,332,1362,runnable_basis_metadata_validated
P34_P44_SnMe2Br2,gscdb137,true,b75d054755058c500196b6459d84769d7a58476686c75f1d1ac5a4b942a57ec5,4d4d077a6ce4a99a5a38c55542b8618fb2d8c16a71687fec788c276754a74385,Br;C;H;Sn,0,GENERAL,embedded_qchem_block,,2b4a36fc0db8d3e5289a2921fa3276a2ac1a35273c467fb676f866b9542978ee,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,3a5c5af3314eac9c4ce1b578454f7c66150bd2fd04373992b24bd716b5f489f6,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,110,28,203,689,366,1624,runnable_basis_metadata_validated
P34_P45C_Ga,gscdb137,true,a598eb9f465476f54fd0bca60d31e5f42a29c131a11c6a309739af3129e9e408,7b96e8abc2e941b3e0711eab56c488fa2d03e62171d9f57f5928c2430bf26470,Ga,0,DEF2-QZVPPD,named_alias,def2-qzvppd,7d06f6fef7c6a71b709e5d0a70d3d49c798266e421bc39a679f84c27dee93649,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,8b8f55cc19c4206a2be14978fb683f3327e37800271bc397e309240e07712987,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,30,0,29,95,62,314,runnable_basis_metadata_validated
P34_P46C_Ge,gscdb137,true,5c7652e1a3328efc253645deb0b60e9855b5707c0107109592834c42586f00c5,3bee59a4fc16e4ebd89921c542fc4c911ace84e19f3236f3a57c31eef01c1636,Ge,1,DEF2-QZVPPD,named_alias,def2-qzvppd,7683df3916d4217b00e6276c0ea80ef195fb86b5cd99df5df7b5f946d06d6dd2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7f3a3d4dcb4b19515da755ce41350fdb048c9de69392c01e617574f93c3d40d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,31,0,29,95,62,314,runnable_basis_metadata_validated
P34_P47C_As,gscdb137,true,e93d0a2473a80e4e262aefb9b1b60f4aacb798e8ad64151398732115e8f1f906,367209f91a29b51a9c97fb93a2bd7a3d4af28dd4cc7e94e8afdffc732cff63da,As,2,DEF2-QZVPPD,named_alias,def2-qzvppd,9f03bf98dd831f84af58eb5023c521139fc9c7ac2d18a9d850fe0b9581b919f2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,4753f62d183b03190adf31b5a51735aaf3a5b1bf281d1b379c4e298d5eccc6e7,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,32,0,29,95,62,314,runnable_basis_metadata_validated
P34_P48C_Se,gscdb137,true,cbffc317a0dc8fd24f6a2810e34688468802ba0acd298b3bb3b93110a83e0975,d4c5d96e754266ba02789c2098ff6e5af24280393c7e04e2a464eae67ed7292a,Se,3,DEF2-QZVPPD,named_alias,def2-qzvppd,a30a6c03428ab8da4cbe5ad0f667c28db8c703617b5343c88e2e458fb5ba6eb7,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,d58f2d7296c96a514e13276d818498d8e10bcdfe003a1d931f77fefcd5d4367a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,33,0,30,98,62,314,runnable_basis_metadata_validated
P34_P49C_Br,gscdb137,true,00a91fd29fccf70b9f225e09bd4bbb280ec1542c65a393d657538ce4158c48f6,fd89f960e50524b755bb01cd1fa1c8b4b95f7ae8153f458d97f2da90680bb22a,Br,2,DEF2-QZVPPD,named_alias,def2-qzvppd,d765156b149bd3f6bd764b5bd58a637f5d1571dc6f35d80ecf1464f19474ea3c,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7ae289e300cd22c593f813ad6a4309ddd02738788207531ad0f2b24206b3ab3,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,34,0,30,98,62,314,runnable_basis_metadata_validated
P34_P50C_Kr,gscdb137,true,b48fbd405a1a975875f479ccf29b2de1b61de569e337423be794cae6e6b226b3,3e31dedcac38fc92b488e7284b53ca25d54ae91dc65d9811859535bb1a44480b,Kr,1,DEF2-QZVPPD,named_alias,def2-qzvppd,517e5c8820d8052d6d015db444c3a0fc02d457715229a4a30440556da1f6dc2e,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b03624b527bd13c1c91e77b9abe0a2678979c11e475f34210bbb99e08f58de77,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,35,0,30,98,62,314,runnable_basis_metadata_validated
P34_P51C_In,gscdb137,true,6f47e9770aa9f69c56b8637fb9a0fba650c2e583e86f0a1a2a523f2b165bd532,1299760717b389c986e843ce479fd974caef30a953c9c110af08e4236d8498bb,In,0,GENERAL,embedded_qchem_block,,845b05c0d0a529415897f202ce47b0b03489bd7f40b8360a16de9c5d5b0f6d94,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,ade83a530d5d123685e20a9ec33e90df64fd06876480a405fe724a52b8b6372c,embedded_qchem_block,2e09db55bfdb8b846f3c0d19facbc61ecbe69ebea6c99f0a71ea7a2d754f5234,20,28,39,169,54,292,runnable_basis_metadata_validated
P34_P52C_Sn,gscdb137,true,cf4982d36d5e826a3526f7edac52a3dd3d6d1db97ee7c2668741a4b94f8170d9,19c234cc2f4f90983fc248746dd7089d3bd7f7ca972ec9caa1b97a15f7531a4c,Sn,1,GENERAL,embedded_qchem_block,,dc528db9026b82581f8b1c20e2549617e3fe06461bb56754f0206833e2e71f8d,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,57be2c6c6ff13e97fc892427268653daf10ae11de8cc4b440a07a64e14d910b6,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,21,28,39,169,54,292,runnable_basis_metadata_validated
P34_P53C_Sb,gscdb137,true,d9daab927769e8e20e131b396ec4807aa1241b754314dca6da0f6bbba7801565,3e6f56bf41873f80a9d2009a9261704fcfd84b88151c6343947a57245b25c52a,Sb,2,GENERAL,embedded_qchem_block,,19edd5120bd97ac5090053cd2b0572c81a4635aa4f2c7cb4779d2cebf485f5a7,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,2a59241cfd90379c6ab6e13d95c02ff7a426803ff81c80204a5286775eaa596e,embedded_qchem_block,9face29256c5ff2e30d749fe0f1fd2bfe3eeaa9e14d2b0e61ecb449a71b5e9b8,22,28,39,169,54,292,runnable_basis_metadata_validated
P34_P54C_Te,gscdb137,true,0a207e53f5c8b74028918a3eb71b7b3bc6e7d74a2f94530d565dc4b65c7749a6,cb5511857a7a8170f35806d0587cadac9bf0ce5605743461bcfe9e9c525868b3,Te,3,GENERAL,embedded_qchem_block,,522ec69dd90d3ad6f277ebbad80da1b33db79f4c2d6e1a5089b826cc9f276109,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,850bf064e7fb03aa206c82b5781126b470bba0cd9b8b342371bca233c20aed4e,embedded_qchem_block,8e8d0c7b1b981dcfb35722b82dbd96a4f708b8020c0c1ad3aafdd47eade25074,23,28,38,169,54,292,runnable_basis_metadata_validated
P34_P55C_I,gscdb137,true,ae5e84a9f2fe5f56367f1208e6ec3ba488c17db76c87388a9726f7f239a2470a,30aed784ef9b2fe8eb7d630246e67c31a09336d87af9b45c67b686b2d37cbdea,I,2,GENERAL,embedded_qchem_block,,4baa9b3a5432ba3a7a128ee9fa7db7ef4cc83e513c47e23b93e65dc5ed521114,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,bf406de8c9a1edc9f5235d132543c7134df7f604ad8eaa3969db3976148fc8f4,embedded_qchem_block,dd5055fa75ab7bf2a4a6a2c957e7d0b129c52caf93f6b189643628f11e979bd6,24,28,38,169,54,292,runnable_basis_metadata_validated
P34_P56C_Xe,gscdb137,true,36e1caee724751880c85dd0ede23eb64653d4d1f86daa6f77bad0e2890ea7611,a8fa103544213bcbdeb4aedd54ed3e9f930f93be2e29f83c413ba3ec36cc5f86,Xe,1,GENERAL,embedded_qchem_block,,eba0a492a28370bd39267550c57de921be36845ad38000cb9870a74866e40c50,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,30203ae45c645a3b5a2f16e8c87f45c643a8020b7d44329129836715fef8be9f,embedded_qchem_block,835e8a9f54ed7c95cead5e06b482e13bcb1f5105ed23aa0dac93418106785cdc,25,28,38,169,54,292,runnable_basis_metadata_validated
P34_P57C_IO,gscdb137,true,8c0680a6647a525ff6436a05584ded592f640624663a4788d610e9c12fb63c50,9e2cefdda2230a5ef41021f4bc393a2d28fec479e8346f95825d15c8777f6a9f,I;O,2,GENERAL,embedded_qchem_block,,2b7d97efa7ee06fb240446fe30d5380d827c723de8a5564aa00df414fa8f10c9,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,db4b87fea75d60115a21fa0bc407dcae5ef56751f3a4616adcad82277ceeb961,embedded_qchem_block,dd5055fa75ab7bf2a4a6a2c957e7d0b129c52caf93f6b189643628f11e979bd6,32,28,58,235,91,449,runnable_basis_metadata_validated
P34_P58C_MeI,gscdb137,true,7e0ef6463bb249d0980602ad0fbe6b5b58d4c710a5006748778273ce02004a0e,0418ee945f9e1f5c5cf4610bec11ecd08f6ef1917184c54e09ae2ae2d636c7cc,C;H;I,1,GENERAL,embedded_qchem_block,,a54ae154ef9ca19269461d0968ba6cf9c4b5f440592ace116cb538fd5742b27d,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,28abc4f5a85019ca9e3627332634d9a73d34d9da2ed8a4f7dd41e52f7460a465,embedded_qchem_block,dd5055fa75ab7bf2a4a6a2c957e7d0b129c52caf93f6b189643628f11e979bd6,33,28,90,331,148,644,runnable_basis_metadata_validated
P34_P59C_PhI,gscdb137,true,eb88a457af8adf0079b38add56f7fa92192caaf6e669be80c2d5cdd59fb0550e,faf4ed43b7cadf02a976a7c65eeb0d624e700d0a2f8f54badfc9567e295c89ff,C;H;I,1,GENERAL,embedded_qchem_block,,a54ae154ef9ca19269461d0968ba6cf9c4b5f440592ace116cb538fd5742b27d,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,28abc4f5a85019ca9e3627332634d9a73d34d9da2ed8a4f7dd41e52f7460a465,embedded_qchem_block,dd5055fa75ab7bf2a4a6a2c957e7d0b129c52caf93f6b189643628f11e979bd6,65,28,207,712,371,1559,runnable_basis_metadata_validated
P34_P60A_Ga,gscdb137,true,0209f0f320085fc1535aa6314c11f6dfb4d569d2995c9e2bc6f54c497862c31c,7c2a6278e92d1c8b1ab91803a8b386fa366ff7f2118be7329000515d025f78b8,Ga,2,DEF2-QZVPPD,named_alias,def2-qzvppd,7d06f6fef7c6a71b709e5d0a70d3d49c798266e421bc39a679f84c27dee93649,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,8b8f55cc19c4206a2be14978fb683f3327e37800271bc397e309240e07712987,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,32,0,29,95,62,314,runnable_basis_metadata_validated
P34_P61A_Ge,gscdb137,true,ad6cc628941a1a6a8454d0b29510097072d1e9306bfd5158a537c1d52b6e082e,a6e704ecc44c971632a0f37de7a7b831735cf873539ac50d1fa68d65871c1095,Ge,3,DEF2-QZVPPD,named_alias,def2-qzvppd,7683df3916d4217b00e6276c0ea80ef195fb86b5cd99df5df7b5f946d06d6dd2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7f3a3d4dcb4b19515da755ce41350fdb048c9de69392c01e617574f93c3d40d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,33,0,29,95,62,314,runnable_basis_metadata_validated
P34_P62A_As,gscdb137,true,5b6d687259a4522a093f6371134704f00eec6b0115a4457ccb06448b5c3200af,50713cd1daf3ca0179bfe74538d0b619c3d655c26a9c01d65467a7b9a6ca02a6,As,2,DEF2-QZVPPD,named_alias,def2-qzvppd,9f03bf98dd831f84af58eb5023c521139fc9c7ac2d18a9d850fe0b9581b919f2,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,4753f62d183b03190adf31b5a51735aaf3a5b1bf281d1b379c4e298d5eccc6e7,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,34,0,29,95,62,314,runnable_basis_metadata_validated
P34_P63A_Se,gscdb137,true,3de1e000220ff63e11ed162f5906919a0ef8c27edd71ffa1f8a356c844dda0df,4923b05afe103770507418436330adb72e76abce335494d5d3f9349219d39eea,Se,1,DEF2-QZVPPD,named_alias,def2-qzvppd,a30a6c03428ab8da4cbe5ad0f667c28db8c703617b5343c88e2e458fb5ba6eb7,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,d58f2d7296c96a514e13276d818498d8e10bcdfe003a1d931f77fefcd5d4367a,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,35,0,30,98,62,314,runnable_basis_metadata_validated
P34_P64A_Br,gscdb137,true,8b55e247af84caa576dc2dde28d1a861ca3014e02637326442959110474eb674,8e66ad1fe9a729bb9f2b8ebeae32db9fe67bebeb375fd8296ca9a84b251ce5ac,Br,0,DEF2-QZVPPD,named_alias,def2-qzvppd,d765156b149bd3f6bd764b5bd58a637f5d1571dc6f35d80ecf1464f19474ea3c,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7ae289e300cd22c593f813ad6a4309ddd02738788207531ad0f2b24206b3ab3,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,30,98,62,314,runnable_basis_metadata_validated
P34_P65A_In,gscdb137,true,b83621c24a2c4565c1429f574ce0c8c227ff0d113e93edcf5e7bfa60dd610983,cbc0112d402a384b50d0ae9c051fb3b273a3d2ce889cbcb27255fbc1f990c39c,In,2,GENERAL,embedded_qchem_block,,845b05c0d0a529415897f202ce47b0b03489bd7f40b8360a16de9c5d5b0f6d94,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,ade83a530d5d123685e20a9ec33e90df64fd06876480a405fe724a52b8b6372c,embedded_qchem_block,2e09db55bfdb8b846f3c0d19facbc61ecbe69ebea6c99f0a71ea7a2d754f5234,22,28,39,169,54,292,runnable_basis_metadata_validated
P34_P66A_Sn,gscdb137,true,e3b77232201dcea02a86343283c23a5a88b69835c89b4457796a274045c8d7f9,f3d17c3a43e47b296182f72120bdb279fda50cd5b04ab76c6955d4e5ea85ce29,Sn,3,GENERAL,embedded_qchem_block,,dc528db9026b82581f8b1c20e2549617e3fe06461bb56754f0206833e2e71f8d,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,57be2c6c6ff13e97fc892427268653daf10ae11de8cc4b440a07a64e14d910b6,embedded_qchem_block,27e6212b93e45d12fd5bd5c5517772059ebf31454e1741a29c4ee273b9dd765f,23,28,39,169,54,292,runnable_basis_metadata_validated
P34_P67A_Sb,gscdb137,true,39eee862e4a63e1b80cf5c7a21ea9d5296c73f0f504e179debad0d991edfd580,5c6338ee73033663af30af83e08fdcf8d331050564142e6d14b13e6bed934961,Sb,2,GENERAL,embedded_qchem_block,,19edd5120bd97ac5090053cd2b0572c81a4635aa4f2c7cb4779d2cebf485f5a7,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,2a59241cfd90379c6ab6e13d95c02ff7a426803ff81c80204a5286775eaa596e,embedded_qchem_block,9face29256c5ff2e30d749fe0f1fd2bfe3eeaa9e14d2b0e61ecb449a71b5e9b8,24,28,39,169,54,292,runnable_basis_metadata_validated
P34_P68A_I,gscdb137,true,b5e8b0956a375ca2b629e28bf8768ab39f18e85b5c6aca12edbb244fd3cb35d0,70c32167baea6935b785dbb8d50c35e90fe43f6ebce22ec33d1e13abc0df47cd,I,0,GENERAL,embedded_qchem_block,,4baa9b3a5432ba3a7a128ee9fa7db7ef4cc83e513c47e23b93e65dc5ed521114,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,bf406de8c9a1edc9f5235d132543c7134df7f604ad8eaa3969db3976148fc8f4,embedded_qchem_block,dd5055fa75ab7bf2a4a6a2c957e7d0b129c52caf93f6b189643628f11e979bd6,26,28,38,169,54,292,runnable_basis_metadata_validated
PA26_A,gscdb137,true,9a65c44116e3b3659acb2c724b7356feb3d326869de06216bb4ab0b33cc1cbd7,e77cc528921372fccbe33646a46b7a436b6003985ab2ca071b4e93a1f6aa329b,C;H;N,0,DEF2-QZVPPD,named_alias,def2-qzvppd,11198ac770145277f050061a7ec324e00e18bc58153cbbeddc0518a0a8a4c2e8,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,bdfb866825bf545fa1fdfc68e458f0281d1fda7fb4f2187d27af3eccc7ad6866,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,70,0,245,795,465,1895,runnable_basis_metadata_validated
PA26_Ap,gscdb137,true,ec5f5bde175d97b4a16c963c0f11d107dd545f949a87178e6143e22b668500cf,b7c99e9a7c7f9e0c20a5e46b3d9f8357ad0337445dce2d39b64d43d4c200f964,C;H;N,0,DEF2-QZVPPD,named_alias,def2-qzvppd,11198ac770145277f050061a7ec324e00e18bc58153cbbeddc0518a0a8a4c2e8,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,bdfb866825bf545fa1fdfc68e458f0281d1fda7fb4f2187d27af3eccc7ad6866,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,70,0,256,828,484,1960,runnable_basis_metadata_validated
PA26_C,gscdb137,true,038dc5e023cdffa8cc066fd70927a0eba0227be724dd193e1d8189332f57c1cb,5d5a1137b8449b45594df84e2644a525af12ff481e72ecaa18f578a69e2d8a40,C;H;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,6f1af9f4e7c5b6293183ad0d7e4d6206ffc53fe19a2171a5b86114543d4e59be,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7bbf547f50431d6cf37e8526f676d59716daf3840a6539ae1d383af6e942846,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,58,0,208,672,391,1581,runnable_basis_metadata_validated
PA26_Cp,gscdb137,true,d39c8929ed32ed04ac0d533b8c7559e4917c2110edf9f819dbce2716b8901ee7,890c917bf49de11b6622e99fe2f5b29c82cdb12c6eb4225b0e32be123edb512c,C;H;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,6f1af9f4e7c5b6293183ad0d7e4d6206ffc53fe19a2171a5b86114543d4e59be,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7bbf547f50431d6cf37e8526f676d59716daf3840a6539ae1d383af6e942846,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,58,0,219,705,410,1646,runnable_basis_metadata_validated
PA26_G,gscdb137,true,adab0b851c5d49aa71efa8c3238c015873ed303bc4b66269be6268aeda67cef6,c7a9629307e7a695fbc4cd181474eca186b5255db0abcfce727971f04653a3ef,C;H;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,6f1af9f4e7c5b6293183ad0d7e4d6206ffc53fe19a2171a5b86114543d4e59be,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7bbf547f50431d6cf37e8526f676d59716daf3840a6539ae1d383af6e942846,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,78,0,265,861,502,2052,runnable_basis_metadata_validated
PA26_Gp,gscdb137,true,72030178a7c9ca0503d31416ed6a61531b769a6b9006d850a842c73fcca2ef13,deceda28ba5611b959e598163b2b5535fd6380abb65d69776fb3aba79b9e9926,C;H;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,6f1af9f4e7c5b6293183ad0d7e4d6206ffc53fe19a2171a5b86114543d4e59be,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7bbf547f50431d6cf37e8526f676d59716daf3840a6539ae1d383af6e942846,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,78,0,276,894,521,2117,runnable_basis_metadata_validated
PA26_T,gscdb137,true,37f5a48b19ee03ec4171d763ce9a4029f487c8d2e9859f8f9669058aae1e4afa,af705272a7c8962c0e6005a2664449d419de5e290ef756badf22e3e342f08ab4,C;H;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,6f1af9f4e7c5b6293183ad0d7e4d6206ffc53fe19a2171a5b86114543d4e59be,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7bbf547f50431d6cf37e8526f676d59716daf3840a6539ae1d383af6e942846,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,66,0,239,771,447,1803,runnable_basis_metadata_validated
PA26_Tp,gscdb137,true,99b3b952b92e173ee64e667cd5f64240a583062e050582622113db6700ea4015,63e81b27957a703912c2e885354567f6d3c21a0624717c06a4c07b0d68c10207,C;H;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,6f1af9f4e7c5b6293183ad0d7e4d6206ffc53fe19a2171a5b86114543d4e59be,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,b7bbf547f50431d6cf37e8526f676d59716daf3840a6539ae1d383af6e942846,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,66,0,250,804,466,1868,runnable_basis_metadata_validated
PA26_ass,gscdb137,true,8e27de6060211576c706a338d09b97e61417abb393d001f7a08f9bb2e59e0941,5bfb8372e7d297b0eb1dcdda74ee63ab3cb16f85b8671a53c8abb79fc9f4137f,C;H;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,09e7bd04c00d04a2aa46c0956da8ab8952a7d25564451eb0c6481df7eaf20ebb,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,cef5a8cc47adbf769a4c522fb33262952cfb202b2873e63b8e16ddeeffd0150b,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,94,0,339,1095,633,2561,runnable_basis_metadata_validated
PA26_assp,gscdb137,true,99b34f9b7720adf6f640bffa248d260c69e3e5d30a4e02370c8531a37dd13726,bfb90624f3a19e9a96a4bf85b8e42ee1d0fb6cb6654aa9474afe9df31b94f9f2,C;H;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,09e7bd04c00d04a2aa46c0956da8ab8952a7d25564451eb0c6481df7eaf20ebb,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,cef5a8cc47adbf769a4c522fb33262952cfb202b2873e63b8e16ddeeffd0150b,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,94,0,350,1128,652,2626,runnable_basis_metadata_validated
PA26_c2f6,gscdb137,true,83015cc4c81f2c52e0619b14b32504ea19ba1c7f2404a66b8a8cc512533794bb,be708350a80d49023651f233aa39dce5e3b1f535f872d83b60f141305bf109bc,C;F,0,DEF2-QZVPPD,named_alias,def2-qzvppd,0f9e16429ab7bb98c574c17b6eb37b7369816bafccaf4a16a9c951bb6d0b7e19,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,6113f5e3ff0a75fbae21b4a4cf090f85df64715523c932307ddb880ec0b3d4c1,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,66,0,158,522,296,1256,runnable_basis_metadata_validated
