species,line_number,byte_offset,byte_length,record_sha256
FH51_C6H12O,6648,19712755,2741,646c4f44a4eaecfe8741e4c8245133ae677fb3521f369f518d9626250df4fc41
FH51_CO,6649,19715496,2096,3f46764cce4736b786b09b9636534b392e577100f7123785edd5d80fdbbc45c6
FH51_CO2,6650,19717592,2135,6a4e32a9159401335fa393644d1f84e4bd451d327eabf70a6799e8256d55b205
FH51_COCl2,6651,19719727,2211,45d8f50b3772aa6c88e6f94c9e212e795b77d69f547b49b2016a4b7797cefa4d
FH51_CO_2NHC3H7_2,6652,19721938,3029,10b1399e220aef00b4039e14818078aba270b7965d6668eaa5b0ddc9a758f51c
FH51_Cl2,6653,19724967,2111,d5818f7c1356aabfdfc2570f4ede2f7b77c54b98ef63797ea336a409c502e252
FH51_H2,6654,19727078,2093,627149f5251b661e8c4c6d4c0635b27eed3ec2d34a78fe3ddffaf920e850a3c8
FH51_H2C-C5-CH2,6655,19729171,2456,981dcf41679b3b5eea199dd85d140ceb111c380c08cb6b25e681376932e06a55
FH51_H2CO,6656,19731627,2182,0e3cc8fb9fa900ccc156bd6149e5672260b84ec8796f8adefb86f12a5b60b683
FH51_H2O,6657,19733809,2137,4fa6f6dd844d94cc20cd19b44755e9e02c0b0b7bf3545d91d9fd135353f0784a
FH51_H2O2,6658,19735946,2176,09b0dedc9de01f011ebb9eed7ceda8f0bd1cf6f37ea2a75e00b9bfa14f59bd4a
FH51_H2S,6659,19738122,2134,5dd212d23f7f16b1273f6855a48703bb276ef0d21e9c4008a8c39675dcb6a324
FH51_HCN,6660,19740256,2139,e44ae9b3ec11f2ade70444943b1c5cd7615a682ad227c548cc1fb227957f0b84
FH51_HCO2C5H11,6661,19742395,2784,5ccf4de0fbd4b5382af66f73e63fdcffb80602d058f42d7d70f39c6891e3d41a
FH51_HCON_C2H5_2,6662,19745179,2721,ea27d5f5fa9d899216ff16a3aba5c4000dadde8c6b5e5f6e1ec38a84916b277e
FH51_HCl,6663,19747900,2114,0b9b8b48bc6d442f19316e462968442c881b39f2fb2adc77154cd8df2e61e2c5
FH51_Heptene,6664,19750014,2810,0fc37f3b2de99ad924254d69a6a1f1f07159f2c6d5fc527019fd8f6c016ebfa6
FH51_NH3,6665,19752824,2175,48b56294214923b2ff32ab781b6341ac900fb3f69409215a1e9c531801419fb4
FH51_OS_C2H5_2,6666,19754999,2644,11e3773a95067ebb309f1456cde6408c8e0680883a210bee39bf946e1a162358
FH51_S_C2H5_2,6667,19757643,2597,74e0c6a4335a1e0ba61c7f7407b834a26ecbf314da0a63ba30d5e059ad955272
FH51_ax-methylcyclohexene,6668,19760240,2777,98a5a2819f761ddd0b168c5657527227b88f014ed4e2cf8a9c1ecfe6842600a4
FH51_butanediol,6669,19763017,2635,0b086bc6da31d247684a0b51717a2b22368790ca7d834868a923cff25923b8b5
FH51_cis-2-pentene,6670,19765652,2610,f1d18a9a82eb81ef29afc59e74c119dd73b2f733c862776e58391df9ed0bc6a5
FH51_diethylamine,6671,19768262,2644,8933bac45f1ec8d26ad3ee51c01fbdf100dbc73d555a2ed74820d2ae616eb102
FH51_diethyloxirane,6672,19770906,2762,e3a66abfc2ff746cacb5f23d36ae6febe382b800fb9083500b81ab6b3571bf96
FH51_dimethylbutane,6673,19773668,2806,7a3f94ea7e171c26f4b9744139a09b40aefcbaaf64ad874452bddd2a4d8a1ca6
FH51_dimethyloxirane,6674,19776474,2538,a13d1b563dea8f9e6b94954f9588b14d90a9f54b905198884816721d215de9f8
FH51_dimethylpyrrole,6675,19779012,2659,d1b255d54c55423a2fb08f1ee9333e8bd7a807af097980519d6cfbfa8a2472ba
FH51_eq-methylcyclohexene,6676,19781671,2776,035afbdcb9d44a90680620c618b516a8f00b74fe7506a233301769186c0f57fd
FH51_ethene,6677,19784447,2255,6857110595a60bb88e62a7edba05c3baeb0cb460b325f682c0c14d97d774cbe7
FH51_ethyl-g-butyrolactone,6678,19786702,2729,2315ea9ca35d165c20100ddec7dc4992422c06034239e0295e29233dccad1aa0
FH51_heptatriyne,6679,19789431,2448,4356f2354ba0ae8dc8edafd3890f8c0bb3f63f67a019992657d280644e3c6ddc
FH51_hexandione,6680,19791879,2717,df28e04b350bdd2ca14a754f4d663154f9436a87e3858c379f5f4aea7482bbd0
FH51_hexyne,6681,19794596,2630,907f5e3ce834834279a708a8751b3e6230edc7d35efefd2bf8f36130262be878
FH51_methanol,6682,19797226,2265,7dee1d2a2c0779b093d66ee0a567a28a41c97028fd9f7a3a6bee16de4886815a
FH51_methyl-d-valerolactone,6683,19799491,2745,5d80d38aa8c6f63cebda11dbdaade1469424e7da1aa78280363cceeac660a109
FH51_methylcyclohexa-1-3-diene,6684,19802236,2709,a811356a3304c6ee488c5200f6b6a56b6cba8d106af9b9861a7992f22525b570
FH51_methylcyclohexa-1-4-diene,6685,19804945,2708,4e2d9a8a1982cfb857bc9fcf9d3bc333e257eec929a84a4f821911019ac0c695
FH51_methylcyclohexane,6686,19807653,2850,bfc4bf4c896bf24756f09e80f85256af08a078df8bdf74c1c0816cf81040d572
FH51_methylfuran,6687,19810503,2495,fc8d34427be9941db338b3840d77cae15b14eee3c9d551aa62a2b6810d219e28
FH51_methylimidazole,6688,19812998,2504,152cb64ba12f76ac8e3c8731258aea4a0e6e6459934b34a0519acbde4c966545
FH51_methylpyrazole,6689,19815502,2502,75b9b83f2d93fa0165be7cd5eb285bc509f31b1f861d955010b88b3f4874a57d
FH51_methylpyridine,6690,19818004,2584,7f3b6a6cc974d37ac86816284c88e4d86c7df3bb63067917d2ed94684f633362
FH51_methylpyrrole,6691,19820588,2537,b8f8fe02c638db588b74e88f71396c2fe54d09dd6e13e72bb9624189ab9cb522
FH51_n-hexane,6692,19823125,2779,e5a5ee52318ea7eafed502abc7a50a17d5213ad7dcc10d80be868e6d4a8403b5
FH51_n-nonane,6693,19825904,3115,0f161944d51e1a9197716fddf3b9ad4f2c015f2b045f68df3cd2f1f35fbb8211
FH51_neo-hexane,6694,19829019,2786,d3f9f4b9a54a1355730044761a52d3628cd0fd4a7d9b5ed105f5454add33010b
FH51_pentadiene,6695,19831805,2528,9668d86df1f78cd60c76819b2c9cf77481e3e766a2bc8984743883152a28f030
FH51_pentanediol,6696,19834333,2757,0c5f20f4c2308a16f115d81c3676890b605787850332fb5d6119010135d31378
FH51_pentanol,6697,19837090,2713,036f7ebcceba356f4a24f8ab417294edc97111b12cf356e1c674ea079317ebfa
FH51_propylfuran,6698,19839803,2710,8f05a85f041b52bd91d71d791c40d89e193add94d9270eac58be23042b756380
FH51_propyloxirane,6699,19842513,2642,16e307539939f21fc8fd8c6bac9123ca4a978139855a5c35f4b105c84adc6dc5
FH51_propylthiophene,6700,19845155,2720,dd409bc562a95b9a85dfe48e83557b07ca65890ee471358652e4a9dca4620bef
FH51_tetramethylpentane,6701,19847875,3151,5ae3ca4ba656d741f77fecb5a384e4be303c4510d4385e01e0aee6ed92da85a5
FH51_toluene,6702,19851026,2599,6de69f4d718c9cfea3c8f19594f7023da62db5a635f53820179f1d146f693810
FH51_trans-2-pentene,6703,19853625,2612,f317d37161ecf3c84e260cac6a95eeabbdf21413f45fe3a0458e20f1f3710be8
G21EA_EA_10,6704,19856237,2245,f5a28d1213801a23eb065f1b576451a3eed122392ec0729300a539051f4d00f2
G21EA_EA_10n,6705,19858482,2247,9cad48fa87d2a9170d8a1d217e9d8ddda192eaf385622cd034042991cd10512d
G21EA_EA_11,6706,19860729,2134,cd88ed9b4209dcb166c82e62ef2d6cd1ae69f55f935dedaf2bb0eb61b2796cc7
G21EA_EA_11n,6707,19862863,2135,b8cf2db2aeefb4a7da36e557ccb14b08b392b14b454dba72f15d7b8e681b6dad
G21EA_EA_12,6708,19864998,2190,3890b7b552e4d4542dbd5bb8ae96164b92333e89cc65a984876ef6661c422c8c
G21EA_EA_12n,6709,19867188,2192,86c90edd61310877341dbe832f5065b71ae801cc75809ce45f5795277f4feaa0
G21EA_EA_13,6710,19869380,2134,a673e03a2867491fc96a1cbd0f9012edffe9e99f468705c32207e42ee842f11e
G21EA_EA_13n,6711,19871514,2135,4f0e80b6a8f692fe9bc72736408907378016fd3d99eb28889d851f8ece7ad500
G21EA_EA_14,6712,19873649,2112,de6912123472160a6bb0a90ada1317963225499539ce933194a1667dd6e83e5d
G21EA_EA_14n,6713,19875761,2113,b9ada2eb0c5283bb1b96a88395c53c6b29facc07b2bf7958395106f71f4f20cc
G21EA_EA_15,6714,19877874,2156,87e93bab6f6703f8d2dbaa9bf6deb4efa9c8d282437ce23c03ba7f02fd4f3f33
G21EA_EA_15n,6715,19880030,2158,6d9d50be8a48ebd0fb7c6c525cfacf49aa54faa273bd3ea54d23aa10ca358763
G21EA_EA_16,6716,19882188,2199,3cbca5db0dcfd22956897962db18379a55e8d379147920f702fc10bded23a571
G21EA_EA_16n,6717,19884387,2201,ed3ef1e093c370e530db20f515728b9d27a2ad61032df678dc86cb46a3e03fd5
G21EA_EA_17,6718,19886588,2110,cb08531932dd193a3082129ea4727d0b0b714dc52b0c110b0c33c5579191cbf1
G21EA_EA_17n,6719,19888698,2111,0cc58f67ec387b3b60201643bdf696373f5d4ffb6eaeba71878dde3fd3685cbf
G21EA_EA_18,6720,19890809,2154,ccf44cf67b8b796faeaa8b734029b4f2483a4b8c464e21c92567a5fe0edf497b
G21EA_EA_18n,6721,19892963,2156,186cd3c2a9e94ee20cf2c6f9b64056a42da6fc1927c4a28e72c0359d91aff576
G21EA_EA_19,6722,19895119,2110,d18d3feb1a0ff7f0644b95b74dbb62ea52a020e7237763c47e49e0b645fc1fe9
G21EA_EA_19n,6723,19897229,2111,3b6f9271e0ae5cb30ebc541692b220b276bea29a5b400ff53d5392bcde36b295
G21EA_EA_20,6724,19899340,2130,10c2557e60f4db8529129ad91fa7fea61a9205bd149767fd4dee8ae1ba511ba1
G21EA_EA_20n,6725,19901470,2131,596f3e6973f51dff133e16478ee4969638204ce7b25f68dd295cb2639fcf5055
G21EA_EA_21,6726,19903601,2134,201e6b1f4eedf310cd9c519d3b2047033b4b3db75ce118ee71b3e2ab366b3c1a
G21EA_EA_21n,6727,19905735,2135,d498aabec6badb11216b93fd9d0b428b0809fb1370ee54cb7ae380982e31a35e
G21EA_EA_22,6728,19907870,2134,d98a6bd5670782c4f73ac8ccab0528d19dd0798a618b20ea2afa0729d283d387
G21EA_EA_22n,6729,19910004,2135,fd989c6e3e4eeec337ccf1bbcb689f70788fbbc79a89b0623925553a322303a4
G21EA_EA_23,6730,19912139,2110,9fd29bc2f662027b8701632881908dd848697bf2f398572a89fe1e6b7f7a9141
G21EA_EA_23n,6731,19914249,2111,6ea8b19272265a89abf47c8195e781cb221cc4828b8bab38c0458a11a9cabf77
G21EA_EA_24,6732,19916360,2106,7267d7bb858b9477235ccb234cd9ce3693c135d9b762964db94f540817727abd
G21EA_EA_24n,6733,19918466,2107,f6bbf0c289347bfa444200011770dc33bd2e29031b2a770023205d75c9ee1c3e
G21EA_EA_25,6734,19920573,2109,22e86a376a7a567a31946de9860ea3e11725f98f52caff3c2792f3fe3f63d583
G21EA_EA_25n,6735,19922682,2110,61a60d48549e73307ce9f4d360a3f2d05f451a3a63382f537704aa7fa54c0ad9
G21EA_EA_8,6736,19924792,2132,ad9b3f927a297bfab922255c5b387ea266406293249404b36b8a4f1848305438
G21EA_EA_8n,6737,19926924,2133,6963442963cd0e6e66fb1ac724722052c55b6b4eb7371ad477a46599df359cc7
G21EA_EA_9,6738,19929057,2189,b2b6819ae6a191243d4a2d603e098ade56fd3afd85a503e60b94c5260f363024
G21EA_EA_9n,6739,19931246,2190,150dc7d98a7503a662b957a32843f587f5ae74745ee656a2657f147941f7622b
G21EA_EA_c,6740,19933436,2033,ef80f26f06adbb9c3d426d9bc7184db373082c9551d1a713b4e28de23ebfb435
G21EA_EA_c-,6741,19935469,2036,4e3b70bd3bb6481a8fcfd3ce3cc9df54dd7973d65ac0a0fa085d608c044d0e90
G21EA_EA_cl,6742,19937505,2064,09db71cfe6aa7910b1daf31833a208b6ad9def53dee7d708ab5ca6feedc09546
G21EA_EA_cl-,6743,19939569,2067,19b2d0fab10bade321b6645c8d2e4f4de4e517d334c6cbba43f845e87af39e5f
G21EA_EA_f,6744,19941636,2033,9cd995c1342b26ab2e2845035f61173c35932c73fd3b905cafb04bc0820234f8
G21EA_EA_f-,6745,19943669,2036,b571e5e53a3e91e60ba548025b43c0b76d8ecb0a4568f42835e02201155c1241
G21EA_EA_o,6746,19945705,2033,cd3976947cfc3e8afea1b4690808c33934bdbf976a16af031e3bede99353ba15
G21EA_EA_o-,6747,19947738,2036,ff6aaef9380d95c50985763a8f0a2cf73ef2423dde5800cb07524ff6f5a488fb
G21EA_EA_p,6748,19949774,2033,2ef7e59563d60f446ec3add3b3a6dc359242cb5a5d734e3377106c5565249bca
G21EA_EA_p-,6749,19951807,2036,d5e29387b37adfe7f1a9f68d19b61aca5d7fd5943fc08d242d7f69327f29f11d
G21EA_EA_s,6750,19953843,2033,9dcce8f4151db64185a7f0748fe92dc42f39f3cecd51ab5b0e9aecb953c6cded
G21EA_EA_s-,6751,19955876,2036,ee9a449592930c942f2cf6617f2af9925db52537a38c5d244d0e5e15ea67f70f
G21EA_EA_si,6752,19957912,2064,c473c916ecfec490747eb07831adbdc5c4c45817bb974c2239fafe7e5f3f88d7
G21EA_EA_si-,6753,19959976,2067,faf96776f1b0722086bc90538344681facd6df6e9a7e7d90fb43e93a2228f8cf
G21IP_11,6754,19962043,2242,0d2e779495ca2184b8f69a02150fe1d4ce490e65d5501f5ceeb32ad7cf97440e
G21IP_12,6755,19964285,2127,c963863de7fad7973ffbc37e22179e80b53a5c9189f00d57ee395842b9025df5
G21IP_13,6756,19966412,2183,6ee313ca85cac2cd98e87c783302fab562d3408847bceeb48bae9eea26faee4c
G21IP_137,6757,19968595,2105,d845df16e5ef4b1b4fda6d9152b21cc30d4fb14b368e93a153979a955f44f833
G21IP_14,6758,19970700,2127,5be9a0891d849fced88bb99feb34e602618a0c943c3cb03ee40eb5827ba6be89
G21IP_18,6759,19972827,2238,5be4b6de5bbc2f0f596e49b8b3109a654b67ae91d3ea8f35fc6762db94faffa7
G21IP_19,6760,19975065,2148,034193300bb91b2342c973a42584f91a858a49f50963d7c5629b7039c41054b7
G21IP_20,6761,19977213,2194,b277255e12dbcf5b29afc7b8f92d548c9a3f24011532d69db62d5e883249fd70
G21IP_22,6762,19979407,2105,f07297160afaa26f31b1ad84584097ea863c0599940ddd37220d56911df853ce
G21IP_25,6763,19981512,2240,78074b714b56afca638e200444b8555bf0499a3625e0f94f0652c1b74036c466
G21IP_26,6764,19983752,2352,9f48cddfcf5709cefdbc6dd98c5390e7f0a46c5c71250dc602059b75e8dd5a02
G21IP_30,6765,19986104,2127,eaef0dae075cf03ceeb3265d49d55a13d7e6388f56dda60d55b0e7e682eaa691
G21IP_34,6766,19988231,2123,c7656bd03a562c216cbba19983ad243d17465e5b52bec46d1fd34b9e46a5a4f9
G21IP_37,6767,19990354,2123,ddbb77a1f0a8b360240300589255946b6aa6c51a4d48d1af96c9fcfac4060b20
G21IP_43,6768,19992477,2099,c64d1e846a07b8c6a07940dc5b4f80c0b1810549f75074cb8a5b7674608450f9
G21IP_44,6769,19994576,2099,9fea8ddc14eaf9fdb30343687831ff7a35bbf0b65608b3e2d8faf033fe552efc
G21IP_45,6770,19996675,2102,5f8badd94a54c7b0f9dc07a111e5db8e63811e6831cb6749a01ac17d20e387ed
G21IP_48,6771,19998777,2103,f3261cb7e828d7ffdd11873df84fee6c8c5bb5374e3161b12577cb5603c800fb
G21IP_51,6772,20000880,2105,0030c9604fb3e5ab8079d0b74a4f9e7da73ad30ff1e587cf85f1a50504efb505
G21IP_8,6773,20002985,2294,c65d93571245178a1eb16c67e0a487bd6277de6adbc7d4742db11b394f5d9082
G21IP_IP_59,6774,20005279,2302,dd10ba00c1680618a551bbb66f1f94285f88a5c7d9f0ca9b10c5d0690b1b873a
G21IP_IP_60,6775,20007581,2246,6ecbd2fb03e70fefba7cb4faadd487ea4581135b396aea15e7dede3563ff9130
G21IP_IP_61,6776,20009827,2133,4b942a5a226a19278f8841eeab227587641c1054fc7788cf708f8d5181766fc6
G21IP_IP_62,6777,20011960,2190,dcb860720413445763b912c819b0a55651896b4ff71b03b8edb305f902e984e6
G21IP_IP_63,6778,20014150,2133,72a6ab33dca390c48801467ac58dce8413fd5b5f132804c1615672feae247913
G21IP_IP_64,6779,20016283,2243,cb26428f2958a49ce9eb70ef42d310830f532d0c444693e0a06392c9ed3b6792
G21IP_IP_65,6780,20018526,2109,3ea889f5ecf611d4ad1d42df735b2c84c2a653c8ef069a13aa32e5a4e080da9c
G21IP_IP_66,6781,20020635,2154,96388f13d92d6fa7a1c15c1892d15ccca566600740bf204111dcb4bc55413e09
G21IP_IP_67,6782,20022789,2198,8635b3a43a92674a72781351ca4c23c6a5522ced55fbe98e63e94832f41f7827
G21IP_IP_68,6783,20024987,2109,67471649c8c9f5b9d07ac05648e09a557f4629e1f70c436debefe788c45fbd31
G21IP_IP_70,6784,20027096,2111,6ce89b60dca9a2f7b279eba8dc3971b3254113ac99ed96de4c705e6e61dfc17b
G21IP_IP_71,6785,20029207,2246,7839e92c2256cbe14f59f10f440168a0aeaee769ccdd08c54d16b4f27a310df8
G21IP_IP_72,6786,20031453,2358,017756932cab941de70e13b3d7f649f3265978a61e0cbd59f592bbc4b3cd63a6
G21IP_IP_73,6787,20033811,2133,d10505379db97ce34dabd0c259c5fe0278bfcc827264f1f63b527cd2d6932eac
G21IP_IP_74,6788,20035944,2129,faafdfcde65a3275f9bdaee5780238677cb67d3f179eaada04b8d9a46bbf2a0c
G21IP_IP_75,6789,20038073,2129,9c0ec5d4f581dfc02dea81954c086a355f6dc49c05e63e7c6aecd93a589b98bc
G21IP_IP_76,6790,20040202,2105,7a94d3da518080781dc104e0eb562c48a4d404ba24ce98968c832c8f8eb8b387
G21IP_IP_77,6791,20042307,2105,64542015d1e50a4408a3a1cfaab10bb366861a53fe76ed9baee497cef77c8032
G21IP_IP_78,6792,20044412,2108,586f27ee4ff2c72f734a6814b7645cec67b7816cdf076438cc0ba67192fd7243
G21IP_IP_79,6793,20046520,2111,5960a8d5db9f4245eecc16b601be2b43aaa603ea044b9c726d86ab7f6102aa5a
G21IP_IP_80,6794,20048631,2109,790bb28db39a9ce49b957360e761fd22cb4a48588752321901523edc10a1d7bd
G21IP_IP_n65,6795,20050740,2111,729bbb9c5453c21525c0c42f83172e2dbd573f79b8cb994d5350154d1102b3f1
G21IP_al,6796,20052851,2058,f2bcdbb2d4a1c7728cf634bf980a4233134005af0f373a72b290e72eab302a00
G21IP_al+,6797,20054909,2060,1722372fe30d10ab68c27f85b46ed4e6bb844244a86a76e887538a671c3a99ff
G21IP_b,6798,20056969,2027,5ac99b7ada0bee923c2c7f1bc14fb9dbe59a3f55a1a695aa71544a30b06ca7b8
G21IP_b+,6799,20058996,2029,c9b89438496909ca951e2c922944077f5b35f898e5cad38bf904cf5cf1dca40b
G21IP_be,6800,20061025,2058,3d148879ba68d8e751cff1c97e019e24a6d3bd02835aefc0f7cfada76aa40dbe
G21IP_be+,6801,20063083,2060,cb15043a28299e0cc4f6d1aa74056b2dbeee2004e74d5722590ade55fb2ab893
G21IP_c,6802,20065143,2027,e9bd0a4a8afc89eb7d969b598da5c876d116dc06d3c618ed664c58ecb0a0aa8e
G21IP_c+,6803,20067170,2029,e40e1c0c1516d41050cee7d189b7ad3b45bdaafea1f1c94e08e3f0010343b239
G21IP_cl,6804,20069199,2058,5ad8ad40e6e414c27aee19d0de53534f0fb122f6d46205c549d884b1c0d938f2
G21IP_cl+,6805,20071257,2060,1118f9c920338ad3dc798652cdf250572515d32ca0f0573ed08b215bba86d96e
G21IP_f,6806,20073317,2027,c2743e3315907b345392c0881475efce3415b9e43e079f0d77396359e5f17af1
G21IP_f+,6807,20075344,2029,71a9677ce64ab4145f98ed5e01772499b01a58ca87e99618db9aaa1176335214
G21IP_h,6808,20077373,2027,d67bfdb26eb111e159ba9a1a6667b520b8d39517be019142c1b74bee5c2f4ace
G21IP_li,6809,20079400,2058,cf2f50fc2447d05129a3447bd8566a35b3d23f66069c215f770a0be19d299b82
G21IP_li+,6810,20081458,2060,358769b214ba3b2d1d7b8eefa2980c4ba34387031e29961ffe78d9c50a44ad1d
G21IP_mg,6811,20083518,2058,cc57d1355b46ba7aa596bbc75f46448027d5c50c6ce7cf32ed676c59e811ce4b
G21IP_mg+,6812,20085576,2060,44e1f9bcf356da1f06984cf6141edec6c1d70393e5d44df1ce56f49c4b24846a
G21IP_n,6813,20087636,2027,978117d761664ebccb2137673aebf2130debbb472320b668ade01ba67cdec11e
G21IP_n+,6814,20089663,2029,961bbcebac84ab269ee70fcbef98e87e9ecb94cce6a9b86146047511cf5f3e83
G21IP_na,6815,20091692,2058,6fede16f1be10a6c500f83a8c67c2fc7cb7b6fdde0fd5f61b9f38af1ad97bb88
G21IP_na+,6816,20093750,2060,234ffb20bd8457ab1b25ea43c04f576753bb93af76495959893f6e0aeb3ba97c
G21IP_o,6817,20095810,2027,d278a19797518a005f0909473f3665468463c639b1cd873ef9dce0b544afec9d
G21IP_o+,6818,20097837,2029,25fdcf1340332db84e187b09eebe158ceafff0820449c7e5f552044fc425dff3
G21IP_p,6819,20099866,2027,87aa2bca8609a74c5215a1b73b0c5a2e2666967f861128883c47a8abc975c29d
G21IP_p+,6820,20101893,2029,6ed8b50844dda303f3025351264d0990ef8fd04a29f733bd7501c7669a578e79
G21IP_s,6821,20103922,2027,dd5df2f1f66033acd91ba1ceb65f91e3a90a89b4163daf1b8e9c798d2d91e44b
G21IP_s+,6822,20105949,2029,eac92752db6f8a17d3976c6e4d04531982c3e0b05a55e2d41ae92ccfe78ce4b9
G21IP_si,6823,20107978,2058,9cbac742d2298442ecdc407245c33a7eaef9ca82ee43b3dea50e830a24b16012
G21IP_si+,6824,20110036,2060,3f7889d44057551deff76d830b61a69997b4dff998cf40b14abd27b00f7abc6a
G2RC_1,6825,20112096,2071,b46dc45623de580f10aa1260a7ed627cf74e6fed6cfbad7fde0a1cd1bc9c66d6
G2RC_100,6826,20114167,2236,d7953f54af5022c6bb45c4fb6753be93a6cc892e5dcaa8b17bcf3bf8a18257cc
G2RC_104,6827,20116403,2216,d85be6438c23442a881f75df8b136cdfa8bad41b885f9fda36543cf9696876af
G2RC_106,6828,20118619,2389,460da41363b584857d4fedc6e42934a6d72a5ec817bcfeb8cbd2859ae7b660ec
G2RC_11,6829,20121008,2192,5ddf05916b78848daf2719cd88a837aeebddad330809b1c2de067844ca98e754
G2RC_113,6830,20123200,2315,56daa0eb1dbf0ff86ccc5ece2620e993643e6c98f6848d996fbcc7e6c88c83cc
G2RC_117,6831,20125515,2330,4b8d69565d8623a7776053a0fd362db3a20934f5cf3761c1f86949fe702911bd
G2RC_118,6832,20127845,2495,bed2a52c489243a3a8d70a7bd880e20ca4582d0b3e16147ea4c71396edf13a64
G2RC_121,6833,20130340,2253,f637db1b99dca7955775057e06b84049340ce9c1568edcf2bba0ce2c67881f83
G2RC_126,6834,20132593,2349,d112e4fa86afe7b238d47f60417c455a94e19691a10234a124403a5c91e80c90
G2RC_128,6835,20134942,2339,3c7984059f026631a5a113f60ab312a5718e15611011899fe778a95139be8098
G2RC_13,6836,20137281,2126,a1479ef64929314055cb83671464aefdb626bf331cab7d3f0bfb73aee4b730b0
G2RC_14,6837,20139407,2077,9d93283fa3bbf0fa44d76c31fb514b32e9e066a93cdd879d3b69f9f3b0f9a39c
G2RC_18,6838,20141484,2242,5c186c6c0c7ef424a1875f09a9d128c31c3e14a18a3a43e0e9f9e6747507bebf
G2RC_21,6839,20143726,2126,dd7b8fbfc1834f52de72fbf45436ab246c69f22ffc147672af00157dcafa80b4
G2RC_22,6840,20145852,2111,e1811646a768f512779f5653cc59333dded10e606dfa194dd967e5e18b76c483
G2RC_23,6841,20147963,2108,50f1b02478daf635943f812e1d5d1a5c30de204b091a350cae2c58fc5ea7e843
G2RC_24,6842,20150071,2111,81d5407a34d5502ab467e85593aa69f0b548459a1d4471b061e7e622c4adfed9
G2RC_25,6843,20152182,2128,77b117c36039f0b123190495e4835fce4843b9a9922271f7840c174acaeec2ba
G2RC_26,6844,20154310,2231,cca633c1bb69d936621baf131268baa950a5b7f5e8ee7f2f8e6a8d6bb6fae92c
G2RC_30,6845,20156541,2077,b34faa353cd57195e1907b046b35e0383105e249d2bb7382c43712f9412c33ea
G2RC_32,6846,20158618,2155,ffb1f8bc33b2f3fdcc0b16859eed3702b755d0bb31bd5eb00e52bdee152d5919
G2RC_33,6847,20160773,2276,cc5d15791abf865683ccf3578594764916a7285c4ac50da4ebb057c553bc7f1a
G2RC_34,6848,20163049,2073,d91d22851fd7121f187eea9c39024d6aa72a8c0b8d092ec77e20206827993b00
G2RC_39,6849,20165122,2073,585ec34b04b1fb5db243e0d8c88125a8df350d631c91997a50ee4102daa4a426
G2RC_40,6850,20167195,2090,888e839b0f7858188e31abd436e4852d954656fd9a8c85d3c17a99bdc93cfaaf
G2RC_45,6851,20169285,2108,7d81c6d891fd70f4e03e327411f26fd2957aa0ea210375d70d371274a64273cf
G2RC_47,6852,20171393,2111,0a7d810fb7157ba76c678d8064f81ad5e60aa3a0d1d4c2474b21dad664b9ae63
G2RC_51,6853,20173504,2111,4487100e807f8dabe589a481e0d042f227ff7eeb167356cb8c84255294a7d63f
G2RC_52,6854,20175615,2372,5174ca7c305a0cab681b8ee9650967c651ac9b39131d606ef3e3fdb269745de5
G2RC_56,6855,20177987,2125,0221e7d2084c122b508970e52dd27121cbe699116fd21b69de5eef988c04a108
G2RC_57,6856,20180112,2138,80303d5689c4320a7c03fc0980517cd51dbb11caaec6bb9d1466f19107726d9b
G2RC_58,6857,20182250,2198,e861ff2dd6f67fb3b448c28e0a3f27edbeb2ee7710275513dab136712130096f
G2RC_59,6858,20184448,2196,76be4840878e420cc03ae77ae4eee07f6f9530cfb898c71954f260eb034923af
G2RC_6,6859,20186644,2129,dd2e6f1e9773299745f3dfc654d40bb458bab9460cbc5584b91027d351ee08c7
G2RC_60,6860,20188773,2200,c9c010ad95fbf56baf7cd3dfd984efc783daf874ac33bda84ec791acce719170
G2RC_61,6861,20190973,2237,c4c9f74581a0a6a55fce11ba5242a1a3ecc8aeb297242ed9aad872197d12e537
G2RC_62,6862,20193210,2245,8198cac0f0b3b0e499ab853ea6343f4380040091808922567d48f88b1a03e66a
G2RC_66,6863,20195455,2242,8ef1beed2187082fdf91b4691bbed8f9ee9061af17390e257a29ed71b9588f0d
G2RC_67,6864,20197697,2247,4eb75fcaa6086a47c3cbd97fef71164bbfd99c3a1545242f2c9fa173a52b863d
G2RC_68,6865,20199944,2103,f3145a883b21b708eaf722c7d59d82071ac3fefa3f08c3b8e1f2ce2230aa1ad5
G2RC_73,6866,20202047,2125,f8bb91af972757c1b0c2c3260928618778b4e3c1cd0d84a13448f6a305cfe4ae
G2RC_8,6867,20204172,2235,3a358b32ca98bc435cffb7197fb1ad15c35be1c194720ab29307dadd3be4cd06
G2RC_82,6868,20206407,2400,dd39075e8b7da8b326a31b80f61fdbc50bf84192ffa4cdba82dc2540c61302b7
G2RC_88,6869,20208807,2432,6d59ca14be49b7415969d7dfbdb506399544da4cdb5f2e62168be84baa1f44c6
G2RC_94,6870,20211239,2419,8d44a35aff06590cbf0ac53ccd68aff1fe4c4f84e0720c3f5ddd079c8ba70440
G2RC_97,6871,20213658,2246,a764d5488c39d923bd8c2b1bca0a1adcf102d5ff57f2560387ef13f342c221fc
