global_index,si_row_index,set_or_subset,property_class,dataset_eval_dataset,reaction,dataset_order,selection_index,weight_spec,objective_weight
834,31,MB16-43,TC,MB16-43,MB16-43_6,6,6,0.05,0.050000000000000003
835,31,MB16-43,TC,MB16-43,MB16-43_7,7,7,0.05,0.050000000000000003
836,31,MB16-43,TC,MB16-43,MB16-43_8,8,8,0.05,0.050000000000000003
837,31,MB16-43,TC,MB16-43,MB16-43_9,9,9,0.05,0.050000000000000003
838,31,MB16-43,TC,MB16-43,MB16-43_10,10,10,0.05,0.050000000000000003
839,31,MB16-43,TC,MB16-43,MB16-43_11,11,11,0.05,0.050000000000000003
840,31,MB16-43,TC,MB16-43,MB16-43_12,12,12,0.05,0.050000000000000003
841,31,MB16-43,TC,MB16-43,MB16-43_13,13,13,0.05,0.050000000000000003
842,31,MB16-43,TC,MB16-43,MB16-43_14,14,14,0.05,0.050000000000000003
843,31,MB16-43,TC,MB16-43,MB16-43_15,15,15,0.05,0.050000000000000003
844,31,MB16-43,TC,MB16-43,MB16-43_16,16,16,0.05,0.050000000000000003
845,31,MB16-43,TC,MB16-43,MB16-43_17,17,17,0.05,0.050000000000000003
846,31,MB16-43,TC,MB16-43,MB16-43_18,18,18,0.05,0.050000000000000003
847,31,MB16-43,TC,MB16-43,MB16-43_19,19,19,0.05,0.050000000000000003
848,31,MB16-43,TC,MB16-43,MB16-43_20,20,20,0.05,0.050000000000000003
849,31,MB16-43,TC,MB16-43,MB16-43_21,21,21,0.05,0.050000000000000003
850,31,MB16-43,TC,MB16-43,MB16-43_22,22,22,0.05,0.050000000000000003
851,31,MB16-43,TC,MB16-43,MB16-43_23,23,23,0.05,0.050000000000000003
852,31,MB16-43,TC,MB16-43,MB16-43_24,24,24,0.05,0.050000000000000003
853,31,MB16-43,TC,MB16-43,MB16-43_25,25,25,0.05,0.050000000000000003
854,31,MB16-43,TC,MB16-43,MB16-43_26,26,26,0.05,0.050000000000000003
855,31,MB16-43,TC,MB16-43,MB16-43_27,27,27,0.05,0.050000000000000003
856,31,MB16-43,TC,MB16-43,MB16-43_28,28,28,0.05,0.050000000000000003
857,31,MB16-43,TC,MB16-43,MB16-43_29,29,29,0.05,0.050000000000000003
858,31,MB16-43,TC,MB16-43,MB16-43_30,30,30,0.05,0.050000000000000003
859,31,MB16-43,TC,MB16-43,MB16-43_31,31,31,0.05,0.050000000000000003
860,31,MB16-43,TC,MB16-43,MB16-43_32,32,32,0.05,0.050000000000000003
861,31,MB16-43,TC,MB16-43,MB16-43_33,33,33,0.05,0.050000000000000003
862,31,MB16-43,TC,MB16-43,MB16-43_34,34,34,0.05,0.050000000000000003
863,31,MB16-43,TC,MB16-43,MB16-43_35,35,35,0.05,0.050000000000000003
864,31,MB16-43,TC,MB16-43,MB16-43_36,36,36,0.05,0.050000000000000003
865,31,MB16-43,TC,MB16-43,MB16-43_37,37,37,0.05,0.050000000000000003
866,31,MB16-43,TC,MB16-43,MB16-43_38,38,38,0.05,0.050000000000000003
867,31,MB16-43,TC,MB16-43,MB16-43_39,39,39,0.05,0.050000000000000003
868,31,MB16-43,TC,MB16-43,MB16-43_40,40,40,0.05,0.050000000000000003
869,31,MB16-43,TC,MB16-43,MB16-43_41,41,41,0.05,0.050000000000000003
870,31,MB16-43,TC,MB16-43,MB16-43_42,42,42,0.05,0.050000000000000003
871,31,MB16-43,TC,MB16-43,MB16-43_43,43,43,0.05,0.050000000000000003
872,32,MX34,TC,MX34,MX35_1,1,1,0.02,0.02
873,32,MX34,TC,MX34,MX35_2,2,2,0.02,0.02
874,32,MX34,TC,MX34,MX35_3,3,3,0.02,0.02
875,32,MX34,TC,MX34,MX35_4,4,4,0.02,0.02
876,32,MX34,TC,MX34,MX35_5,5,5,0.02,0.02
877,32,MX34,TC,MX34,MX35_6,6,6,0.02,0.02
878,32,MX34,TC,MX34,MX35_7,7,7,0.02,0.02
879,32,MX34,TC,MX34,MX35_8,8,8,0.02,0.02
880,32,MX34,TC,MX34,MX35_9,9,9,0.02,0.02
881,32,MX34,TC,MX34,MX35_10,10,10,0.02,0.02
882,32,MX34,TC,MX34,MX35_12,11,11,0.02,0.02
883,32,MX34,TC,MX34,MX35_13,12,12,0.02,0.02
884,32,MX34,TC,MX34,MX35_14,13,13,0.02,0.02
885,32,MX34,TC,MX34,MX35_15,14,14,0.02,0.02
886,32,MX34,TC,MX34,MX35_16,15,15,0.02,0.02
887,32,MX34,TC,MX34,MX35_17,16,16,0.02,0.02
888,32,MX34,TC,MX34,MX35_18,17,17,0.02,0.02
889,32,MX34,TC,MX34,MX35_19,18,18,0.02,0.02
890,32,MX34,TC,MX34,MX35_20,19,19,0.02,0.02
891,32,MX34,TC,MX34,MX35_21,20,20,0.02,0.02
892,32,MX34,TC,MX34,MX35_22,21,21,0.02,0.02
893,32,MX34,TC,MX34,MX35_23,22,22,0.02,0.02
894,32,MX34,TC,MX34,MX35_24,23,23,0.02,0.02
895,32,MX34,TC,MX34,MX35_25,24,24,0.02,0.02
896,32,MX34,TC,MX34,MX35_26,25,25,0.02,0.02
897,32,MX34,TC,MX34,MX35_27,26,26,0.02,0.02
898,32,MX34,TC,MX34,MX35_28,27,27,0.02,0.02
899,32,MX34,TC,MX34,MX35_29,28,28,0.02,0.02
900,32,MX34,TC,MX34,MX35_30,29,29,0.02,0.02
901,32,MX34,TC,MX34,MX35_31,30,30,0.02,0.02
902,32,MX34,TC,MX34,MX35_32,31,31,0.02,0.02
903,32,MX34,TC,MX34,MX35_33,32,32,0.02,0.02
904,32,MX34,TC,MX34,MX35_34,33,33,0.02,0.02
905,32,MX34,TC,MX34,MX35_35,34,34,0.02,0.02
906,33,AE18,TC,AE18,AE18_1,1,1,1/sqrt(j),1
907,33,AE18,TC,AE18,AE18_2,2,2,1/sqrt(j),0.70710678118654746
908,33,AE18,TC,AE18,AE18_3,3,3,1/sqrt(j),0.57735026918962584
909,33,AE18,TC,AE18,AE18_4,4,4,1/sqrt(j),0.5
910,33,AE18,TC,AE18,AE18_5,5,5,1/sqrt(j),0.44721359549995793
911,33,AE18,TC,AE18,AE18_6,6,6,1/sqrt(j),0.40824829046386307
912,33,AE18,TC,AE18,AE18_7,7,7,1/sqrt(j),0.3779644730092272
913,33,AE18,TC,AE18,AE18_8,8,8,1/sqrt(j),0.35355339059327373
914,33,AE18,TC,AE18,AE18_9,9,9,1/sqrt(j),0.33333333333333331
915,33,AE18,TC,AE18,AE18_10,10,10,1/sqrt(j),0.31622776601683794
916,33,AE18,TC,AE18,AE18_11,11,11,1/sqrt(j),0.30151134457776363
917,33,AE18,TC,AE18,AE18_12,12,12,1/sqrt(j),0.28867513459481292
918,33,AE18,TC,AE18,AE18_13,13,13,1/sqrt(j),0.27735009811261457
919,33,AE18,TC,AE18,AE18_14,14,14,1/sqrt(j),0.2672612419124244
920,33,AE18,TC,AE18,AE18_15,15,15,1/sqrt(j),0.2581988897471611
921,33,AE18,TC,AE18,AE18_16,16,16,1/sqrt(j),0.25
922,33,AE18,TC,AE18,AE18_17,17,17,1/sqrt(j),0.24253562503633297
923,33,AE18,TC,AE18,AE18_18,18,18,1/sqrt(j),0.23570226039551587
924,34,ALK8,TC,ALK8,ALK8_1,1,1,2,2
925,34,ALK8,TC,ALK8,ALK8_2,2,2,2,2
926,34,ALK8,TC,ALK8,ALK8_3,3,3,2,2
927,34,ALK8,TC,ALK8,ALK8_4,4,4,2,2
928,34,ALK8,TC,ALK8,ALK8_5,5,5,2,2
929,34,ALK8,TC,ALK8,ALK8_6,6,6,2,2
930,34,ALK8,TC,ALK8,ALK8_7,7,7,2,2
931,34,ALK8,TC,ALK8,ALK8_8,8,8,2,2
932,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_1,1,1,1,1
933,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_2,2,2,1,1
934,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_3,3,3,1,1
935,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_4,4,4,1,1
936,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_5,5,5,1,1
937,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_6,6,6,1,1
938,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_7,7,7,1,1
939,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_8,8,8,1,1
940,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_9,9,9,1,1
941,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_10,10,10,1,1
942,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_11,11,11,1,1
943,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_12,12,12,1,1
944,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_13,13,13,1,1
945,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_14,14,14,1,1
946,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_15,15,15,1,1
947,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_16,16,16,1,1
948,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_17,17,17,1,1
949,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_18,18,18,1,1
950,35,AlkAtom19,TC,AlkAtom19,AlkAtom19_19,19,19,1,1
951,36,BDE99nonMR,TC,BDE99nonMR,BDE99_10,1,1,1.2,1.2
952,36,BDE99nonMR,TC,BDE99nonMR,BDE99_11,2,2,1.2,1.2
953,36,BDE99nonMR,TC,BDE99nonMR,BDE99_13,3,3,1.2,1.2
954,36,BDE99nonMR,TC,BDE99nonMR,BDE99_14,4,4,1.2,1.2
955,36,BDE99nonMR,TC,BDE99nonMR,BDE99_15,5,5,1.2,1.2
956,36,BDE99nonMR,TC,BDE99nonMR,BDE99_16,6,6,1.2,1.2
957,36,BDE99nonMR,TC,BDE99nonMR,BDE99_17,7,7,1.2,1.2
958,36,BDE99nonMR,TC,BDE99nonMR,BDE99_18,8,8,1.2,1.2
959,36,BDE99nonMR,TC,BDE99nonMR,BDE99_19,9,9,1.2,1.2
960,36,BDE99nonMR,TC,BDE99nonMR,BDE99_20,10,10,1.2,1.2
961,36,BDE99nonMR,TC,BDE99nonMR,BDE99_21,11,11,1.2,1.2
962,36,BDE99nonMR,TC,BDE99nonMR,BDE99_22,12,12,1.2,1.2
963,36,BDE99nonMR,TC,BDE99nonMR,BDE99_23,13,13,1.2,1.2
964,36,BDE99nonMR,TC,BDE99nonMR,BDE99_24,14,14,1.2,1.2
965,36,BDE99nonMR,TC,BDE99nonMR,BDE99_25,15,15,1.2,1.2
966,36,BDE99nonMR,TC,BDE99nonMR,BDE99_26,16,16,1.2,1.2
967,36,BDE99nonMR,TC,BDE99nonMR,BDE99_27,17,17,1.2,1.2
968,36,BDE99nonMR,TC,BDE99nonMR,BDE99_28,18,18,1.2,1.2
969,36,BDE99nonMR,TC,BDE99nonMR,BDE99_29,19,19,1.2,1.2
970,36,BDE99nonMR,TC,BDE99nonMR,BDE99_30,20,20,1.2,1.2
971,36,BDE99nonMR,TC,BDE99nonMR,BDE99_31,21,21,1.2,1.2
972,36,BDE99nonMR,TC,BDE99nonMR,BDE99_32,22,22,1.2,1.2
973,36,BDE99nonMR,TC,BDE99nonMR,BDE99_33,23,23,1.2,1.2
974,36,BDE99nonMR,TC,BDE99nonMR,BDE99_34,24,24,1.2,1.2
975,36,BDE99nonMR,TC,BDE99nonMR,BDE99_35,25,25,1.2,1.2
976,36,BDE99nonMR,TC,BDE99nonMR,BDE99_36,26,26,1.2,1.2
977,36,BDE99nonMR,TC,BDE99nonMR,BDE99_37,27,27,1.2,1.2
978,36,BDE99nonMR,TC,BDE99nonMR,BDE99_38,28,28,1.2,1.2
979,36,BDE99nonMR,TC,BDE99nonMR,BDE99_39,29,29,1.2,1.2
980,36,BDE99nonMR,TC,BDE99nonMR,BDE99_40,30,30,1.2,1.2
981,36,BDE99nonMR,TC,BDE99nonMR,BDE99_41,31,31,1.2,1.2
982,36,BDE99nonMR,TC,BDE99nonMR,BDE99_42,32,32,1.2,1.2
983,36,BDE99nonMR,TC,BDE99nonMR,BDE99_43,33,33,1.2,1.2
984,36,BDE99nonMR,TC,BDE99nonMR,BDE99_44,34,34,1.2,1.2
985,36,BDE99nonMR,TC,BDE99nonMR,BDE99_45,35,35,1.2,1.2
986,36,BDE99nonMR,TC,BDE99nonMR,BDE99_46,36,36,1.2,1.2
987,36,BDE99nonMR,TC,BDE99nonMR,BDE99_47,37,37,1.2,1.2
988,36,BDE99nonMR,TC,BDE99nonMR,BDE99_48,38,38,1.2,1.2
989,36,BDE99nonMR,TC,BDE99nonMR,BDE99_49,39,39,1.2,1.2
990,36,BDE99nonMR,TC,BDE99nonMR,BDE99_50,40,40,1.2,1.2
991,36,BDE99nonMR,TC,BDE99nonMR,BDE99_51,41,41,1.2,1.2
992,36,BDE99nonMR,TC,BDE99nonMR,BDE99_52,42,42,1.2,1.2
993,36,BDE99nonMR,TC,BDE99nonMR,BDE99_53,43,43,1.2,1.2
994,36,BDE99nonMR,TC,BDE99nonMR,BDE99_54,44,44,1.2,1.2
995,36,BDE99nonMR,TC,BDE99nonMR,BDE99_59,45,45,1.2,1.2
996,36,BDE99nonMR,TC,BDE99nonMR,BDE99_60,46,46,1.2,1.2
997,36,BDE99nonMR,TC,BDE99nonMR,BDE99_61,47,47,1.2,1.2
998,36,BDE99nonMR,TC,BDE99nonMR,BDE99_62,48,48,1.2,1.2
999,36,BDE99nonMR,TC,BDE99nonMR,BDE99_63,49,49,1.2,1.2
1000,36,BDE99nonMR,TC,BDE99nonMR,BDE99_64,50,50,1.2,1.2
1001,36,BDE99nonMR,TC,BDE99nonMR,BDE99_65,51,51,1.2,1.2
1002,36,BDE99nonMR,TC,BDE99nonMR,BDE99_66,52,52,1.2,1.2
1003,36,BDE99nonMR,TC,BDE99nonMR,BDE99_67,53,53,1.2,1.2
1004,36,BDE99nonMR,TC,BDE99nonMR,BDE99_68,54,54,1.2,1.2
1005,36,BDE99nonMR,TC,BDE99nonMR,BDE99_69,55,55,1.2,1.2
1006,36,BDE99nonMR,TC,BDE99nonMR,BDE99_70,56,56,1.2,1.2
1007,36,BDE99nonMR,TC,BDE99nonMR,BDE99_71,57,57,1.2,1.2
1008,36,BDE99nonMR,TC,BDE99nonMR,BDE99_72,58,58,1.2,1.2
1009,36,BDE99nonMR,TC,BDE99nonMR,BDE99_73,59,59,1.2,1.2
1010,36,BDE99nonMR,TC,BDE99nonMR,BDE99_74,60,60,1.2,1.2
1011,36,BDE99nonMR,TC,BDE99nonMR,BDE99_75,61,61,1.2,1.2
1012,36,BDE99nonMR,TC,BDE99nonMR,BDE99_76,62,62,1.2,1.2
1013,36,BDE99nonMR,TC,BDE99nonMR,BDE99_77,63,63,1.2,1.2
1014,36,BDE99nonMR,TC,BDE99nonMR,BDE99_78,64,64,1.2,1.2
1015,36,BDE99nonMR,TC,BDE99nonMR,BDE99_79,65,65,1.2,1.2
1016,36,BDE99nonMR,TC,BDE99nonMR,BDE99_80,66,66,1.2,1.2
1017,36,BDE99nonMR,TC,BDE99nonMR,BDE99_81,67,67,1.2,1.2
1018,36,BDE99nonMR,TC,BDE99nonMR,BDE99_82,68,68,1.2,1.2
1019,36,BDE99nonMR,TC,BDE99nonMR,BDE99_83,69,69,1.2,1.2
1020,36,BDE99nonMR,TC,BDE99nonMR,BDE99_84,70,70,1.2,1.2
1021,36,BDE99nonMR,TC,BDE99nonMR,BDE99_85,71,71,1.2,1.2
1022,36,BDE99nonMR,TC,BDE99nonMR,BDE99_86,72,72,1.2,1.2
1023,36,BDE99nonMR,TC,BDE99nonMR,BDE99_87,73,73,1.2,1.2
1024,36,BDE99nonMR,TC,BDE99nonMR,BDE99_88,74,74,1.2,1.2
1025,36,BDE99nonMR,TC,BDE99nonMR,BDE99_89,75,75,1.2,1.2
1026,36,BDE99nonMR,TC,BDE99nonMR,BDE99_90,76,76,1.2,1.2
1027,36,BDE99nonMR,TC,BDE99nonMR,BDE99_91,77,77,1.2,1.2
1028,36,BDE99nonMR,TC,BDE99nonMR,BDE99_92,78,78,1.2,1.2
1029,36,BDE99nonMR,TC,BDE99nonMR,BDE99_93,79,79,1.2,1.2
1030,36,BDE99nonMR,TC,BDE99nonMR,BDE99_94,80,80,1.2,1.2
1031,36,BDE99nonMR,TC,BDE99nonMR,BDE99_95,81,81,1.2,1.2
1032,36,BDE99nonMR,TC,BDE99nonMR,BDE99_96,82,82,1.2,1.2
1033,36,BDE99nonMR,TC,BDE99nonMR,BDE99_99,83,83,1.2,1.2
1034,37,BSR36,TC,BSR36,BSR36_1,1,1,8,8
1035,37,BSR36,TC,BSR36,BSR36_2,2,2,8,8
1036,37,BSR36,TC,BSR36,BSR36_3,3,3,8,8
1037,37,BSR36,TC,BSR36,BSR36_4,4,4,8,8
1038,37,BSR36,TC,BSR36,BSR36_5,5,5,8,8
1039,37,BSR36,TC,BSR36,BSR36_6,6,6,8,8
1040,37,BSR36,TC,BSR36,BSR36_7,7,7,8,8
1041,37,BSR36,TC,BSR36,BSR36_8,8,8,8,8
1042,37,BSR36,TC,BSR36,BSR36_9,9,9,8,8
1043,37,BSR36,TC,BSR36,BSR36_10,10,10,8,8
1044,37,BSR36,TC,BSR36,BSR36_11,11,11,8,8
1045,37,BSR36,TC,BSR36,BSR36_12,12,12,8,8
1046,37,BSR36,TC,BSR36,BSR36_13,13,13,8,8
1047,37,BSR36,TC,BSR36,BSR36_14,14,14,8,8
1048,37,BSR36,TC,BSR36,BSR36_15,15,15,8,8
1049,37,BSR36,TC,BSR36,BSR36_16,16,16,8,8
1050,37,BSR36,TC,BSR36,BSR36_17,17,17,8,8
1051,37,BSR36,TC,BSR36,BSR36_18,18,18,8,8
1052,37,BSR36,TC,BSR36,BSR36_19,19,19,8,8
1053,37,BSR36,TC,BSR36,BSR36_20,20,20,8,8
1054,37,BSR36,TC,BSR36,BSR36_21,21,21,8,8
1055,37,BSR36,TC,BSR36,BSR36_22,22,22,8,8
1056,37,BSR36,TC,BSR36,BSR36_23,23,23,8,8
1057,37,BSR36,TC,BSR36,BSR36_24,24,24,8,8
1058,37,BSR36,TC,BSR36,BSR36_25,25,25,8,8
1059,37,BSR36,TC,BSR36,BSR36_26,26,26,8,8
1060,37,BSR36,TC,BSR36,BSR36_27,27,27,8,8
1061,37,BSR36,TC,BSR36,BSR36_28,28,28,8,8
1062,37,BSR36,TC,BSR36,BSR36_29,29,29,8,8
1063,37,BSR36,TC,BSR36,BSR36_30,30,30,8,8
1064,37,BSR36,TC,BSR36,BSR36_31,31,31,8,8
1065,37,BSR36,TC,BSR36,BSR36_32,32,32,8,8
1066,37,BSR36,TC,BSR36,BSR36_33,33,33,8,8
1067,37,BSR36,TC,BSR36,BSR36_34,34,34,8,8
1068,37,BSR36,TC,BSR36,BSR36_35,35,35,8,8
1069,37,BSR36,TC,BSR36,BSR36_36,36,36,8,8
1070,38,CR20,TC,CR20,CR20_1,1,1,15,15
1071,38,CR20,TC,CR20,CR20_2,2,2,15,15
1072,38,CR20,TC,CR20,CR20_3,3,3,15,15
1073,38,CR20,TC,CR20,CR20_4,4,4,15,15
1074,38,CR20,TC,CR20,CR20_5,5,5,15,15
1075,38,CR20,TC,CR20,CR20_6,6,6,15,15
1076,38,CR20,TC,CR20,CR20_7,7,7,15,15
1077,38,CR20,TC,CR20,CR20_8,8,8,15,15
1078,38,CR20,TC,CR20,CR20_9,9,9,15,15
1079,38,CR20,TC,CR20,CR20_10,10,10,15,15
1080,38,CR20,TC,CR20,CR20_11,11,11,15,15
1081,38,CR20,TC,CR20,CR20_12,12,12,15,15
1082,38,CR20,TC,CR20,CR20_13,13,13,15,15
1083,38,CR20,TC,CR20,CR20_14,14,14,15,15
1084,38,CR20,TC,CR20,CR20_15,15,15,15,15
1085,38,CR20,TC,CR20,CR20_16,16,16,15,15
1086,38,CR20,TC,CR20,CR20_17,17,17,15,15
1087,38,CR20,TC,CR20,CR20_18,18,18,15,15
1088,38,CR20,TC,CR20,CR20_19,19,19,15,15
1089,38,CR20,TC,CR20,CR20_20,20,20,15,15
1090,39,DIPCS9,TC,DIPCS9,DIPCS10_1,1,1,0.6,0.59999999999999998
1091,39,DIPCS9,TC,DIPCS9,DIPCS10_2,2,2,0.6,0.59999999999999998
1092,39,DIPCS9,TC,DIPCS9,DIPCS10_3,3,3,0.6,0.59999999999999998
1093,39,DIPCS9,TC,DIPCS9,DIPCS10_4,4,4,0.6,0.59999999999999998
1094,39,DIPCS9,TC,DIPCS9,DIPCS10_5,5,5,0.6,0.59999999999999998
1095,39,DIPCS9,TC,DIPCS9,DIPCS10_6,6,6,0.6,0.59999999999999998
1096,39,DIPCS9,TC,DIPCS9,DIPCS10_8,7,7,0.6,0.59999999999999998
1097,39,DIPCS9,TC,DIPCS9,DIPCS10_9,8,8,0.6,0.59999999999999998
1098,39,DIPCS9,TC,DIPCS9,DIPCS10_10,9,9,0.6,0.59999999999999998
1099,40,G21EA,TC,G21EA,G21EA_1,1,1,9,9
1100,40,G21EA,TC,G21EA,G21EA_2,2,2,9,9
1101,40,G21EA,TC,G21EA,G21EA_3,3,3,9,9
1102,40,G21EA,TC,G21EA,G21EA_4,4,4,9,9
1103,40,G21EA,TC,G21EA,G21EA_5,5,5,9,9
1104,40,G21EA,TC,G21EA,G21EA_6,6,6,9,9
1105,40,G21EA,TC,G21EA,G21EA_7,7,7,9,9
1106,40,G21EA,TC,G21EA,G21EA_8,8,8,9,9
1107,40,G21EA,TC,G21EA,G21EA_9,9,9,9,9
1108,40,G21EA,TC,G21EA,G21EA_10,10,10,9,9
1109,40,G21EA,TC,G21EA,G21EA_11,11,11,9,9
1110,40,G21EA,TC,G21EA,G21EA_12,12,12,9,9
1111,40,G21EA,TC,G21EA,G21EA_13,13,13,9,9
1112,40,G21EA,TC,G21EA,G21EA_14,14,14,9,9
1113,40,G21EA,TC,G21EA,G21EA_15,15,15,9,9
1114,40,G21EA,TC,G21EA,G21EA_16,16,16,9,9
1115,40,G21EA,TC,G21EA,G21EA_17,17,17,9,9
1116,40,G21EA,TC,G21EA,G21EA_18,18,18,9,9
1117,40,G21EA,TC,G21EA,G21EA_19,19,19,9,9
1118,40,G21EA,TC,G21EA,G21EA_20,20,20,9,9
1119,40,G21EA,TC,G21EA,G21EA_21,21,21,9,9
1120,40,G21EA,TC,G21EA,G21EA_22,22,22,9,9
1121,40,G21EA,TC,G21EA,G21EA_23,23,23,9,9
1122,40,G21EA,TC,G21EA,G21EA_24,24,24,9,9
1123,40,G21EA,TC,G21EA,G21EA_25,25,25,9,9
1124,41,G21IP,TC,G21IP,G21IP_1,1,1,1.4,1.3999999999999999
1125,41,G21IP,TC,G21IP,G21IP_2,2,2,1.4,1.3999999999999999
1126,41,G21IP,TC,G21IP,G21IP_3,3,3,1.4,1.3999999999999999
1127,41,G21IP,TC,G21IP,G21IP_4,4,4,1.4,1.3999999999999999
1128,41,G21IP,TC,G21IP,G21IP_5,5,5,1.4,1.3999999999999999
1129,41,G21IP,TC,G21IP,G21IP_6,6,6,1.4,1.3999999999999999
1130,41,G21IP,TC,G21IP,G21IP_7,7,7,1.4,1.3999999999999999
1131,41,G21IP,TC,G21IP,G21IP_8,8,8,1.4,1.3999999999999999
1132,41,G21IP,TC,G21IP,G21IP_9,9,9,1.4,1.3999999999999999
1133,41,G21IP,TC,G21IP,G21IP_10,10,10,1.4,1.3999999999999999
1134,41,G21IP,TC,G21IP,G21IP_11,11,11,1.4,1.3999999999999999
1135,41,G21IP,TC,G21IP,G21IP_12,12,12,1.4,1.3999999999999999
1136,41,G21IP,TC,G21IP,G21IP_13,13,13,1.4,1.3999999999999999
1137,41,G21IP,TC,G21IP,G21IP_14,14,14,1.4,1.3999999999999999
1138,41,G21IP,TC,G21IP,G21IP_15,15,15,1.4,1.3999999999999999
1139,41,G21IP,TC,G21IP,G21IP_16,16,16,1.4,1.3999999999999999
1140,41,G21IP,TC,G21IP,G21IP_17,17,17,1.4,1.3999999999999999
1141,41,G21IP,TC,G21IP,G21IP_18,18,18,1.4,1.3999999999999999
1142,41,G21IP,TC,G21IP,G21IP_19,19,19,1.4,1.3999999999999999
1143,41,G21IP,TC,G21IP,G21IP_20,20,20,1.4,1.3999999999999999
1144,41,G21IP,TC,G21IP,G21IP_21,21,21,1.4,1.3999999999999999
1145,41,G21IP,TC,G21IP,G21IP_22,22,22,1.4,1.3999999999999999
1146,41,G21IP,TC,G21IP,G21IP_23,23,23,1.4,1.3999999999999999
1147,41,G21IP,TC,G21IP,G21IP_24,24,24,1.4,1.3999999999999999
1148,41,G21IP,TC,G21IP,G21IP_25,25,25,1.4,1.3999999999999999
1149,41,G21IP,TC,G21IP,G21IP_26,26,26,1.4,1.3999999999999999
1150,41,G21IP,TC,G21IP,G21IP_27,27,27,1.4,1.3999999999999999
1151,41,G21IP,TC,G21IP,G21IP_28,28,28,1.4,1.3999999999999999
1152,41,G21IP,TC,G21IP,G21IP_29,29,29,1.4,1.3999999999999999
1153,41,G21IP,TC,G21IP,G21IP_30,30,30,1.4,1.3999999999999999
1154,41,G21IP,TC,G21IP,G21IP_31,31,31,1.4,1.3999999999999999
1155,41,G21IP,TC,G21IP,G21IP_32,32,32,1.4,1.3999999999999999
1156,41,G21IP,TC,G21IP,G21IP_33,33,33,1.4,1.3999999999999999
1157,41,G21IP,TC,G21IP,G21IP_34,34,34,1.4,1.3999999999999999
1158,41,G21IP,TC,G21IP,G21IP_35,35,35,1.4,1.3999999999999999
1159,41,G21IP,TC,G21IP,G21IP_36,36,36,1.4,1.3999999999999999
1160,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_1,1,1,0.8,0.80000000000000004
1161,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_2,2,2,0.8,0.80000000000000004
1162,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_3,3,3,0.8,0.80000000000000004
1163,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_4,4,4,0.8,0.80000000000000004
1164,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_5,5,5,0.8,0.80000000000000004
1165,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_6,6,6,0.8,0.80000000000000004
1166,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_7,7,7,0.8,0.80000000000000004
1167,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_8,8,8,0.8,0.80000000000000004
1168,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_9,9,9,0.8,0.80000000000000004
1169,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_10,10,10,0.8,0.80000000000000004
1170,42,HEAVYSB11,TC,HEAVYSB11,HEAVYSB11_11,11,11,0.8,0.80000000000000004
1171,43,RSE43,TC,RSE43,RSE43_1,1,1,2,2
1172,43,RSE43,TC,RSE43,RSE43_2,2,2,2,2
1173,43,RSE43,TC,RSE43,RSE43_3,3,3,2,2
1174,43,RSE43,TC,RSE43,RSE43_4,4,4,2,2
1175,43,RSE43,TC,RSE43,RSE43_5,5,5,2,2
1176,43,RSE43,TC,RSE43,RSE43_6,6,6,2,2
1177,43,RSE43,TC,RSE43,RSE43_7,7,7,2,2
1178,43,RSE43,TC,RSE43,RSE43_8,8,8,2,2
1179,43,RSE43,TC,RSE43,RSE43_9,9,9,2,2
1180,43,RSE43,TC,RSE43,RSE43_10,10,10,2,2
1181,43,RSE43,TC,RSE43,RSE43_11,11,11,2,2
1182,43,RSE43,TC,RSE43,RSE43_12,12,12,2,2
1183,43,RSE43,TC,RSE43,RSE43_13,13,13,2,2
1184,43,RSE43,TC,RSE43,RSE43_14,14,14,2,2
1185,43,RSE43,TC,RSE43,RSE43_15,15,15,2,2
