species,scope,gscdb137_dataset_count,gscdb137_datasets,gscdb137_reaction_uses,auxiliary_dataset_count,auxiliary_datasets,auxiliary_reaction_uses,charge,multiplicity,atom_count,basis,aux_basis_corr,scf_algorithm,xc_grid,num_basis,num_pairs,qchem_input,primary_orbital_dir,primary_qarchive,working_orbital_dir,working_qarchive,working_staged_ok
BH9_08_14R1,gscdb137,1,BH876,1,0,,0,0,1,17,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,807,263458,qchem_inputs/BH9_08_14R1.in,True,True,True,True,True
BH9_08_14R2,gscdb137,1,BH876,1,0,,0,-1,1,33,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1530,744422,qchem_inputs/BH9_08_14R2.in,True,True,True,True,True
BH9_08_14TS,gscdb137,1,BH876,2,0,,0,-1,1,50,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,2337,1368768,qchem_inputs/BH9_08_14TS.in,True,True,True,True,True
BH9_08_15P1,gscdb137,1,BH876,1,0,,0,0,1,34,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1506,738573,qchem_inputs/BH9_08_15P1.in,True,True,True,True,True
BH9_08_15P2,gscdb137,1,BH876,1,0,,0,-1,1,20,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,870,330259,qchem_inputs/BH9_08_15P2.in,True,True,True,True,True
BH9_08_15R1,gscdb137,1,BH876,1,0,,0,0,1,39,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1683,885541,qchem_inputs/BH9_08_15R1.in,True,True,True,True,True
BH9_08_15R2,gscdb137,1,BH876,1,0,,0,-1,1,15,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,693,208324,qchem_inputs/BH9_08_15R2.in,True,True,True,True,True
BH9_08_15TS,gscdb137,1,BH876,2,0,,0,-1,1,54,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,2376,1374745,qchem_inputs/BH9_08_15TS.in,True,True,True,True,True
BH9_08_1P1,gscdb137,1,BH876,1,0,,0,0,1,5,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,204,21294,qchem_inputs/BH9_08_1P1.in,True,True,True,True,True
BH9_08_1P2,gscdb137,1,BH876,1,0,,0,-1,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,318,50221,qchem_inputs/BH9_08_1P2.in,True,True,True,True,True
BH9_08_1R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,465,99780,qchem_inputs/BH9_08_1R1.in,True,True,True,True,True
BH9_08_1R2,gscdb137,1,BH876,1,0,,0,-1,1,1,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,57,1773,qchem_inputs/BH9_08_1R2.in,True,True,True,True,True
BH9_08_1TS,gscdb137,1,BH876,2,0,,0,-1,1,12,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,522,114379,qchem_inputs/BH9_08_1TS.in,True,True,True,True,True
BH9_08_2P1,gscdb137,1,BH876,1,0,,0,0,1,5,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,217,23939,qchem_inputs/BH9_08_2P1.in,True,True,True,True,True
BH9_08_2P2,gscdb137,1,BH876,1,0,,0,-1,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,318,50221,qchem_inputs/BH9_08_2P2.in,True,True,True,True,True
BH9_08_2R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,465,99780,qchem_inputs/BH9_08_2R1.in,True,True,True,True,True
BH9_08_2R2,gscdb137,1,BH876,1,0,,0,-1,1,1,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,70,2621,qchem_inputs/BH9_08_2R2.in,True,True,True,True,True
BH9_08_2TS,gscdb137,1,BH876,2,0,,0,-1,1,12,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,535,117888,qchem_inputs/BH9_08_2TS.in,True,True,True,True,True
BH9_08_3P1,gscdb137,1,BH876,1,0,,0,0,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,291,42870,qchem_inputs/BH9_08_3P1.in,True,True,True,True,True
BH9_08_3P2,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,750,232759,qchem_inputs/BH9_08_3P2.in,True,True,True,True,True
BH9_08_3R1,gscdb137,1,BH876,1,0,,0,0,1,21,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,954,347509,qchem_inputs/BH9_08_3R1.in,True,True,True,True,True
BH9_08_3R2,gscdb137,1,BH876,1,0,,0,-1,1,2,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,87,3998,qchem_inputs/BH9_08_3R2.in,True,True,True,True,True
BH9_08_3TS,gscdb137,1,BH876,2,0,,0,-1,1,23,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1041,384205,qchem_inputs/BH9_08_3TS.in,True,True,True,True,True
BH9_08_4P,gscdb137,1,BH876,1,0,,0,-1,1,24,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1083,440659,qchem_inputs/BH9_08_4P.in,True,True,True,True,True
BH9_08_4R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,491,116008,qchem_inputs/BH9_08_4R1.in,True,True,True,True,True
BH9_08_4R2,gscdb137,1,BH876,1,0,,0,-1,1,13,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,592,164096,qchem_inputs/BH9_08_4R2.in,True,True,True,True,True
BH9_08_4TS,gscdb137,1,BH876,2,0,,0,-1,1,24,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1083,404283,qchem_inputs/BH9_08_4TS.in,True,True,True,True,True
BH9_08_5P1,gscdb137,1,BH876,1,0,,0,0,1,25,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1128,455579,qchem_inputs/BH9_08_5P1.in,True,True,True,True,True
BH9_08_5P2,gscdb137,1,BH876,1,0,,0,-1,1,1,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,70,2621,qchem_inputs/BH9_08_5P2.in,True,True,True,True,True
BH9_08_5R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,505,118465,qchem_inputs/BH9_08_5R1.in,True,True,True,True,True
BH9_08_5R2,gscdb137,1,BH876,1,0,,0,-1,1,15,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,693,205452,qchem_inputs/BH9_08_5R2.in,True,True,True,True,True
BH9_08_5TS,gscdb137,1,BH876,2,0,,0,-1,1,26,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1198,475523,qchem_inputs/BH9_08_5TS.in,True,True,True,True,True
BH9_08_6P1,gscdb137,1,BH876,1,0,,0,0,1,17,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,807,271372,qchem_inputs/BH9_08_6P1.in,True,True,True,True,True
BH9_08_6P2,gscdb137,1,BH876,1,0,,0,-1,1,17,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,726,237333,qchem_inputs/BH9_08_6P2.in,True,True,True,True,True
BH9_08_6R1,gscdb137,1,BH876,1,0,,0,0,1,22,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,930,362235,qchem_inputs/BH9_08_6R1.in,True,True,True,True,True
BH9_08_6R2,gscdb137,1,BH876,1,0,,0,-1,1,12,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,603,164609,qchem_inputs/BH9_08_6R2.in,True,True,True,True,True
BH9_08_6TS,gscdb137,1,BH876,2,0,,0,-1,1,34,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1533,749661,qchem_inputs/BH9_08_6TS.in,True,True,True,True,True
BH9_08_7P1,gscdb137,1,BH876,1,0,,0,0,1,17,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,739,241411,qchem_inputs/BH9_08_7P1.in,True,True,True,True,True
BH9_08_7P2,gscdb137,1,BH876,1,0,,0,-1,1,18,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,864,294868,qchem_inputs/BH9_08_7P2.in,True,True,True,True,True
BH9_08_7R1,gscdb137,1,BH876,1,0,,0,0,1,22,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1011,371523,qchem_inputs/BH9_08_7R1.in,True,True,True,True,True
BH9_08_7R2,gscdb137,1,BH876,1,0,,0,-1,1,13,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,592,162214,qchem_inputs/BH9_08_7R2.in,True,True,True,True,True
BH9_08_7TS,gscdb137,1,BH876,2,0,,0,-1,1,35,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1603,749172,qchem_inputs/BH9_08_7TS.in,True,True,True,True,True
BH9_08_8P1,gscdb137,1,BH876,1,0,,0,1,1,14,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,582,153360,qchem_inputs/BH9_08_8P1.in,True,True,True,True,True
BH9_08_8P2,gscdb137,1,BH876,1,0,,0,0,1,24,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1030,421686,qchem_inputs/BH9_08_8P2.in,True,True,True,True,True
BH9_08_8R1,gscdb137,1,BH876,1,0,,0,1,1,28,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1177,512446,qchem_inputs/BH9_08_8R1.in,True,True,True,True,True
BH9_08_8R2,gscdb137,1,BH876,1,0,,0,0,1,10,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,435,89631,qchem_inputs/BH9_08_8R2.in,True,True,True,True,True
BH9_08_8TS,gscdb137,1,BH876,2,0,,0,1,1,38,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1612,835784,qchem_inputs/BH9_08_8TS.in,True,True,True,True,True
BH9_08_9P1,gscdb137,1,BH876,1,0,,0,0,1,25,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1141,487273,qchem_inputs/BH9_08_9P1.in,True,True,True,True,True
BH9_08_9P2,gscdb137,1,BH876,1,0,,0,-1,1,13,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,660,191444,qchem_inputs/BH9_08_9P2.in,True,True,True,True,True
BH9_08_9R1,gscdb137,1,BH876,1,0,,0,0,1,31,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1443,719846,qchem_inputs/BH9_08_9R1.in,True,True,True,True,True
BH9_08_9R2,gscdb137,1,BH876,1,0,,0,-1,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,358,62492,qchem_inputs/BH9_08_9R2.in,True,True,True,True,True
BH9_08_9TS,gscdb137,1,BH876,2,0,,0,-1,1,38,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1801,935583,qchem_inputs/BH9_08_9TS.in,True,True,True,True,True
BH9_09_10P,gscdb137,1,BH876,1,0,,0,-1,1,22,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1011,412469,qchem_inputs/BH9_09_10P.in,True,True,True,True,True
BH9_09_10R,gscdb137,1,BH876,1,0,,0,-1,1,22,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1011,413490,qchem_inputs/BH9_09_10R.in,True,True,True,True,True
BH9_09_10TS,gscdb137,1,BH876,2,0,,0,-1,1,22,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1011,414287,qchem_inputs/BH9_09_10TS.in,True,True,True,True,True
BH9_09_11P,gscdb137,1,BH876,1,0,,0,0,1,24,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1030,366547,qchem_inputs/BH9_09_11P.in,True,True,True,True,True
BH9_09_11R1,gscdb137,1,BH876,1,0,,0,0,1,10,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,394,75095,qchem_inputs/BH9_09_11R1.in,True,True,True,True,True
BH9_09_11R2,gscdb137,1,BH876,1,0,,0,0,1,14,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,636,176692,qchem_inputs/BH9_09_11R2.in,True,True,True,True,True
BH9_09_11TS,gscdb137,1,BH876,2,0,,0,0,1,24,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1030,360859,qchem_inputs/BH9_09_11TS.in,True,True,True,True,True
BH9_09_12P,gscdb137,1,BH876,1,0,,0,0,1,25,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1114,432236,qchem_inputs/BH9_09_12P.in,True,True,True,True,True
BH9_09_12R1,gscdb137,1,BH876,1,0,,0,0,1,13,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,592,153133,qchem_inputs/BH9_09_12R1.in,True,True,True,True,True
BH9_09_12R2,gscdb137,1,BH876,1,0,,0,0,1,12,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,522,128183,qchem_inputs/BH9_09_12R2.in,True,True,True,True,True
BH9_09_12TS,gscdb137,1,BH876,2,0,,0,0,1,25,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1114,429367,qchem_inputs/BH9_09_12TS.in,True,True,True,True,True
BH9_09_13P,gscdb137,1,BH876,1,0,,0,0,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1201,525799,qchem_inputs/BH9_09_13P.in,True,True,True,True,True
BH9_09_13R1,gscdb137,1,BH876,1,0,,0,0,1,3,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,171,14948,qchem_inputs/BH9_09_13R1.in,True,True,True,True,True
BH9_09_13R2,gscdb137,1,BH876,1,0,,0,0,1,24,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1030,404227,qchem_inputs/BH9_09_13R2.in,True,True,True,True,True
BH9_09_13TS,gscdb137,1,BH876,2,0,,0,0,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1201,525253,qchem_inputs/BH9_09_13TS.in,True,True,True,True,True
BH9_09_14P,gscdb137,1,BH876,1,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,485478,qchem_inputs/BH9_09_14P.in,True,True,True,True,True
BH9_09_14R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,465,100705,qchem_inputs/BH9_09_14R1.in,True,True,True,True,True
BH9_09_14R2,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,723,221634,qchem_inputs/BH9_09_14R2.in,True,True,True,True,True
BH9_09_14TS,gscdb137,1,BH876,2,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,468984,qchem_inputs/BH9_09_14TS.in,True,True,True,True,True
BH9_09_15P,gscdb137,1,BH876,1,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,497889,qchem_inputs/BH9_09_15P.in,True,True,True,True,True
BH9_09_15R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,465,100705,qchem_inputs/BH9_09_15R1.in,True,True,True,True,True
BH9_09_15R2,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,723,221634,qchem_inputs/BH9_09_15R2.in,True,True,True,True,True
BH9_09_15TS,gscdb137,1,BH876,2,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,517715,qchem_inputs/BH9_09_15TS.in,True,True,True,True,True
BH9_09_16P,gscdb137,1,BH876,1,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,463928,qchem_inputs/BH9_09_16P.in,True,True,True,True,True
BH9_09_16R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,465,99654,qchem_inputs/BH9_09_16R1.in,True,True,True,True,True
BH9_09_16R2,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,723,221634,qchem_inputs/BH9_09_16R2.in,True,True,True,True,True
BH9_09_16TS,gscdb137,1,BH876,2,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,458016,qchem_inputs/BH9_09_16TS.in,True,True,True,True,True
BH9_09_17P,gscdb137,1,BH876,1,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,520374,qchem_inputs/BH9_09_17P.in,True,True,True,True,True
BH9_09_17R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,465,99654,qchem_inputs/BH9_09_17R1.in,True,True,True,True,True
BH9_09_17R2,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,723,221634,qchem_inputs/BH9_09_17R2.in,True,True,True,True,True
BH9_09_17TS,gscdb137,1,BH876,2,0,,0,-1,1,27,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1188,482337,qchem_inputs/BH9_09_17TS.in,True,True,True,True,True
BH9_09_18P,gscdb137,1,BH876,1,0,,0,0,1,28,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1217,550998,qchem_inputs/BH9_09_18P.in,True,True,True,True,True
BH9_09_18R1,gscdb137,1,BH876,1,0,,0,0,1,11,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,478,102256,qchem_inputs/BH9_09_18R1.in,True,True,True,True,True
BH9_09_18R2,gscdb137,1,BH876,1,0,,0,0,1,17,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,739,235951,qchem_inputs/BH9_09_18R2.in,True,True,True,True,True
BH9_09_18TS,gscdb137,1,BH876,2,0,,0,0,1,28,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1217,519785,qchem_inputs/BH9_09_18TS.in,True,True,True,True,True
BH9_09_19P,gscdb137,1,BH876,1,0,,0,-1,1,28,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1299,596099,qchem_inputs/BH9_09_19P.in,True,True,True,True,True
BH9_09_19R,gscdb137,1,BH876,1,0,,0,-1,1,28,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1299,516272,qchem_inputs/BH9_09_19R.in,True,True,True,True,True
BH9_09_19TS,gscdb137,1,BH876,2,0,,0,-1,1,28,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1299,558857,qchem_inputs/BH9_09_19TS.in,True,True,True,True,True
BH9_09_1P,gscdb137,1,BH876,1,0,,0,-1,1,12,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,522,129294,qchem_inputs/BH9_09_1P.in,True,True,True,True,True
BH9_09_1R1,gscdb137,1,BH876,1,0,,0,0,1,10,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,408,81149,qchem_inputs/BH9_09_1R1.in,True,True,True,True,True
BH9_09_1R2,gscdb137,1,BH876,1,0,,0,-1,1,2,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,114,6792,qchem_inputs/BH9_09_1R2.in,True,True,True,True,True
BH9_09_1TS,gscdb137,1,BH876,2,0,,0,-1,1,12,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,522,127934,qchem_inputs/BH9_09_1TS.in,True,True,True,True,True
BH9_09_20P,gscdb137,1,BH876,1,0,,0,-1,1,31,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1389,697777,qchem_inputs/BH9_09_20P.in,True,True,True,True,True
BH9_09_20R,gscdb137,1,BH876,1,0,,0,-1,1,31,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1389,656278,qchem_inputs/BH9_09_20R.in,True,True,True,True,True
BH9_09_20TS,gscdb137,1,BH876,2,0,,0,-1,1,31,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1389,695522,qchem_inputs/BH9_09_20TS.in,True,True,True,True,True
BH9_09_21P,gscdb137,1,BH876,1,0,,0,-1,1,32,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1473,626099,qchem_inputs/BH9_09_21P.in,True,True,True,True,True
BH9_09_21R1,gscdb137,1,BH876,1,0,,0,0,1,18,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,810,261633,qchem_inputs/BH9_09_21R1.in,True,True,True,True,True
BH9_09_21R2,gscdb137,1,BH876,1,0,,0,-1,1,14,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,663,186555,qchem_inputs/BH9_09_21R2.in,True,True,True,True,True
BH9_09_21TS,gscdb137,1,BH876,2,0,,0,-1,1,32,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1473,611258,qchem_inputs/BH9_09_21TS.in,True,True,True,True,True
BH9_09_22P,gscdb137,1,BH876,1,0,,0,-1,1,34,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1506,684663,qchem_inputs/BH9_09_22P.in,True,True,True,True,True
BH9_09_22R,gscdb137,1,BH876,1,0,,0,-1,1,34,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1506,662270,qchem_inputs/BH9_09_22R.in,True,True,True,True,True
BH9_09_22TS,gscdb137,1,BH876,2,0,,0,-1,1,34,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1506,681823,qchem_inputs/BH9_09_22TS.in,True,True,True,True,True
BH9_09_23P,gscdb137,1,BH876,1,0,,0,-1,1,40,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1605,927096,qchem_inputs/BH9_09_23P.in,True,True,True,True,True
BH9_09_23R,gscdb137,1,BH876,1,0,,0,-1,1,40,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1605,925106,qchem_inputs/BH9_09_23R.in,True,True,True,True,True
BH9_09_23TS,gscdb137,1,BH876,2,0,,0,-1,1,40,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1605,913224,qchem_inputs/BH9_09_23TS.in,True,True,True,True,True
BH9_09_24P,gscdb137,1,BH876,1,0,,0,-1,1,42,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1665,909429,qchem_inputs/BH9_09_24P.in,True,True,True,True,True
BH9_09_24R,gscdb137,1,BH876,1,0,,0,-1,1,42,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1665,830175,qchem_inputs/BH9_09_24R.in,True,True,True,True,True
BH9_09_24TS,gscdb137,1,BH876,2,0,,0,-1,1,42,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1665,902179,qchem_inputs/BH9_09_24TS.in,True,True,True,True,True
BH9_09_25P,gscdb137,1,BH876,1,0,,0,1,1,45,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1890,1192687,qchem_inputs/BH9_09_25P.in,True,True,True,True,True
BH9_09_25R,gscdb137,1,BH876,1,0,,0,1,1,45,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1890,1172534,qchem_inputs/BH9_09_25R.in,True,True,True,True,True
BH9_09_25TS,gscdb137,1,BH876,2,0,,0,1,1,45,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1890,1189509,qchem_inputs/BH9_09_25TS.in,True,True,True,True,True
BH9_09_26P,gscdb137,1,BH876,1,0,,0,0,1,50,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,2188,1044678,qchem_inputs/BH9_09_26P.in,True,True,True,True,True
BH9_09_26R1,gscdb137,1,BH876,1,0,,0,0,1,17,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,793,257802,qchem_inputs/BH9_09_26R1.in,True,True,True,True,True
BH9_09_26R2,gscdb137,1,BH876,1,0,,0,0,1,33,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,1395,583563,qchem_inputs/BH9_09_26R2.in,True,True,True,True,True
BH9_09_26TS,gscdb137,1,BH876,2,0,,0,0,1,50,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,2188,1043809,qchem_inputs/BH9_09_26TS.in,True,True,True,True,True
BH9_09_2P,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,750,237034,qchem_inputs/BH9_09_2P.in,True,True,True,True,True
BH9_09_2R1,gscdb137,1,BH876,1,0,,0,0,1,14,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,636,179226,qchem_inputs/BH9_09_2R1.in,True,True,True,True,True
BH9_09_2R2,gscdb137,1,BH876,1,0,,0,-1,1,2,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,114,6792,qchem_inputs/BH9_09_2R2.in,True,True,True,True,True
BH9_09_2TS,gscdb137,1,BH876,2,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,750,235282,qchem_inputs/BH9_09_2TS.in,True,True,True,True,True
BH9_09_3P,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,669,187940,qchem_inputs/BH9_09_3P.in,True,True,True,True,True
BH9_09_3R1,gscdb137,1,BH876,1,0,,0,0,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,291,41445,qchem_inputs/BH9_09_3R1.in,True,True,True,True,True
BH9_09_3R2,gscdb137,1,BH876,1,0,,0,-1,1,9,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,378,69747,qchem_inputs/BH9_09_3R2.in,True,True,True,True,True
BH9_09_3TS,gscdb137,1,BH876,2,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,669,180467,qchem_inputs/BH9_09_3TS.in,True,True,True,True,True
BH9_09_4P,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,669,199199,qchem_inputs/BH9_09_4P.in,True,True,True,True,True
BH9_09_4R1,gscdb137,1,BH876,1,0,,0,0,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,291,41445,qchem_inputs/BH9_09_4R1.in,True,True,True,True,True
BH9_09_4R2,gscdb137,1,BH876,1,0,,0,-1,1,9,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,378,69747,qchem_inputs/BH9_09_4R2.in,True,True,True,True,True
BH9_09_4TS,gscdb137,1,BH876,2,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,669,197866,qchem_inputs/BH9_09_4TS.in,True,True,True,True,True
BH9_09_5P,gscdb137,1,BH876,1,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,669,196917,qchem_inputs/BH9_09_5P.in,True,True,True,True,True
BH9_09_5R1,gscdb137,1,BH876,1,0,,0,0,1,7,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,291,41499,qchem_inputs/BH9_09_5R1.in,True,True,True,True,True
BH9_09_5R2,gscdb137,1,BH876,1,0,,0,-1,1,9,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,378,69747,qchem_inputs/BH9_09_5R2.in,True,True,True,True,True
BH9_09_5TS,gscdb137,1,BH876,2,0,,0,-1,1,16,def2-QZVPP,rimp2-def2-QZVPPD,GDM,000099000590,669,191847,qchem_inputs/BH9_09_5TS.in,True,True,True,True,True
