reaction,dataset,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,objective_weight,stoichiometric_species_count
NBC10_156,NBC10,gscdb137,false,true,false,false,,3
NBC10_157,NBC10,gscdb137,false,true,false,false,,3
NBC10_158,NBC10,gscdb137,false,true,false,false,,3
NBC10_159,NBC10,gscdb137,false,true,false,false,,3
NBC10_160,NBC10,gscdb137,false,true,false,false,,3
NBC10_161,NBC10,gscdb137,false,true,false,false,,3
NBC10_162,NBC10,gscdb137,false,true,false,false,,3
NBC10_163,NBC10,gscdb137,false,true,false,false,,3
NBC10_164,NBC10,gscdb137,false,true,false,false,,3
NBC10_165,NBC10,gscdb137,false,true,false,false,,3
NBC10_166,NBC10,gscdb137,false,true,false,false,,3
NBC10_167,NBC10,gscdb137,false,true,false,false,,3
NBC10_168,NBC10,gscdb137,false,true,false,false,,3
NBC10_169,NBC10,gscdb137,false,true,false,false,,3
NBC10_170,NBC10,gscdb137,false,true,false,false,,3
NBC10_171,NBC10,gscdb137,false,true,false,false,,3
NBC10_172,NBC10,gscdb137,false,true,false,false,,3
NBC10_173,NBC10,gscdb137,false,true,false,false,,3
NBC10_174,NBC10,gscdb137,false,true,false,false,,3
NBC10_175,NBC10,gscdb137,false,true,false,false,,3
NBC10_176,NBC10,gscdb137,false,true,false,false,,3
NBC10_177,NBC10,gscdb137,false,true,false,false,,3
NBC10_178,NBC10,gscdb137,false,true,false,false,,3
NBC10_179,NBC10,gscdb137,false,true,false,false,,3
NBC10_180,NBC10,gscdb137,false,true,false,false,,3
NBC10_181,NBC10,gscdb137,false,true,false,false,,3
NBC10_182,NBC10,gscdb137,false,true,false,false,,3
NBC10_183,NBC10,gscdb137,false,true,false,false,,3
NBC10_184,NBC10,gscdb137,false,true,false,false,,3
NBPRC_1,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_2,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_3,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_4,NBPRC,gscdb137,false,true,false,false,,2
NBPRC_5,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_6,NBPRC,gscdb137,false,true,false,false,,2
NBPRC_7,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_8,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_9,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_10,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_11,NBPRC,gscdb137,false,true,false,false,,3
NBPRC_12,NBPRC,gscdb137,false,true,false,false,,3
NC11_2,NC11,gscdb137,false,true,false,false,,3
NC11_3,NC11,gscdb137,false,true,false,false,,3
NC11_4,NC11,gscdb137,false,true,false,false,,3
NC11_5,NC11,gscdb137,false,true,false,false,,3
NC11_6,NC11,gscdb137,false,true,false,false,,3
NC11_7,NC11,gscdb137,false,true,false,false,,3
NC11_9,NC11,gscdb137,false,true,false,false,,3
NC11_11,NC11,gscdb137,false,true,false,false,,3
NC11_12,NC11,gscdb137,false,true,false,false,,3
NC11_13,NC11,gscdb137,false,true,false,false,,3
NC11_14,NC11,gscdb137,false,true,false,false,,3
O24_1,O24,gscdb137,false,true,false,false,,3
O24_2,O24,gscdb137,false,true,false,false,,3
O24_3,O24,gscdb137,false,true,false,false,,3
O24_4,O24,gscdb137,false,true,false,false,,3
O24_5,O24,gscdb137,false,true,false,false,,3
O24_6,O24,gscdb137,false,true,false,false,,3
O24_7,O24,gscdb137,false,true,false,false,,3
O24_8,O24,gscdb137,false,true,false,false,,3
O24_9,O24,gscdb137,false,true,false,false,,3
O24_10,O24,gscdb137,false,true,false,false,,3
O24_11,O24,gscdb137,false,true,false,false,,3
O24_12,O24,gscdb137,false,true,false,false,,3
O24_13,O24,gscdb137,false,true,false,false,,3
O24_14,O24,gscdb137,false,true,false,false,,3
O24_15,O24,gscdb137,false,true,false,false,,3
O24_16,O24,gscdb137,false,true,false,false,,3
O24_17,O24,gscdb137,false,true,false,false,,3
O24_18,O24,gscdb137,false,true,false,false,,3
O24_19,O24,gscdb137,false,true,false,false,,3
O24_20,O24,gscdb137,false,true,false,false,,3
O24_21,O24,gscdb137,false,true,false,false,,3
O24_22,O24,gscdb137,false,true,false,false,,3
O24_23,O24,gscdb137,false,true,false,false,,3
O24_24,O24,gscdb137,false,true,false,false,,3
O24x4_1,O24x4,gscdb137,false,true,false,false,,3
O24x4_2,O24x4,gscdb137,false,true,false,false,,3
O24x4_3,O24x4,gscdb137,false,true,false,false,,3
O24x4_4,O24x4,gscdb137,false,true,false,false,,3
O24x4_5,O24x4,gscdb137,false,true,false,false,,3
O24x4_6,O24x4,gscdb137,false,true,false,false,,3
O24x4_7,O24x4,gscdb137,false,true,false,false,,3
O24x4_8,O24x4,gscdb137,false,true,false,false,,3
O24x4_9,O24x4,gscdb137,false,true,false,false,,3
O24x4_10,O24x4,gscdb137,false,true,false,false,,3
O24x4_11,O24x4,gscdb137,false,true,false,false,,3
O24x4_12,O24x4,gscdb137,false,true,false,false,,3
O24x4_13,O24x4,gscdb137,false,true,false,false,,3
O24x4_14,O24x4,gscdb137,false,true,false,false,,3
O24x4_15,O24x4,gscdb137,false,true,false,false,,3
O24x4_16,O24x4,gscdb137,false,true,false,false,,3
O24x4_17,O24x4,gscdb137,false,true,false,false,,3
O24x4_18,O24x4,gscdb137,false,true,false,false,,3
O24x4_19,O24x4,gscdb137,false,true,false,false,,3
O24x4_20,O24x4,gscdb137,false,true,false,false,,3
O24x4_21,O24x4,gscdb137,false,true,false,false,,3
O24x4_22,O24x4,gscdb137,false,true,false,false,,3
O24x4_23,O24x4,gscdb137,false,true,false,false,,3
O24x4_24,O24x4,gscdb137,false,true,false,false,,3
O24x4_25,O24x4,gscdb137,false,true,false,false,,3
O24x4_26,O24x4,gscdb137,false,true,false,false,,3
O24x4_27,O24x4,gscdb137,false,true,false,false,,3
O24x4_28,O24x4,gscdb137,false,true,false,false,,3
O24x4_29,O24x4,gscdb137,false,true,false,false,,3
O24x4_30,O24x4,gscdb137,false,true,false,false,,3
O24x4_31,O24x4,gscdb137,false,true,false,false,,3
O24x4_32,O24x4,gscdb137,false,true,false,false,,3
O24x4_33,O24x4,gscdb137,false,true,false,false,,3
O24x4_34,O24x4,gscdb137,false,true,false,false,,3
O24x4_35,O24x4,gscdb137,false,true,false,false,,3
O24x4_36,O24x4,gscdb137,false,true,false,false,,3
O24x4_37,O24x4,gscdb137,false,true,false,false,,3
O24x4_38,O24x4,gscdb137,false,true,false,false,,3
O24x4_39,O24x4,gscdb137,false,true,false,false,,3
O24x4_40,O24x4,gscdb137,false,true,false,false,,3
O24x4_41,O24x4,gscdb137,false,true,false,false,,3
O24x4_42,O24x4,gscdb137,false,true,false,false,,3
O24x4_43,O24x4,gscdb137,false,true,false,false,,3
O24x4_44,O24x4,gscdb137,false,true,false,false,,3
O24x4_45,O24x4,gscdb137,false,true,false,false,,3
O24x4_46,O24x4,gscdb137,false,true,false,false,,3
O24x4_47,O24x4,gscdb137,false,true,false,false,,3
O24x4_48,O24x4,gscdb137,false,true,false,false,,3
O24x4_49,O24x4,gscdb137,false,true,false,false,,3
O24x4_50,O24x4,gscdb137,false,true,false,false,,3
O24x4_51,O24x4,gscdb137,false,true,false,false,,3
O24x4_52,O24x4,gscdb137,false,true,false,false,,3
O24x4_53,O24x4,gscdb137,false,true,false,false,,3
O24x4_54,O24x4,gscdb137,false,true,false,false,,3
O24x4_55,O24x4,gscdb137,false,true,false,false,,3
O24x4_56,O24x4,gscdb137,false,true,false,false,,3
O24x4_57,O24x4,gscdb137,false,true,false,false,,3
O24x4_58,O24x4,gscdb137,false,true,false,false,,3
O24x4_59,O24x4,gscdb137,false,true,false,false,,3
O24x4_60,O24x4,gscdb137,false,true,false,false,,3
O24x4_61,O24x4,gscdb137,false,true,false,false,,3
O24x4_62,O24x4,gscdb137,false,true,false,false,,3
O24x4_63,O24x4,gscdb137,false,true,false,false,,3
O24x4_64,O24x4,gscdb137,false,true,false,false,,3
O24x4_65,O24x4,gscdb137,false,true,false,false,,3
O24x4_66,O24x4,gscdb137,false,true,false,false,,3
O24x4_67,O24x4,gscdb137,false,true,false,false,,3
O24x4_68,O24x4,gscdb137,false,true,false,false,,3
O24x4_69,O24x4,gscdb137,false,true,false,false,,3
O24x4_70,O24x4,gscdb137,false,true,false,false,,3
O24x4_71,O24x4,gscdb137,false,true,false,false,,3
O24x4_72,O24x4,gscdb137,false,true,false,false,,3
O24x4_73,O24x4,gscdb137,false,true,false,false,,3
O24x4_74,O24x4,gscdb137,false,true,false,false,,3
O24x4_75,O24x4,gscdb137,false,true,false,false,,3
O24x4_76,O24x4,gscdb137,false,true,false,false,,3
O24x4_77,O24x4,gscdb137,false,true,false,false,,3
O24x4_78,O24x4,gscdb137,false,true,false,false,,3
O24x4_79,O24x4,gscdb137,false,true,false,false,,3
O24x4_80,O24x4,gscdb137,false,true,false,false,,3
O24x4_81,O24x4,gscdb137,false,true,false,false,,3
O24x4_82,O24x4,gscdb137,false,true,false,false,,3
O24x4_83,O24x4,gscdb137,false,true,false,false,,3
O24x4_84,O24x4,gscdb137,false,true,false,false,,3
O24x4_85,O24x4,gscdb137,false,true,false,false,,3
O24x4_86,O24x4,gscdb137,false,true,false,false,,3
O24x4_87,O24x4,gscdb137,false,true,false,false,,3
O24x4_88,O24x4,gscdb137,false,true,false,false,,3
O24x4_89,O24x4,gscdb137,false,true,false,false,,3
O24x4_90,O24x4,gscdb137,false,true,false,false,,3
O24x4_91,O24x4,gscdb137,false,true,false,false,,3
O24x4_92,O24x4,gscdb137,false,true,false,false,,3
O24x4_93,O24x4,gscdb137,false,true,false,false,,3
O24x4_94,O24x4,gscdb137,false,true,false,false,,3
O24x4_95,O24x4,gscdb137,false,true,false,false,,3
O24x4_96,O24x4,gscdb137,false,true,false,false,,3
OEEF_1,OEEF,gscdb137,false,true,false,false,,2
OEEF_2,OEEF,gscdb137,false,true,false,false,,2
OEEF_3,OEEF,gscdb137,false,true,false,false,,2
OEEF_4,OEEF,gscdb137,false,true,false,false,,2
OEEF_6,OEEF,gscdb137,false,true,false,false,,2
OEEF_7,OEEF,gscdb137,false,true,false,false,,2
OEEF_8,OEEF,gscdb137,false,true,false,false,,2
OEEF_9,OEEF,gscdb137,false,true,false,false,,2
OEEF_11,OEEF,gscdb137,false,true,false,false,,2
OEEF_12,OEEF,gscdb137,false,true,false,false,,2
OEEF_13,OEEF,gscdb137,false,true,false,false,,2
OEEF_14,OEEF,gscdb137,false,true,false,false,,2
OEEF_15,OEEF,gscdb137,false,true,false,false,,2
OEEF_16,OEEF,gscdb137,false,true,false,false,,2
OEEF_17,OEEF,gscdb137,false,true,false,false,,2
OEEF_18,OEEF,gscdb137,false,true,false,false,,2
OEEF_19,OEEF,gscdb137,false,true,false,false,,2
OEEF_20,OEEF,gscdb137,false,true,false,false,,2
OEEF_21,OEEF,gscdb137,false,true,false,false,,2
OEEF_22,OEEF,gscdb137,false,true,false,false,,2
OEEF_23,OEEF,gscdb137,false,true,false,false,,2
OEEF_24,OEEF,gscdb137,false,true,false,false,,2
OEEF_25,OEEF,gscdb137,false,true,false,false,,2
OEEF_26,OEEF,gscdb137,false,true,false,false,,2
OEEF_27,OEEF,gscdb137,false,true,false,false,,2
OEEF_28,OEEF,gscdb137,false,true,false,false,,2
OEEF_29,OEEF,gscdb137,false,true,false,false,,2
OEEF_30,OEEF,gscdb137,false,true,false,false,,2
OEEF_31,OEEF,gscdb137,false,true,false,false,,2
OEEF_32,OEEF,gscdb137,false,true,false,false,,2
OEEF_33,OEEF,gscdb137,false,true,false,false,,2
OEEF_34,OEEF,gscdb137,false,true,false,false,,2
OEEF_35,OEEF,gscdb137,false,true,false,false,,2
OEEF_36,OEEF,gscdb137,false,true,false,false,,2
OEEF_37,OEEF,gscdb137,false,true,false,false,,2
OEEF_38,OEEF,gscdb137,false,true,false,false,,2
OEEF_39,OEEF,gscdb137,false,true,false,false,,2
OEEF_40,OEEF,gscdb137,false,true,false,false,,2
OEEF_41,OEEF,gscdb137,false,true,false,false,,2
OEEF_42,OEEF,gscdb137,false,true,false,false,,2
OEEF_43,OEEF,gscdb137,false,true,false,false,,2
OEEF_44,OEEF,gscdb137,false,true,false,false,,2
OEEF_45,OEEF,gscdb137,false,true,false,false,,2
OEEF_46,OEEF,gscdb137,false,true,false,false,,2
OEEF_47,OEEF,gscdb137,false,true,false,false,,2
OEEF_48,OEEF,gscdb137,false,true,false,false,,2
OEEF_49,OEEF,gscdb137,false,true,false,false,,2
OEEF_50,OEEF,gscdb137,false,true,false,false,,2
OEEF_51,OEEF,gscdb137,false,true,false,false,,2
OEEF_52,OEEF,gscdb137,false,true,false,false,,2
OEEF_53,OEEF,gscdb137,false,true,false,false,,2
OEEF_54,OEEF,gscdb137,false,true,false,false,,2
OEEF_55,OEEF,gscdb137,false,true,false,false,,2
OEEF_56,OEEF,gscdb137,false,true,false,false,,2
OEEF_57,OEEF,gscdb137,false,true,false,false,,2
OEEF_58,OEEF,gscdb137,false,true,false,false,,2
OEEF_59,OEEF,gscdb137,false,true,false,false,,2
OEEF_60,OEEF,gscdb137,false,true,false,false,,2
OEEF_61,OEEF,gscdb137,false,true,false,false,,2
OEEF_62,OEEF,gscdb137,false,true,false,false,,2
OEEF_63,OEEF,gscdb137,false,true,false,false,,2
OEEF_64,OEEF,gscdb137,false,true,false,false,,2
OEEF_65,OEEF,gscdb137,false,true,false,false,,2
OEEF_66,OEEF,gscdb137,false,true,false,false,,2
OEEF_67,OEEF,gscdb137,false,true,false,false,,2
OEEF_68,OEEF,gscdb137,false,true,false,false,,2
OEEF_69,OEEF,gscdb137,false,true,false,false,,2
OEEF_70,OEEF,gscdb137,false,true,false,false,,2
OEEF_71,OEEF,gscdb137,false,true,false,false,,2
OEEF_72,OEEF,gscdb137,false,true,false,false,,2
OEEF_73,OEEF,gscdb137,false,true,false,false,,2
OEEF_74,OEEF,gscdb137,false,true,false,false,,2
OEEF_75,OEEF,gscdb137,false,true,false,false,,2
OEEF_76,OEEF,gscdb137,false,true,false,false,,2
OEEF_77,OEEF,gscdb137,false,true,false,false,,2
OEEF_78,OEEF,gscdb137,false,true,false,false,,2
OEEF_79,OEEF,gscdb137,false,true,false,false,,2
OEEF_80,OEEF,gscdb137,false,true,false,false,,2
OEEF_81,OEEF,gscdb137,false,true,false,false,,2
OEEF_82,OEEF,gscdb137,false,true,false,false,,2
OEEF_83,OEEF,gscdb137,false,true,false,false,,2
OEEF_84,OEEF,gscdb137,false,true,false,false,,2
OEEF_85,OEEF,gscdb137,false,true,false,false,,2
OEEF_86,OEEF,gscdb137,false,true,false,false,,2
OEEF_87,OEEF,gscdb137,false,true,false,false,,2
OEEF_88,OEEF,gscdb137,false,true,false,false,,2
OEEF_89,OEEF,gscdb137,false,true,false,false,,2
OEEF_90,OEEF,gscdb137,false,true,false,false,,2
OEEF_91,OEEF,gscdb137,false,true,false,false,,2
OEEF_92,OEEF,gscdb137,false,true,false,false,,2
OEEF_93,OEEF,gscdb137,false,true,false,false,,2
OEEF_94,OEEF,gscdb137,false,true,false,false,,2
OEEF_95,OEEF,gscdb137,false,true,false,false,,2
OEEF_96,OEEF,gscdb137,false,true,false,false,,2
OEEF_97,OEEF,gscdb137,false,true,false,false,,2
OEEF_98,OEEF,gscdb137,false,true,false,false,,2
OEEF_99,OEEF,gscdb137,false,true,false,false,,2
OEEF_100,OEEF,gscdb137,false,true,false,false,,2
OEEF_101,OEEF,gscdb137,false,true,false,false,,2
OEEF_102,OEEF,gscdb137,false,true,false,false,,2
OEEF_103,OEEF,gscdb137,false,true,false,false,,2
OEEF_104,OEEF,gscdb137,false,true,false,false,,2
OEEF_105,OEEF,gscdb137,false,true,false,false,,2
OEEF_106,OEEF,gscdb137,false,true,false,false,,2
OEEF_107,OEEF,gscdb137,false,true,false,false,,2
OEEF_108,OEEF,gscdb137,false,true,false,false,,2
OEEF_109,OEEF,gscdb137,false,true,false,false,,2
OEEF_110,OEEF,gscdb137,false,true,false,false,,2
OEEF_111,OEEF,gscdb137,false,true,false,false,,2
OEEF_112,OEEF,gscdb137,false,true,false,false,,2
OEEF_113,OEEF,gscdb137,false,true,false,false,,2
OEEF_114,OEEF,gscdb137,false,true,false,false,,2
OEEF_115,OEEF,gscdb137,false,true,false,false,,2
OEEF_116,OEEF,gscdb137,false,true,false,false,,2
OEEF_117,OEEF,gscdb137,false,true,false,false,,2
OEEF_118,OEEF,gscdb137,false,true,false,false,,2
OEEF_119,OEEF,gscdb137,false,true,false,false,,2
OEEF_120,OEEF,gscdb137,false,true,false,false,,2
OEEF_121,OEEF,gscdb137,false,true,false,false,,2
OEEF_122,OEEF,gscdb137,false,true,false,false,,2
OEEF_123,OEEF,gscdb137,false,true,false,false,,2
OEEF_124,OEEF,gscdb137,false,true,false,false,,2
OEEF_125,OEEF,gscdb137,false,true,false,false,,2
OEEF_126,OEEF,gscdb137,false,true,false,false,,2
OEEF_127,OEEF,gscdb137,false,true,false,false,,2
OEEF_128,OEEF,gscdb137,false,true,false,false,,2
OEEF_130,OEEF,gscdb137,false,true,false,false,,2
OEEF_131,OEEF,gscdb137,false,true,false,false,,2
OEEF_132,OEEF,gscdb137,false,true,false,false,,2
OEEF_133,OEEF,gscdb137,false,true,false,false,,2
OEEF_134,OEEF,gscdb137,false,true,false,false,,2
OEEF_135,OEEF,gscdb137,false,true,false,false,,2
OEEF_136,OEEF,gscdb137,false,true,false,false,,2
OEEF_137,OEEF,gscdb137,false,true,false,false,,2
OEEF_138,OEEF,gscdb137,false,true,false,false,,2
OEEF_139,OEEF,gscdb137,false,true,false,false,,2
ORBH35_VO_1,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_2,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_3,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_4,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_5,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_6,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_7,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_8,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_9,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_10,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_11,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_12,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_13,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_14,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_15,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_VO_16,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_17,ORBH35,gscdb137,false,true,false,false,,3
ORBH35_CO3_18,ORBH35,gscdb137,false,true,false,false,,3
ORBH35_CO3_19,ORBH35,gscdb137,false,true,false,false,,3
ORBH35_CO3_20,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_21,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_22,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_23,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_24,ORBH35,gscdb137,false,true,false,false,,3
ORBH35_CO3_25,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_26,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_27,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_28,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_29,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_30,ORBH35,gscdb137,false,true,false,false,,3
ORBH35_CO3_31,ORBH35,gscdb137,false,true,false,false,,3
ORBH35_CO3_32,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_33,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_34,ORBH35,gscdb137,false,true,false,false,,2
ORBH35_CO3_35,ORBH35,gscdb137,false,true,false,false,,3
P34AE_1,P34AE,gscdb137,false,true,false,false,,2
P34AE_2,P34AE,gscdb137,false,true,false,false,,2
P34AE_3,P34AE,gscdb137,false,true,false,false,,2
P34AE_4,P34AE,gscdb137,false,true,false,false,,3
P34AE_5,P34AE,gscdb137,false,true,false,false,,3
P34AE_6,P34AE,gscdb137,false,true,false,false,,3
P34AE_7,P34AE,gscdb137,false,true,false,false,,3
P34AE_8,P34AE,gscdb137,false,true,false,false,,3
P34AE_9,P34AE,gscdb137,false,true,false,false,,3
P34AE_10,P34AE,gscdb137,false,true,false,false,,3
P34AE_11,P34AE,gscdb137,false,true,false,false,,3
P34AE_12,P34AE,gscdb137,false,true,false,false,,3
P34AE_13,P34AE,gscdb137,false,true,false,false,,3
P34AE_14,P34AE,gscdb137,false,true,false,false,,2
P34AE_15,P34AE,gscdb137,false,true,false,false,,3
P34AE_16,P34AE,gscdb137,false,true,false,false,,3
P34AE_17,P34AE,gscdb137,false,true,false,false,,3
P34AE_18,P34AE,gscdb137,false,true,false,false,,3
P34AE_19,P34AE,gscdb137,false,true,false,false,,4
P34AE_20,P34AE,gscdb137,false,true,false,false,,4
P34AE_21,P34AE,gscdb137,false,true,false,false,,4
P34AE_22,P34AE,gscdb137,false,true,false,false,,4
P34AE_23,P34AE,gscdb137,false,true,false,false,,4
P34AE_24,P34AE,gscdb137,false,true,false,false,,4
P34AE_25,P34AE,gscdb137,false,true,false,false,,5
P34AE_26,P34AE,gscdb137,false,true,false,false,,4
P34AE_27,P34AE,gscdb137,false,true,false,false,,3
P34AE_28,P34AE,gscdb137,false,true,false,false,,3
P34AE_29,P34AE,gscdb137,false,true,false,false,,3
P34AE_30,P34AE,gscdb137,false,true,false,false,,3
P34AE_31,P34AE,gscdb137,false,true,false,false,,3
P34AE_32,P34AE,gscdb137,false,true,false,false,,4
P34AE_33,P34AE,gscdb137,false,true,false,false,,4
P34AE_34,P34AE,gscdb137,false,true,false,false,,5
P34AE_35,P34AE,gscdb137,false,true,false,false,,5
P34AE_36,P34AE,gscdb137,false,true,false,false,,5
P34AE_37,P34AE,gscdb137,false,true,false,false,,5
P34AE_38,P34AE,gscdb137,false,true,false,false,,4
P34AE_39,P34AE,gscdb137,false,true,false,false,,4
P34AE_40,P34AE,gscdb137,false,true,false,false,,4
P34AE_41,P34AE,gscdb137,false,true,false,false,,4
P34AE_42,P34AE,gscdb137,false,true,false,false,,5
P34AE_43,P34AE,gscdb137,false,true,false,false,,5
P34AE_44,P34AE,gscdb137,false,true,false,false,,5
P34IP_1,P34IP,gscdb137,false,true,false,false,,2
P34IP_2,P34IP,gscdb137,false,true,false,false,,2
P34IP_3,P34IP,gscdb137,false,true,false,false,,2
P34IP_4,P34IP,gscdb137,false,true,false,false,,2
P34IP_5,P34IP,gscdb137,false,true,false,false,,2
P34IP_6,P34IP,gscdb137,false,true,false,false,,2
P34IP_7,P34IP,gscdb137,false,true,false,false,,2
P34IP_8,P34IP,gscdb137,false,true,false,false,,2
P34IP_9,P34IP,gscdb137,false,true,false,false,,2
P34IP_10,P34IP,gscdb137,false,true,false,false,,2
P34IP_11,P34IP,gscdb137,false,true,false,false,,2
P34IP_12,P34IP,gscdb137,false,true,false,false,,2
P34IP_13,P34IP,gscdb137,false,true,false,false,,2
P34IP_14,P34IP,gscdb137,false,true,false,false,,2
P34IP_15,P34IP,gscdb137,false,true,false,false,,2
P34EA_1,P34EA,gscdb137,false,true,false,false,,2
P34EA_2,P34EA,gscdb137,false,true,false,false,,2
P34EA_3,P34EA,gscdb137,false,true,false,false,,2
P34EA_4,P34EA,gscdb137,false,true,false,false,,2
P34EA_5,P34EA,gscdb137,false,true,false,false,,2
P34EA_6,P34EA,gscdb137,false,true,false,false,,2
P34EA_7,P34EA,gscdb137,false,true,false,false,,2
P34EA_8,P34EA,gscdb137,false,true,false,false,,2
P34EA_9,P34EA,gscdb137,false,true,false,false,,2
PA26_1,PA26,gscdb137,false,true,false,false,,2
PA26_2,PA26,gscdb137,false,true,false,false,,2
PA26_3,PA26,gscdb137,false,true,false,false,,2
PA26_4,PA26,gscdb137,false,true,false,false,,2
PA26_5,PA26,gscdb137,false,true,false,false,,2
PA26_6,PA26,gscdb137,false,true,false,false,,2
PA26_7,PA26,gscdb137,false,true,false,false,,2
PA26_8,PA26,gscdb137,false,true,false,false,,2
PA26_9,PA26,gscdb137,false,true,false,false,,2
PA26_10,PA26,gscdb137,false,true,false,false,,2
PA26_11,PA26,gscdb137,false,true,false,false,,2
PA26_12,PA26,gscdb137,false,true,false,false,,2
PA26_13,PA26,gscdb137,false,true,false,false,,2
PA26_14,PA26,gscdb137,false,true,false,false,,2
PA26_15,PA26,gscdb137,false,true,false,false,,2
PA26_16,PA26,gscdb137,false,true,false,false,,2
PA26_17,PA26,gscdb137,false,true,false,false,,2
PA26_18,PA26,gscdb137,false,true,false,false,,2
PA26_19,PA26,gscdb137,false,true,false,false,,2
PA26_20,PA26,gscdb137,false,true,false,false,,2
PA26_21,PA26,gscdb137,false,true,false,false,,2
PA26_22,PA26,gscdb137,false,true,false,false,,2
PA26_23,PA26,gscdb137,false,true,false,false,,2
PA26_24,PA26,gscdb137,false,true,false,false,,2
PA26_25,PA26,gscdb137,false,true,false,false,,2
PA26_26,PA26,gscdb137,false,true,false,false,,2
PArel_1,PArel,gscdb137,false,true,false,false,,2
PArel_2,PArel,gscdb137,false,true,false,false,,2
PArel_3,PArel,gscdb137,false,true,false,false,,2
PArel_4,PArel,gscdb137,false,true,false,false,,2
PArel_5,PArel,gscdb137,false,true,false,false,,2
PArel_6,PArel,gscdb137,false,true,false,false,,2
PArel_7,PArel,gscdb137,false,true,false,false,,2
PArel_8,PArel,gscdb137,false,true,false,false,,2
PArel_9,PArel,gscdb137,false,true,false,false,,2
PArel_10,PArel,gscdb137,false,true,false,false,,2
PArel_11,PArel,gscdb137,false,true,false,false,,2
PArel_12,PArel,gscdb137,false,true,false,false,,2
PArel_13,PArel,gscdb137,false,true,false,false,,2
PArel_14,PArel,gscdb137,false,true,false,false,,2
PArel_15,PArel,gscdb137,false,true,false,false,,2
PArel_16,PArel,gscdb137,false,true,false,false,,2
PArel_17,PArel,gscdb137,false,true,false,false,,2
PArel_18,PArel,gscdb137,false,true,false,false,,2
PArel_19,PArel,gscdb137,false,true,false,false,,2
PArel_20,PArel,gscdb137,false,true,false,false,,2
PCONF21_1,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_2,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_3,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_4,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_5,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_6,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_7,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_8,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_9,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_10,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_11,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_12,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_13,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_14,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_15,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_16,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_17,PCONF21,gscdb137,true,true,false,false,50,2
PCONF21_18,PCONF21,gscdb137,true,true,false,false,50,2
PNICO23_1,PNICO23,gscdb137,false,true,false,false,,3
PNICO23_2,PNICO23,gscdb137,false,true,false,false,,3
PNICO23_3,PNICO23,gscdb137,false,true,false,false,,3
