species,scope,snapshot_input,input_sha256,molecule_block_sha256,geometry_payload_sha256,charge,multiplicity,atom_count,real_atom_count,ghost_atom_count,elements,manifest_orbital_basis,qchem_rem_basis,basis_block_sha256,basis_block_bytes,manifest_auxiliary_basis,qchem_rem_auxiliary_basis,auxiliary_basis_block_sha256,auxiliary_basis_block_bytes,qchem_rem_ecp,ecp_block_sha256,ecp_block_bytes,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_unrestricted,orbital_files_used
P34_P15_HI,gscdb137,species/P34_P15_HI/input0,2c44192817b3b276de776a846cfb6010b645474f4f8eef5565e518a70c886b34,f35cbc3cd48f358df70d88202edfa8639f039bfb47430b59fa4f84319f105819,ddc37b2b660df285eb05949be32c30e1bce803fe3bc43570c89dac7f0c7186cc,0,1,2,2,0,H;I,GEN,GENERAL,1fc66aa0a335822b7d8647a081184e0bc641c80e23572b87e972111f0f28dc82,22262,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P16_IO,gscdb137,species/P34_P16_IO/input0,2f0177b7b174fcd3c2ab4af03be161614af636e07804d66d18a25c4ad0daacf5,4232a92c23c023baa2e4ef7fb9db3f54b221e56f4f2f0a7cc81f9cdc063c08e3,8cc26a5b6361a465988eae90a5e10077d443a5f3b1f54cb06364d9a1d3804c89,0,2,2,2,0,I;O,GEN,GENERAL,f52e70aaad22677ee3592225c97be46d5b0fb19ff9a1c3d372cf8fdfdacbced3,22262,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P17_ICl,gscdb137,species/P34_P17_ICl/input0,5a943705e11409031b49a6b03c618930a7cb2adf993e38a85a1dc238c8c6e75f,6dd04b158571d40a20d3d336e0169e0d6d9b5454315e3f6f60b930350015b89c,64d9af2280684110d1c849ef6a8e4fe277280c3b0e93624dc76d3e15702c6920,0,1,2,2,0,Cl;I,GEN,GENERAL,44a36e7e611c340789044e9200fce17dc398d0e72fe1c5afed4d55f68c7d5dac,22263,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P18_IBr,gscdb137,species/P34_P18_IBr/input0,b2ad83d057a58cff945d76a8ec698b36227e01baca99d22e2d5214a241c31b9c,1c721b9f69cb9bfeb32ed87a13267412b6b9138c5708a6a08c2a9af8d368f6ec,87f21706cc128f0a01e2595840f9752b63706f810d4701024963e73173276ed6,0,1,2,2,0,Br;I,GEN,GENERAL,471c4133d19736270494efbfa95b77224ffbc61a2e3bcddda316af03b1768ab0,22263,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P19_IOH,gscdb137,species/P34_P19_IOH/input0,be2a6cda166781381bfd8d73e72082aae9b3638eec39ef7f948a0db003fb47dc,b706abdb53046b79f1eadb034156619d8a867190935a2cdcc97dd7be9e1fda57,088eecf2d7b6a73f47c6a38157895d37a9a2e9a00df46193f8b7a6afe268d37e,0,1,3,3,0,H;I;O,GEN,GENERAL,fb8af9f3c36e4b1af50a4daa548187e490201de9ee53372d5d05b01ac14863f6,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P20_ICN,gscdb137,species/P34_P20_ICN/input0,3e18596e655e685eb59a89ae1bc6dfce8aa296089bec4be5ccedd0cbaee2e8b6,0d9b7f1928064571f95ae57253b8053a1fa6032dcd68c33951870de1faac3db8,2c446d1b9984ab1657428dfb08eea9a254237c248705fa995a0e97ccfb9ede77,0,1,3,3,0,C;I;N,GEN,GENERAL,41dbc89d3ccb4ae373ed734994d6d776cabaa9e66d24bb8e8d67acae8e5985f1,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P21_MeI,gscdb137,species/P34_P21_MeI/input0,da04ce3fd84375b64cfb8d2d519c429e45b62306906cf8b9a6d6f240bf24ae28,d5b6c4f5d235ef1ede204776faf768693392c5a84a5234c0a9f3d4ca5d6c9be5,afad5eeb623b25b30b9a6a48343eb291b4dd13c358227f67ccadd618b4c5c6af,0,1,5,5,0,C;H;I,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P22_EtI,gscdb137,species/P34_P22_EtI/input0,fb3484bb88007bf3259ea1271fffc5758f4a9490307b3f3a18408ef9105aa232,164a9a7864eec0cb8f2d73d85fe60e18f4ed1f44a0759cfa18c707c7ef5e6d32,588c517f87da55ab4a0499cabadca50ab50d3dafc321f0adb5a34efe86b7e15d,0,1,8,8,0,C;H;I,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P23_CH2CHI,gscdb137,species/P34_P23_CH2CHI/input0,300542f781697cee4fcf78ee4f4bb27bd1c8c086be3ea3cf9312bd64b92ecfbd,d85f6d931e1be5cd42b85301513f375decee8a982357f07dee8b9f37bea28881,94ef8be5d729dc09ddac694411485cfba285d2c10bee94c7795e978522dfddd8,0,1,6,6,0,C;H;I,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P24_CF3I,gscdb137,species/P34_P24_CF3I/input0,c32e85a23f3a2ad1e2f9085df671904d8b3a8921be1bae55fa6996216d48afce,9cdf2f8f25a76968a8f462ca3f3bc3224e213b46c6485a3fde0db919b5b5386c,4a6b0db775cd341f97a6e20ea3a86f18f5390527992bbbe554704b763ee7ffc7,0,1,5,5,0,C;F;I,GEN,GENERAL,ec43626b74487b67df640a76cb4b31542a4887572e9d2f5769b517563a335f54,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P25_IC2H4OH,gscdb137,species/P34_P25_IC2H4OH/input0,193e549e607c5e23d3143b1fe0a1e554a1885a3bd341b7163e9e0af7cb5c2546,f58611bc809dd7c63f69357efb6abd6ea6f6e95dfe1cecf627470264fafae50d,eb9b720360d49111d6907de72cafbb2b572de13f271b61e298546e5f92b368e1,0,1,9,9,0,C;H;I;O,GEN,GENERAL,aa20ceb5054607e50d7b3c99bc44996d84c05053f0a6c1554e046fa5b93eae68,22304,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P26_PhI,gscdb137,species/P34_P26_PhI/input0,0943b4eb8c836e52b144af1fefbd489bde6d1b57d385fb05e336ad3fd767d202,7645c91d7bae937e93803c4df30685a754b9cc677840702fc4152b408c810b87,1227dab84f9455b3e0b8c89fd80dedb5b4e1408448f7153aeebfe7459c34c426,0,1,12,12,0,C;H;I,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P27_SnH4,gscdb137,species/P34_P27_SnH4/input0,6cb504dec5b9db27dfe371a6be76b12de19b3ccf779a4ba212c88b3db482dc31,c6ae2c98b66cc8c35586079978abe851c7c907c2dad1baf39c45434d7031da31,1784e4aebae86907b59f69b2dd3ff6feb1a3e05f07f8cd388233320a3a0179f1,0,1,5,5,0,H;Sn,GEN,GENERAL,1fc66aa0a335822b7d8647a081184e0bc641c80e23572b87e972111f0f28dc82,22262,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P28_SnF4,gscdb137,species/P34_P28_SnF4/input0,6a0761aa6abf66f630718c9a76d98e43102b0f380b911e22e776482a2511e6b5,2b7e0e3e184abb3b65e3fece594718b243919f50c654e1c7c3d92c524c34bfd0,d470dfb5d9e9aafb6d9b714da99941f3e5f031a7d29ccff2488bb17e2f5c9647,0,1,5,5,0,F;Sn,GEN,GENERAL,65c094ebc74f2e4843de1c89ab03382899d9b7eb318b8b8cdd5ed3415c74d1f4,22262,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P29_SnCl4,gscdb137,species/P34_P29_SnCl4/input0,8855e11d97683b9fe5ed49e35471ac426afe133b0a82bfad7745046401210424,7df2de349fe61301fd0826237175603603e7336d524bc9c99471e483818669e0,cb1746dfece05543169ae67d3c048dbf44dd2a5fff5a9fcf196cb706bc07a995,0,1,5,5,0,Cl;Sn,GEN,GENERAL,44a36e7e611c340789044e9200fce17dc398d0e72fe1c5afed4d55f68c7d5dac,22263,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P30_SnBr4,gscdb137,species/P34_P30_SnBr4/input0,ed7cbc1bafb88a349a0313c60b3530564e2d8e07de638dcbb4d08d01a0308279,eec392f8aede4a6891a4a4fe55530a76d12e6b5e6baa5e81a006e88f1ec627bd,57a8adffe0ecca2231ac2abe348c7aa9922a5b59027a0a61c3c78fb2dc46fa54,0,1,5,5,0,Br;Sn,GEN,GENERAL,471c4133d19736270494efbfa95b77224ffbc61a2e3bcddda316af03b1768ab0,22263,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P31_SnI4,gscdb137,species/P34_P31_SnI4/input0,7da36959c7475de2b439d46412c7cad36c9a17f33ec4ba1978dab7c541da7606,689bc9e67a2eb161c5f74cdffebc9acaac0dc7fb4ac9c9b227191c7f3c82a404,b91d8f5e298b57eec799f6b473f9baeff239609be8539591f59d1efd1f58de97,0,1,5,5,0,I;Sn,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P32_SnMe4,gscdb137,species/P34_P32_SnMe4/input0,3e86795e4dd2ec03afab6644a0ebe0e1440eb13834252ea40b306ba17e7b522b,75525508af634aab1664571d7da7d3adae05a12a54465ffe68af2744cec3b2b3,85aaa571b4d3bfd2e1fdcddbd2842e785ff227cbd7816edd4eaa7883c9aa3da9,0,1,17,17,0,C;H;Sn,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P33_SnMe3H,gscdb137,species/P34_P33_SnMe3H/input0,c773f7123a75dd074a57dc6ae3d5575138f22b4b6d0ae08359a6a58f64f95482,173e52eb9322ed8275fa91ef4eddc47428ae936732a283cce1aa8f472c614d8f,08ca825cf8b2e897472a933bc8ac1ce6659d4b8630c740998827c8fe4360a2e4,0,1,14,14,0,C;H;Sn,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P34_SnMe3F,gscdb137,species/P34_P34_SnMe3F/input0,d1ed549c53b6ed7b771eb5ed01bb3204db5698d880c9acd992ae02f0b8bacd6d,7e797b7d831a38435009f1f489fa558c62ef78bbc31d8aec0152a94805a68c9a,cdddddf3a5eeae23a9fe10aa9ed00c2ff54b5c00836e6f2c8172ced3fc022d6b,0,1,14,14,0,C;F;H;Sn,GEN,GENERAL,91f222cc294116eb2cc0588485c3e4edc88c1fb1627ac5430cfa2679236a941a,22304,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P35_SnMe3Cl,gscdb137,species/P34_P35_SnMe3Cl/input0,c4d93527415b264940e4d3d9796c22a9eeee0ca0f5db08cd3cefd550c799932b,c7a71c87f8e2a38d98ec6cf3fbc3f7116e84b42bcf987fe3eb14579a73308421,5e7f18c85f480154d3ff472a019b85801bdac856bab3b98c7a5ce069e42b9347,0,1,14,14,0,C;Cl;H;Sn,GEN,GENERAL,18f608c390d95a80d1c11ab817481c3606b45a875b9c38da791816fe808fb4e2,22305,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P36_SnMe3Br,gscdb137,species/P34_P36_SnMe3Br/input0,3464080173a293ca24fac6e5415a5865bf4797c0d20f9621eb50fb56ee1d86ba,80868403e52125cc9efe64f933471904e4dc721c29b4f06ed020c9110ac9cca9,bebaf1823233e00300597c1465cf4bc34101aac00580c9d490868de2e49f93e0,0,1,14,14,0,Br;C;H;Sn,GEN,GENERAL,4c434d7532e3e2ee9bc83d5abe46baa4a08e2a0d3b9192fe9d2c5e3cfc339315,22305,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P37_SnMe3I,gscdb137,species/P34_P37_SnMe3I/input0,d67de8ba86c7ed760599b11f2f585a8cd56bb5d8479b922f2709bb861adad0c6,b47361bbae333fe9526d4efc20ef7269b817cea0e630b3808d5d68e2702a42b3,879a54be94044ba5e264dcfde75e6043d06d46a09890fc37d900869620f764b0,0,1,14,14,0,C;H;I;Sn,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P38_SnF3H,gscdb137,species/P34_P38_SnF3H/input0,d4c0dffbf629117d6a8fff6ea76c5c9f2c795259646fcaecc265973bfeb89c72,4ed0f5fcc9ee6d9be51a62d3a805c60c9228e696c08dbec9aeb9fa2571aa5fdb,d7a6dc0ad4114a84070882f4f47bacccbc765b609f39e7c59e5a094d04e53ed2,0,1,5,5,0,F;H;Sn,GEN,GENERAL,1a10bea8a1f7c1007b6e0de7263df2de85ee082b6a43c2dbcfb66aa168590d14,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P39_SnCl3H,gscdb137,species/P34_P39_SnCl3H/input0,bde78c550d9c6440a874fe0124d50cd373ea94e0097b1902998558e3b6e7fdd0,5e62b99118aaf0878fab7489842b7f7a9f0edf5889e82d6b40cb84735b7bdeb3,5430c8421bff4672294ccb4dac15bd336f8d155aec1f5bfa0e776de957dbce0a,0,1,5,5,0,Cl;H;Sn,GEN,GENERAL,27e4c339d84371d99b46af17171431062c321dd30ce16e6f090cf82d3c05a55e,22284,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P40_SnBr3H,gscdb137,species/P34_P40_SnBr3H/input0,796683d4fae73945e5a40d66f315c6201ac95fd7240ff66f952c8084fff36f9b,14ab881f47cc4dd41e7aa826382802f0bf8db4f389d1b407018413e9f5bfdd33,819ca0efb5aed5433d0b038823be57cc3ad0675d3003129756499aba295e82f2,0,1,5,5,0,Br;H;Sn,GEN,GENERAL,f506deb06f9cdebdbd6ec85e77d099f84ab7a25147e770afb4ef672ede948578,22284,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P41_SnMe2H2,gscdb137,species/P34_P41_SnMe2H2/input0,14c7b382350d92eb597c1fede89779cb41bd04ebcadb1ea29526c63a26f24c13,78994829a2f98d6ffa6c70136b176615fd27edbe83748fa07288d5eaebc2f1bb,b3c8bba65b46274a1553324f6900a7fab1f64eb92f7126371c8937b5a0fd0e95,0,1,11,11,0,C;H;Sn,GEN,GENERAL,2d17322236d7be8bcf5a14e8707ecc1c2ad21c7c444968c275d64b455ca05f64,22283,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P42_SnMe2F2,gscdb137,species/P34_P42_SnMe2F2/input0,c238114bee78db9eb378176237bb0599dbfe8c32ff9a168aa0fb2f843d6f0004,853e22a66c38d16edab51ab7c6971eb42cb47d345ba6b4b97906c8115475c404,9d9b470bc32701325e95162a7c3b4475c5165f0ba0c334cde9edfba19384af3a,0,1,11,11,0,C;F;H;Sn,GEN,GENERAL,91f222cc294116eb2cc0588485c3e4edc88c1fb1627ac5430cfa2679236a941a,22304,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P43_SnMe2Cl2,gscdb137,species/P34_P43_SnMe2Cl2/input0,c7ada1ca3a57fffc1349122f9e310a496aaebcd22dbf35e18dd7459403bd6745,4c766a7a220717a5e3f8a1191c14d2bc6fbb395d1638615113930cbefcd29c33,47c63b375baea55635e84cbeb32e51a015a074d8d07983a114d336b801aca97d,0,1,11,11,0,C;Cl;H;Sn,GEN,GENERAL,18f608c390d95a80d1c11ab817481c3606b45a875b9c38da791816fe808fb4e2,22305,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P44_SnMe2Br2,gscdb137,species/P34_P44_SnMe2Br2/input0,4d4d077a6ce4a99a5a38c55542b8618fb2d8c16a71687fec788c276754a74385,17da97ee0468aaaaff8444ec82eff80104d2e6c6f7ccb96a900f73ab74fbf24b,1bc13bc50386d7b6fa4b18275896ec52d156207a49d305b5d725427df2aa2207,0,1,11,11,0,Br;C;H;Sn,GEN,GENERAL,4c434d7532e3e2ee9bc83d5abe46baa4a08e2a0d3b9192fe9d2c5e3cfc339315,22305,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P45C_Ga,gscdb137,species/P34_P45C_Ga/input0,7b96e8abc2e941b3e0711eab56c488fa2d03e62171d9f57f5928c2430bf26470,aeb9de83974a8477dd390a16bf4b27d90fba2a69c347f0f1789388b2f8b2da85,de54fadefd770d1cda3222f4b19079724d819d74f1276d569889a65946f6a8df,1,1,1,1,0,Ga,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
P34_P46C_Ge,gscdb137,species/P34_P46C_Ge/input0,3bee59a4fc16e4ebd89921c542fc4c911ace84e19f3236f3a57c31eef01c1636,75f1d5d701d1abc37b79fc5f6af8dd3cbc974b124eb24e176ac8af7503eef03e,68a82a01a646a576a2d249ad2ed50c495f235fa6ba968e3b30717c50d30572ec,1,2,1,1,0,Ge,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
P34_P47C_As,gscdb137,species/P34_P47C_As/input0,367209f91a29b51a9c97fb93a2bd7a3d4af28dd4cc7e94e8afdffc732cff63da,a9dc5bc6bdaa158dd12d67b0942080d760278b4e9c99287b94fb3798c7df371f,d79079f43b190660dfef87671ca9d1bdaf9fdf848d3dac7ea3583a8fe3e0c0a1,1,3,1,1,0,As,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
P34_P48C_Se,gscdb137,species/P34_P48C_Se/input0,d4c5d96e754266ba02789c2098ff6e5af24280393c7e04e2a464eae67ed7292a,ab90c95a3fb8d0e27c64e2f2d9a42e9b264c767d9b03aaf7b47f1f0cbb5912d3,040a4a47738a4bea2fe710cc13db3b649189deab83a27ec42bd0d2fe5dbfef3b,1,4,1,1,0,Se,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
P34_P49C_Br,gscdb137,species/P34_P49C_Br/input0,fd89f960e50524b755bb01cd1fa1c8b4b95f7ae8153f458d97f2da90680bb22a,f671d4fce1f212acde5acafc2f3a6a6876a61280fb3930db5e7a907209db62d7,d8ee80914cb419922dcdc06b59c284981df2dd9e946d3508bad426efc6c98a5e,1,3,1,1,0,Br,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
P34_P50C_Kr,gscdb137,species/P34_P50C_Kr/input0,3e31dedcac38fc92b488e7284b53ca25d54ae91dc65d9811859535bb1a44480b,c1ff440ff3481a918252cb879667c651a83cb41871af77afc134f074fd5ce10c,1cc794e2e9458e35207f989ba9aff94a23d08a758a768eedfb01c96bfbeaa577,1,2,1,1,0,Kr,def2-QZVPPD,DEF2-QZVPPD,,0,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,,,0,false,true,false,false,True,false
P34_P51C_In,gscdb137,species/P34_P51C_In/input0,1299760717b389c986e843ce479fd974caef30a953c9c110af08e4236d8498bb,1676e6076980f0852b9e400f8f62950b56ea02c3d9ea41c98c67c6fc39641a95,72f551afee2e9477a460d3ea781f6fdb711a4f54e2f8a9e2ec43a487d2bc9179,1,1,1,1,0,In,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P52C_Sn,gscdb137,species/P34_P52C_Sn/input0,19c234cc2f4f90983fc248746dd7089d3bd7f7ca972ec9caa1b97a15f7531a4c,e1af02ac52e3703dfc91b5df0d771de2d59e248da456a87085395b1f231a36a2,4b8e4593bac0112ca322b58184fe5fa7465a61376bf82c1718356bea038c126a,1,2,1,1,0,Sn,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P53C_Sb,gscdb137,species/P34_P53C_Sb/input0,3e6f56bf41873f80a9d2009a9261704fcfd84b88151c6343947a57245b25c52a,4ebf78693a3d008e0e86f9c57ae8dea3a196d388741ee52209ddfc44f346bc07,085c43d5a07c1c91000256a9397aa09b94a4f726bfeca54d6de4f365c8feb1e9,1,3,1,1,0,Sb,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P54C_Te,gscdb137,species/P34_P54C_Te/input0,cb5511857a7a8170f35806d0587cadac9bf0ce5605743461bcfe9e9c525868b3,ef0c15346e7e661a6d51c403e62583e97ac50199f2ae900c3916994b674cc113,536ea60b25f4eebd4548eafc08962888ac199b66fa5d8d22f8d4fe664ed6afa3,1,4,1,1,0,Te,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P55C_I,gscdb137,species/P34_P55C_I/input0,30aed784ef9b2fe8eb7d630246e67c31a09336d87af9b45c67b686b2d37cbdea,134aefc3d9166799afc4092f2bc2a7a0a4d226ca8db76b8533f4f3060af9b431,3b135d651ed1951ad23c2b1edb29d9286c331681c3bc29d768a3de13b642a6a7,1,3,1,1,0,I,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
P34_P56C_Xe,gscdb137,species/P34_P56C_Xe/input0,a8fa103544213bcbdeb4aedd54ed3e9f930f93be2e29f83c413ba3ec36cc5f86,14faa9b97004d7903d4ab90b6cd87ebe208e690ab85862394af7779a8104dc80,670905f0747c4b7a05eb03e51eb0143eb23ee417816d1db0428b16d5d3809e01,1,2,1,1,0,Xe,GEN,GENERAL,d6427e13375503f0b80ca0aeaafa318318085708f11cf36d1135291cffa21291,22241,rimp2-def2-QZVPPD,rimp2-def2-QZVPPD,,0,GEN,76e2d3b4b34ee6f48b7fb59cc24d8ac4deceaf943a29dab58939980e18e18f4f,4186,false,true,false,false,True,false
