species,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_input_metadata_available,geometry_status
FH51_C2H5CONH2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C2H5O_2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7CHCO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7CN,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7CO2C2H3,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7CO2H,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7CONH2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7NCO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7NH2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7SH,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C3H7S_2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9CHO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9CO2H,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9NCO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9NH2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9NHCONH2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9NO2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9ONO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9SO2H,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C4H9SO3H,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_C6H12O,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_CO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_CO2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_COCl2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_CO_2NHC3H7_2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_Cl2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_H2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_H2C-C5-CH2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_H2CO,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_H2O,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_H2O2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_H2S,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_HCN,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_HCO2C5H11,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_HCON_C2H5_2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_HCl,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_Heptene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_NH3,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_OS_C2H5_2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_S_C2H5_2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_ax-methylcyclohexene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_butanediol,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_cis-2-pentene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_diethylamine,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_diethyloxirane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_dimethylbutane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_dimethyloxirane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_dimethylpyrrole,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_eq-methylcyclohexene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_ethene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_ethyl-g-butyrolactone,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_heptatriyne,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_hexandione,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_hexyne,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methanol,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methyl-d-valerolactone,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylcyclohexa-1-3-diene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylcyclohexa-1-4-diene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylcyclohexane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylfuran,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylimidazole,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylpyrazole,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylpyridine,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_methylpyrrole,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_n-hexane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_n-nonane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_neo-hexane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_pentadiene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_pentanediol,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_pentanol,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_propylfuran,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_propyloxirane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_propylthiophene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_tetramethylpentane,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_toluene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
FH51_trans-2-pentene,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_10,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_10n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_11,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_11n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_12,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_12n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_13n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_14n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_15,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_15n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_16,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_16n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_17,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_17n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_18n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_19,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_19n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_20n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_21,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_21n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_22n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_23,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_23n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_24,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_24n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_25,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_25n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_8,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_8n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_9,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_9n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_c,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_c-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_cl,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_cl-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_f,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_f-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_o,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_o-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_p,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_p-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_s,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_s-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_si,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21EA_EA_si-,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_11,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_12,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_13,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_137,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_14,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_18,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_19,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_20,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_22,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_25,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_26,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_30,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_34,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_37,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_43,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_44,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_45,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_48,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_51,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_8,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_59,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_60,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_61,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_62,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_63,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_64,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_65,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_66,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_67,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_68,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_70,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_71,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_72,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_73,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_74,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_75,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_76,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_77,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_78,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_79,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_80,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_IP_n65,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_al,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_al+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_b,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_b+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_be,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_be+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_c,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_c+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_cl,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_cl+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_f,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_f+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_h,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_li,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_li+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_mg,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_mg+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_n,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_n+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_na,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_na+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_o,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_o+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_p,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_p+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_s,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_s+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_si,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G21IP_si+,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
G2RC_1,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_104,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_106,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_11,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_113,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_117,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_118,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_121,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_126,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_128,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_13,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_14,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_18,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_21,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_22,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_23,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_24,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_25,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_26,gscdb137,false,true,false,true,true,verified_qchem_input_snapshot
G2RC_30,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_32,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_33,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_34,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_39,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_40,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_45,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_47,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_51,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_52,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_56,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_57,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_58,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_59,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_6,auxiliary_only,false,false,false,true,true,verified_qchem_input_snapshot
G2RC_60,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_61,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_62,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_66,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_67,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_68,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_73,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_8,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_82,auxiliary_only,false,false,false,true,true,verified_qchem_input_snapshot
G2RC_88,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_94,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
G2RC_97,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.001_OH-O__aceticacid--acetaldehyde_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.001_OH-O__aceticacid--acetaldehyde_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.001_OH-O__aceticacid--acetaldehyde_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.002_OH-O__aceticacid--acetamide_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.002_OH-O__aceticacid--acetamide_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.002_OH-O__aceticacid--acetamide_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.003_OH-O__aceticacid--acetone_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.003_OH-O__aceticacid--acetone_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.003_OH-O__aceticacid--acetone_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.004_OH-O__aceticacid--dimethylcarbonate_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.004_OH-O__aceticacid--dimethylcarbonate_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.004_OH-O__aceticacid--dimethylcarbonate_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.005_OH-O__aceticacid--dimethylether_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.005_OH-O__aceticacid--dimethylether_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.005_OH-O__aceticacid--dimethylether_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.006_OH-O__aceticacid--dimethylperoxide_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.006_OH-O__aceticacid--dimethylperoxide_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.006_OH-O__aceticacid--dimethylperoxide_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.007_OH-O__aceticacid--furan_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.007_OH-O__aceticacid--furan_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.007_OH-O__aceticacid--furan_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.008_OH-O__aceticacid--methanol_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.008_OH-O__aceticacid--methanol_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.008_OH-O__aceticacid--methanol_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.009_OH-O__aceticacid--methylacetate_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.009_OH-O__aceticacid--methylacetate_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.009_OH-O__aceticacid--methylacetate_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.010_OH-O__aceticacid--methylcyanate_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.010_OH-O__aceticacid--methylcyanate_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.010_OH-O__aceticacid--methylcyanate_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.011_OH-O__aceticacid--nitromethane_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.011_OH-O__aceticacid--nitromethane_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.011_OH-O__aceticacid--nitromethane_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.014_OH-O__aceticacid--water_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.014_OH-O__aceticacid--water_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.014_OH-O__aceticacid--water_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.015_OH-O__methanol--acetaldehyde_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.015_OH-O__methanol--acetaldehyde_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.015_OH-O__methanol--acetaldehyde_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.016_OH-O__methanol--acetamide_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.016_OH-O__methanol--acetamide_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.016_OH-O__methanol--acetamide_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.017_OH-O__methanol--aceticacid_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.017_OH-O__methanol--aceticacid_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.017_OH-O__methanol--aceticacid_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.018_OH-O__methanol--acetone_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.018_OH-O__methanol--acetone_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.018_OH-O__methanol--acetone_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.020_OH-O__methanol--dimethylether_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.020_OH-O__methanol--dimethylether_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.020_OH-O__methanol--dimethylether_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.021_OH-O__methanol--dimethylperoxide_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.021_OH-O__methanol--dimethylperoxide_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.021_OH-O__methanol--dimethylperoxide_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.022_OH-O__methanol--furan_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.022_OH-O__methanol--furan_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.022_OH-O__methanol--furan_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.023_OH-O__methanol--methanol_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.023_OH-O__methanol--methanol_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.023_OH-O__methanol--methanol_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.024_OH-O__methanol--methylacetate_100,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.024_OH-O__methanol--methylacetate_monA,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
HB375x10_1.024_OH-O__methanol--methylacetate_monB,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
