species,receipt_sha256,files,bytes
HEAVY28_sbh3_hbr,7ebc79dbb19ba7e04034bdde8c940d22445fe3f5ed003b51a3d04d1abcdd943b,9,4861461
HEAVY28_sbh3_hcl,cc6360b70dc7864830130594a4b7b2f66eebf779c150b207701a28ed489c7ca2,9,4298453
HEAVY28_sbh3_hi,588671b5973af44dc3c4d8b483247f18d17d1005d2070eb5f893786e19b5e4a9,9,4650005
HEAVY28_sbh3_nh3,8206c00506be03e1bd63046b49202b10deb902213d5eb754fb25818df44ec1e5,9,5854587
HEAVY28_teh2,c290630e0b4aa8c50a8042a554c5c8e9bdc60ada99f76a4363f1e964571e4804,9,1187884
HEAVY28_teh2_2,ba4860c0949c1333450af612465be84485567bed671ae0e50d1892bd92c11ad2,9,4740053
HEAVY28_teh2_h2o,bf71055ae6c875cbecccb4bc184a4280741ea6c777c1d9c811def5c66cc226ae,9,4016053
HEAVY28_teh2_h2s,a9a0325987f45fd252ff5d0bd87dcbb87f5b3645f2275fc594a29a059638ccb1,9,4385045
HEAVY28_teh2_hbr,4519256bb8bfd660dc38d7f34983b46d72fbfca0ca147b55e80dd864a3a0f2ce,9,3988274
HEAVY28_teh2_hcl,606dcc78b19db6765f6413b7b6432a3d9e8a61ab0fdd53d3932827d52a029660,9,3479986
HEAVY28_teh2_hi,9d1993615fc9ca9ea017cde195dbbfdf97b30463010874a5a8e183ebc3f4762f,9,3796978
HEAVY28_teh2_nh3,533c04b07c3bcfcbc7dd167d2c39a955c27b5d86675a17a260f1166002ba6ec1,9,4892120
HEAVYSB11_as2me4,886702707060522f3e5f28e06efeaf0999dfcd15dcc344e5f8ebaf1404bf72da,9,33630377
HEAVYSB11_asme2,44c6dedd70fb8ff39b55dc984e0f0092a1549b19029c0b1d50843e3006cd63f7,9,8429534
HEAVYSB11_br,b2fdfdea83080c417f123e469c7c8ea03b1c506fc86d3b564af39e767d955df8,9,464646
HEAVYSB11_br2,22c472cfdbc77a2b99699d25dd4ccb39c50b53e87d10d074c8e24466a94e5a56,9,1849257
HEAVYSB11_cl,fc294530ce3983607722a8d3b7e638147d880fd039598d0e6fcd17e65aff1940,9,302918
HEAVYSB11_cl2,c4e4fad7454e6c175c19076ff2c0e7feb212fed9ff5591e84e5fb71afda4ed29,9,1202953
HEAVYSB11_ge2h6,72d461f8dd7801b342938746313080d323f632d4f119564fa20bd0a9f54c97a0,9,7234875
HEAVYSB11_geh3,7af9721bad5f180a543b0187b3545d8bd1e04cef42f4be3f456d23f144a53ffd,9,1811919
HEAVYSB11_h2s2,6f5c0a7b0f08d2f7d4a125ade105d5dc07aa2734d58bddbdb5267e9f8f3deb56,9,2414319
HEAVYSB11_h2se2,fd8ddc57f8e0d118da07d25ecb747ef52540e6d6c6071262958d3c3c13f9e082,9,3301391
HEAVYSB11_p2me4,fb87d9f189e66416d251fccd56adba353fdfdc28ef6a919a22cf2fe63ae83233,9,30633497
HEAVYSB11_pb2me6,dccf9efbb328c5ab241886835c78beaca4bbc284a03a0bd4f537433a07c12b8a,9,63060913
HEAVYSB11_pbme3,93bbfba73788d00fffcf7bdaa87315f8ba2e8c3c1e2c344685e41c4fb0df92f4,9,15780922
HEAVYSB11_pme2,f11ff794fab5799339cac7534a6c65eeec42244ca0d6500ab358f9abe735b2a4,9,7682606
HEAVYSB11_sb2me4,ba286f3b870ddb86ce79f8920b3d55462019ab52edce40b5aa8604d02bf5dfc5,9,32501657
HEAVYSB11_sbme2,1e21c6137c35a44ce2cd5c50f2b87747e29b1b19d357a66596f7fbf72b6b6d73,9,8150318
HEAVYSB11_seh,0268e9bc663759fee2b544bd0461c0833ff926a358c0e2fff62e07a4bb5de4a1,9,827977
HEAVYSB11_sh,7fea9ce0fb64239cd2de0e66985a576a8c510acad614c8694c9b4ab71981b29b,9,606057
HEAVYSB11_sn2me6,4d9555478da34c455ac1f3bfa9c67fbc930dbd8c3c9c2eb5870c02f440f5e0d9,9,63060913
HEAVYSB11_snme3,f20b2a38c47f0ada68c93e1390cf649487a9aceb71f747553e99b85a4fdde449,9,15771722
HEAVYSB11_te2me2,8406307798095707cc11ab9c6dfc7b23dfb983560a67cbc82f98c16ba4888c2e,9,12292401
HEAVYSB11_teme,63e37a2142c00ea8bf97c2a2752cc218066264ae884e6373994b6f4373928584,9,3078834
HR46_1-3-butadiene,09264f76c8f9fe8f68e50f881c23baaf4d08fd5e7646f952d882d466ab58c51c,8,20553393
HR46_1-3-butadiene0+,0b0dd8f352f2a9d9b8a75c68d07733fff3b5238abd515786a2b81b3bb5666f6d,8,20553393
HR46_1-3-butadiene0-,594ea0830e004e8e90013737736bd83a8017ac4195a30d58308163a7fc3b4734,8,20553393
HR46_1-3-butadiene1+,8b04ee768daea3159d2493d48f9b0a2b9faa7c484fb7f0ba9d076dd42b64f54e,8,20553393
HR46_1-3-butadiene1-,c6a8d455b7da07687f5d89979a470f33b2b21ce8606cdefe54e7f5d3b9db880d,8,20553393
HR46_1-3-butadiene2+,1365cb4d2d9e561ad26ba1e66d8c52dd8beca6092624c67baa73dd711d21ef08,8,20553393
HR46_1-3-butadiene2-,21950db328b8bab30bda2bab0a43dcb8c43917ff3cec8bddc9cc72873c51ad99,8,20553393
HR46_1-pentene,8e0fa498bfd56c9aef8e149c815dca0159989cd5df5241f08a86b862385d2977,8,42474384
HR46_1-pentene0+,02822439d4a50bbfdeff345df8d79371aeced34b1b95ec30ece453b2d586407e,8,42474384
HR46_1-pentene0-,954535cabc93f9365189eda887f9f2d6101f24833f2dcecfe4f8b3259743568d,8,42474384
HR46_1-pentene1+,1e2592db48e3e28436ba002f7fa2870ebe6d7407929e1679b3723e1296334103,8,42474384
HR46_1-pentene1-,ba0f81c06ca4fe5c04966a711be6a4828ee254da5c5007e9efdc91de9e52c8f3,8,42474384
HR46_1-pentene2+,e3c419db7a473767c7fd12d8486f16063247465d786bf3b9c7bdad28e0b19b75,8,42474384
HR46_1-pentene2-,69303c36a8b46b6c7af5ec2432af99a5a567ed8f14076f7e8c537ac26689bb1c,8,42474384
HR46_N-methylacetamide,5b3481103d2e89fe527ed252cac4abdbc94c4222ed693c71728712283ddeb417,8,30161415
HR46_N-methylacetamide0+,b59962722f4a5950046d12115aeacd34b6b89ab61bde7aa1e04bd820c0499c67,8,30161415
HR46_N-methylacetamide0-,45dfaa50968fb35cfc9469e5e2cca5b4c1bb344db81b499bbf628fab396a76d7,8,30161415
HR46_N-methylacetamide1+,e90cfbc5eb7fb6e4464cd2c5564f576193ef6b291b7cc60deca5ea4c80681b19,8,30161415
HR46_N-methylacetamide1-,d216099359d0fdc89bfad03a65eec2984520ca477301e143491da09865dbec6b,8,30161415
HR46_N-methylacetamide2+,3f7ab077bc7df19e4bbba2c90a9e1808fb6d62cbe0e1ad42c9a48e214665d52f,8,30161415
HR46_N-methylacetamide2-,260d7477a1b15478c78e71e9505ffe50b7f00758cc96939b5fcdc67d43db14e8,8,30161415
HR46_acetaldehyde,4fcc93e40285093001761a15cc4a8a80573d7a7892fa4966aed6ad8aa9705c8b,8,10447992
HR46_acetaldehyde0+,654e6b9865da2ee6f9c2c321e77b876e27b1e48dad06bc9581d96c7ba9c24c47,8,10447992
HR46_acetaldehyde0-,efcd2cb21f1e4f83b8e0ea0257d489e1cbde531a77c6b93f9dc3b31e8c98e919,8,10447992
HR46_acetaldehyde1+,b829c80209d21dd96f08d781b68e4f1e5c0e75d569c400341417d92bdd34c857,8,10447992
HR46_acetaldehyde1-,ce5def119a2bc3766fde5726fd544288610767d90f756ef9aed1a0bf24dff784,8,10447992
HR46_acetaldehyde2+,2adba4f89bafe5403951868be1d5ab2934a9013e554ae605ad11fc8a31820bb3,8,10447992
HR46_acetaldehyde2-,04e3dbddccf1c5597f183176901865d675f4e32a3b8bb0274ac43f0b0aa5e386,8,10447992
HR46_acetic_acid,5121c1163cadf92644b534641e79bd1c25aaadc2cbd3691844d76b614a7df62a,8,14805131
HR46_acetic_acid0+,0ab956902e08920d67941b18d580952d243f8eccdbad9094130d5182357a31da,8,14805131
HR46_acetic_acid0-,e0da8956a21aea9b9f4bd00af91b0a6627b1a3a3a80edb13fc12e62be667e4c2,8,14805131
HR46_acetic_acid1+,226e6f6f1be799eea111ace3efb8379fcc471e8723278ca6d7961c7ffd3fe2b7,8,14805131
HR46_acetic_acid1-,3f54c7342a2757691f031434faf8e5b6cdd3ec28f88000e970b802df8299164d,8,14805131
HR46_acetic_acid2+,2a681d59c4d725b3ee1896bae6a1d039180202d8dfff13d5f5c5df13e3774045,8,14805131
HR46_acetic_acid2-,fd86b784ad742af93f3916ef4e72ba731b356dc7fea4db7f73b5023419fcc04c,8,14805131
HR46_acetone,0fb4c407b22acb156badbbdcb584d375b24057a351c8c8a21a9bdba94e58e009,8,20553393
HR46_acetone0+,4ed1726071424d822300dc04f7b09a48a1bd9296c188b05a9d1ec920426a2574,8,20553393
HR46_acetone0-,80b2c25d63908ab0dd03c2bbc86fb81aeeaf2d57901caeddcf069ea39234d321,8,20553393
HR46_acetone1+,db897fa4a948514adda6debc4929ae54cf3ef4369052a5369e0bf5d379ade72f,8,20553393
HR46_acetone1-,5c6cb9b52a52ec6c0aa1d9e5ceec540fb50baf63d46e722628a05dca1e2a8aef,8,20553393
HR46_acetone2+,b55d57aa104ebebe9cc9128e69d032956c3fa9086fb1c6e944592193bc10828d,8,20553393
HR46_acetone2-,7ef929c88c14c8313a174dcfd1de50e5114d42e1f8356b39c6e225996769b508,8,20553393
HR46_acetonitrile,b7862ba406e9f5af05b122309607355ddc01ec85bb38c8ba0b0cf78e39066405,8,8335413
HR46_acetonitrile0+,05e5789aa76aa0b97e866292a0d5ab14e9761ad81b65ea75c9552ca39bb0243c,8,8335413
HR46_acetonitrile0-,409252752e3a4ec0d64f024c518a0a21a9585b79ca22f027cef978c48bd52f83,8,8335413
HR46_acetonitrile1+,aab894df2c0dc22430f6449d669c0eb6cf722d27b81b16ef2f747460f0c4c2d4,8,8335413
HR46_acetonitrile1-,c91b437bca37640d0cf8edfff8ffaebb8973fdb4067c818c66a132ed6db8354d,8,8335413
HR46_acetonitrile2+,b261b0eca5b13b02a409e93a51415e6153a3c1277a3a52082e24838338623714,8,8335413
HR46_acetonitrile2-,4704aa90bd62dae7e83e2ac3c6b968823bc238bc5dfee562b462435fbe989cf3,8,8335413
HR46_ammonia,13b876973833dce2176f03831ec116a99b572e239d678f7658bf3b2b24a56428,8,2747631
HR46_ammonia0+,a9759cd3fad650b0f652e3de6d7b4719e123842e8ccfd6cb08e01b9438326c40,8,2747631
HR46_ammonia0-,fcadc66252d32677aa37fc9ab05eeefd80e20f37c2a7c3d8cf8d688ae6c49e11,8,2747631
HR46_ammonia1+,419e9561aa54e2faf25ce00155af176f99f945f4368b1b9a7321eead5fea11b9,8,2747631
HR46_ammonia1-,75e214c4eca4f351513adc92aa2d5622ee0aa45724e446d0478adda40891b712,8,2747631
HR46_ammonia2+,78cbdec0ec34481e257f846b6ec3bbf488f1011b2a78c4a9b47298e777944a78,8,2747631
HR46_ammonia2-,a30bef431400e02a108c705f4338e59d73dac52971fb36fbd68050b30e16de33,8,2747631
HR46_benzene,b7478fdde90ffd5efc6c62ed21f994551ce5f7ffcc664d48edfcdd6ae94ae1ee,8,33001767
HR46_benzene0+,f3aa02de4e50a11dc61389e05eddfb5301238d735a0cf2a1beff0d7ce885ee1f,8,33001767
HR46_benzene0-,3b0abbb00938623bb42b37bd4a98f1632bb94fed5f54bb78f5e187a16cd7e412,8,33001767
HR46_benzene1+,781b95b36686e162fdd09528bc49524ebbeb95f253ef6719ceb321eded43e173,8,33001767
HR46_benzene1-,cdf1ca18a29beb88d3dac2c568ce54aa1448c7b3394fe9c480726a63f263eb72,8,33001767
HR46_benzene2+,dc680ebd371500fa3b22834d8758cdc76f889e78b15c86d3bf98d61768f2fa5f,8,33001767
HR46_benzene2-,16450a14eadb8b117723b2b24152f4d77f68d2ad3744f0a166915f35ae25c2f1,8,33001767
HR46_bromine,6169cc3ae6b457ba67c8b478967efdf32293cc50dbf81f4a41d2c5bcce17d46e,8,1665449
HR46_bromine0+,e47a5aaf1267919e1fcbdea3ef10998ed0d0eda9b42de7a8590516b341e046d9,8,1665449
HR46_bromine0-,1611b5506dab60e4d4a562bc43a12334c6dcfff29ded4e65fb94b4f5f6270771,8,1665449
HR46_bromine1+,50a9630b88938fa49c367ba878f850cb6cd715c80f9e864f4fcf3f350cb8a933,8,1665449
HR46_bromine1-,2e715e6ce461007ad4e562a3898a60fd3acac8729290d06a679fdd9cd946e116,8,1665449
HR46_carbon_dioxide,2486349b9195cb8aa34dbf9418bda932a2179675dd938ac1eed73daf793e0a0d,8,3428076
HR46_carbon_dioxide0+,bb4357b8400cb964add28aa9621102a25e9a32561af2ad915edc4c15ae66ec4c,8,3428076
HR46_carbon_dioxide0-,1c80e9a08e656d52bceca9b54d6e1806793790c99299aff44ca436aae3564de9,8,3428076
HR46_carbon_dioxide1+,9c32430e7c0dda6503cc0dd29829aa16e636a1235a2035044bf36cb0fbfe55b4,8,3428076
HR46_carbon_dioxide1-,837c03912803eff1c5eb440e2baaaed10f41156b997b6b5973442255077a7026,8,3428076
HR46_carbon_monoxide,10c1cbd2ba25a2d02989f8650cef379c2718bbda5e851040b64b67d237640640,8,1525545
HR46_carbon_monoxide0+,cff577c35f8a4209ca1164a4580869d09d36d53f5ac1586403536f22a08d6bea,8,1525545
HR46_carbon_monoxide0-,f95b8e63cc8e38119f62d87d44b3fffc9ba80247e6b8501dcf267c8fec437760,8,1525545
HR46_carbon_monoxide1+,7d19b36a061a85cdb73681144c1d273bb46f60f845deece2cc37b02e88811a0b,8,1525545
HR46_carbon_monoxide1-,4e8f7a33a4447efe33fa1742416f4a453ab463a365963b486d7d8917865bd413,8,1525545
HR46_chlorine,e4ee42a0684a41e3003072d303270d9739551dbfbdea60e14b931f58f92e2714,8,1525545
HR46_chlorine0+,11d4db36a5878cd31db8913b9e01078b24258abad439f61887acd3b98098f7f4,8,1525545
HR46_chlorine0-,cadbbf91748f8c278eb9705144f900723236fc71e9d4500de9fa823c9b6a71fb,8,1525545
HR46_chlorine1+,4fea72507e83e21432fdcfc611c87a9a684c97de8569fa203e9e773a3acbbc72,8,1525545
HR46_chlorine1-,99eeb2cf6c55ae8e4b4cafb8325e68c2ad323b33fae792be9d320a5a95663f1a,8,1525545
HR46_chlorobenzene,d13501392d35e6b6c9a08feafc6f58282d087d9d5f557b7af68c007943b12293,8,36179175
HR46_chlorobenzene0+,47c4e8ae9bf006de7e9df62351f4d5da596c00cdde1aa5282fdc8561f166d9c4,8,36179175
HR46_chlorobenzene0-,5a92c343f7c596be4db789bae72c0bd2745c4960a134c147acb1391ee48d6130,8,36179175
HR46_chlorobenzene1+,56d9f439ce426b76085802164e8a66201082938ef55b8ca7ee2935de2c41676b,8,36179175
HR46_chlorobenzene1-,130efd27426e5634ec70e093ca97a9f4700d7bfd7aab26c8e2ce2baca6536992,8,36179175
HR46_chlorobenzene2+,f0c4e124ddeccd9ebc4aa460570265d6b20e8efee6b528f5c3f2c9ff49aee6f2,8,36179175
HR46_chlorobenzene2-,64811eab041db7a612034474695553f61510184de5d5de4a02fd6835c65c5fbf,8,36179175
HR46_cytosine,bc78d1fde28a28e0b1e557f8b6214b0014b3ad2b8c04bcdb93795132975660ba,8,44054106
HR46_cytosine0+,374d4c64fee5212244fc73345b40db386e31f9219492850224c0c5ac84a9c95d,8,44054106
HR46_cytosine0-,39f8f28bed020607a36e0fbf89a93e65297d84bcf19a4aae0dc38f09b9f3d658,8,44054106
HR46_cytosine1+,1c1d651d80ffe81d6478ea2f5cd62f1f86125a510ce62b190acb44232385c0aa,8,44054106
HR46_cytosine1-,e843f866cb2d6bc413ad0840c9462efdcf575f4a81b17fe7226e2e1fb0a0327c,8,44054106
HR46_cytosine2+,ec9d516b96511d513772e1cbebbd43fc5b03fb661c29ef8670d9d63078638075,8,44054106
HR46_cytosine2-,f6256a1b338fcd1a8dee9ac6d3d63a4779e3cd19d19639851fedf5a3149fe5a4,8,44054106
HR46_dimethyl_amine,04b7e1a420c2c565172946ab3d0ba5e4f8ebe2146c40e218fbc2b6f049d93790,8,18196353
HR46_dimethyl_amine0+,bf9587980e5d0d317726a91279d81022232c46908ab92635125dab844485abca,8,18196353
HR46_dimethyl_amine0-,94ccb7e0349f3685605d6c8e38ad4e78c3935a755b28af3816320ca6cb4c9090,8,18196353
HR46_dimethyl_amine1+,ab14adf9060e77fea8821c058db2936db7926bf055613f9f1091159efd4e4b30,8,18196353
HR46_dimethyl_amine1-,21ec70b837915876b818bb1e344086d44d272323ec91c012baa0e5b309f63656,8,18196353
HR46_dimethyl_amine2+,87d8965c1cc015556f40c3fe1ea7c82bb8ff7126d2f087ddd61af5bff821e8bb,8,18196353
HR46_dimethyl_amine2-,a5de10c6246450317b72dadbb81764e694c49833b5eab106aac1fd9bb5562e9d,8,18196353
HR46_dimethyl_ether,6aa15740a77b30dded81aad4e913daf7d131718cea8f8c2c5e4b7943eb4d9eb9,8,15379262
HR46_dimethyl_ether0+,776e8742a7f644d9c40642471c78ac4045e4ba0c4ca54e6f27656678b60f9838,8,15379262
HR46_dimethyl_ether0-,6da3dca98e345dad6a0c575bf6e2ddd74b440dd5882e2131bab40409edc84da6,8,15379262
HR46_dimethyl_ether1+,f1523347539d72e3db208b7171dc758eb0a5c75a5f6ef5a2044f3055ea92cac0,8,15379262
HR46_dimethyl_ether1-,2f67d66b56528b479c454cea11705e07f04d7b921c74a4434fe89ebe5f9e3a82,8,15379262
HR46_dimethyl_ether2+,41e87a4ebe5265e6e299d431d828dee08bdd87a8fc43fc666f525888dc7bb912,8,15379262
HR46_dimethyl_ether2-,1584ceaa1b186ff51a02abe0961d8ca7e2731c6d601b3ba98f8ef9a32df5436c,8,15379262
HR46_dimethyl_sulfide,931718a4bc2ae77f7220f607a7ef273016921a48ac51736e45e216cdd5bdebd0,8,15388350
HR46_dimethyl_sulfide0+,ac51b7d6b9bb0753371f71051e11400a39151304cb2f626debdde5dde164285d,8,15388350
HR46_dimethyl_sulfide0-,2bd5408fb7079546a8e73b3c132839c934fbe97c230a18112dd8e022055a171b,8,15388350
HR46_dimethyl_sulfide1+,4cc96adce0e73e3466cdcf253faeacf80c1d91e6b190fa50af886205db9b3269,8,15388350
HR46_dimethyl_sulfide1-,3e098472ee89925d65278c56b1b7e5b6f0784fb38c166bfb41ba756d732a9ea7,8,15388350
HR46_dimethyl_sulfide2+,6e13d292967c4ad571a3720464c9251c1a29b8ad9fa93697959709a4ba45754c,8,15388350
HR46_dimethyl_sulfide2-,b55e3f4f84e478012cc9d780c8b98c41c52232d0b3444be8c249545849027129,8,15388350
HR46_dimethyl_sulfone,9e1c6cb44caa564c3c39882af94120e1cc9b6c4ccc43700ffd70c02ce6372f1d,8,26536228
HR46_dimethyl_sulfone0+,45391e17a582678e412db2952fcae744900c712174d6334945203b43da204e37,8,26536228
HR46_dimethyl_sulfone0-,b804eca6a2c29d1b2ac1dad0466493a3457897df2790fc588b9a86f5e0da389c,8,26536228
HR46_dimethyl_sulfone1+,33dcc0295175d6d4ebcc0df3bcb7b02dca9b815d8e8cb86df179454e8b2610e4,8,26536228
HR46_dimethyl_sulfone1-,887a4ef62845001198056644103dc93a52d619c195d3796bb6861e9d9cc93763,8,26536228
HR46_dimethyl_sulfone2+,0952032430fcc5e09e263f8bcaacf4d3979d7089017ecd8f6de7d22cbfe05a84,8,26536228
HR46_dimethyl_sulfone2-,83db162f0e4ab7b261e07599bc256fdaa2603775637fa7bb4b95e7205cf5d8a3,8,26536228
HR46_ethanol,092166e9bfc0300c759beb8f66040b08f64225b541f304efb4154eb6be49c765,8,15370174
HR46_ethanol0+,7cedf138596bc979fe1176e12ebf4ff42ee86491648b953850cc2f5f8acf2c41,8,15370174
HR46_ethanol0-,1192c9533dad9ce90f74e7a47c18d887e4785f07d618fc838961f22f1a61c86c,8,15370174
HR46_ethanol1+,52e5743c61948c7b5abe0ffdffbbd485079cd5ceb8d636a10e6133b27e15e872,8,15370174
HR46_ethanol1-,3f197875927873ed2c29642cd0a8648142e56d9161a128e44f203847b34fd018,8,15370174
HR46_ethanol2+,fe9f768c1c12649af4c1478c615676257faf7942343408a1a9154f63d0273d08,8,15370174
HR46_ethanol2-,fda5c35443a2cbf1efffd412e7dc5e4e6f36287627ab4ccd115b973d9cabe964,8,15370174
HR46_ethene,94f765bf0a4f1830aa3ffdcf6ddc4b2632f1db8b69ca9b91e2c3fcb84160b63e,8,6842357
HR46_ethene0+,2e93c912d006d6924ef5b554156327a35833bf0beebe5df39bad27eb8d2c599b,8,6842357
HR46_ethene0-,a04706d79bdd32001f43cf47b45843db26baed161a09cd4a22ab4c59d0cfcc6e,8,6842357
HR46_ethene1+,958f1ad05cbc7190b2f3c1b6e9d86c6704b9b0ac4379b6c6511a69a84c0fa4ae,8,6842357
HR46_ethene1-,0105dfc27cb92b8adf6ac3fb5a82e96442f4ca5ee02f3e843f4000e901ab3582,8,6842357
HR46_ethene2+,4ccf97572a58563d7c8278e2316f3d0a821fb72f0418101db5b8b54bab4f44f8,8,6842357
HR46_ethene2-,23507037d12217753a0c09a3fe4b4b5d8d8694b51c7206b52bdfd7aa3dd22dd3,8,6842357
HR46_fluorobenzene,b00b714f1971d694af5edb8d6b3584fa7e7508af81f4dad6fad42d0857b8a0b8,8,36221127
HR46_fluorobenzene0+,cd38b80c03ff88b769a06ab7247d4586203735bbaeb7dfe62d40f60c9e8ae1e5,8,36221127
HR46_fluorobenzene0-,ed7e0d51b61ec50307e1a61368095ecb306130e06493685df7fc19aa34a7217f,8,36221127
HR46_fluorobenzene1+,e17ab378e86f92b3275ef1c0a09a040c3a0f918a65be3c01222054afd0909402,8,36221127
HR46_fluorobenzene1-,c157328edb45af6dd29739b3a311b0e70b8e5787c9a816f34a45042595ebbc98,8,36221127
HR46_fluorobenzene2+,9359b61ec7307162919abcd460de8ece144af5b95561b6ca50cff0e625cb4b61,8,36221127
HR46_fluorobenzene2-,eb066391a0d21a3b87bf353a0b1b949d739de68a747a28ac66c39de6ef534893,8,36221127
HR46_fluoromethane,18fe05c5a47e9985221081c2dbd1c0eb6b2545011e39f267df8c88c942b26eb8,8,5160818
HR46_fluoromethane0+,1732a1006b09ae7907a69f1ad8bd177c72af91b18ce26b4b2218f87b3eb4bb16,8,5160818
HR46_fluoromethane0-,192b34ce6edfd65a28f01f16deade778e26102c023ccefae54c3790ee58a3c17,8,5160818
HR46_fluoromethane1+,06c895c3e1c5d17640a29313b04653e10015d40f34fcce9ecc3626b76486eca6,8,5160818
HR46_fluoromethane1-,04d1a4fcb046870eaf4641a9927547b69b32352f32b1ac4b65c511015d0e186f,8,5160818
HR46_furan,872e1f0c1dedeaa71360e7ed56b5c05a18a6ddf2ef3cd639658656f5cfef1ae4,8,19847486
HR46_furan0+,973c2c6bf928af0519570536d9d921ba78da6bbbd6b9324b69db66193a835718,8,19847486
HR46_furan0-,e0b042fda1365bf99c907de40ac85b3681bdaaa8657cb0a5c3db6b98e5529386,8,19847486
HR46_furan1+,1664ab812094a1f9bf38c196348948a9d34803b3b619d6d9d907b36fd4da5aa3,8,19847486
HR46_furan1-,51addf7c5585d1fd527ddbaaa42b9905cb3408d7f189793e3ad6da1e2a538ff4,8,19847486
HR46_furan2+,26617d272402415931ecdf699869625fa8a3d2272565382754fba9d553a41f2a,8,19847486
HR46_furan2-,31f1522b813e9929cacbbfefb18aff6570fe1e4fde702d10c3410381b9d01763,8,19847486
HR46_hydrogen_sulfide,afea9d2a63143ce44b5f9fad2174a4f7e7b36ac84bb7a845d18fe6c7d82faf6e,8,1719564
HR46_hydrogen_sulfide0+,0e3a5ca4645d3529270f4deab5a1a7c5bd154f18413b5d14b05c04f027ec10b3,8,1719564
HR46_hydrogen_sulfide0-,44f40236e92eaf63d8bdeff26c80a994ad16de0e52b71d21306347bc80c2e364,8,1719564
HR46_hydrogen_sulfide1+,4ea6b173f095ce5d4e0e72e98d267b16e1dae815398b51cc907570add86dc7d3,8,1719564
HR46_hydrogen_sulfide1-,b86daa7795022a912638e2300b1f66675f153fef9eb611c70d127d0c7cf50905,8,1719564
HR46_hydrogen_sulfide2+,74d98cdc7b1c251fd35b0c8b1e8531e0a6b788a337f7c45af458f962a8c21023,8,1719564
HR46_hydrogen_sulfide2-,a790acc4dd476772e56d88c7fc633b07a4f5a25f72ef147e739c367ddd91de55,8,1719564
HR46_imidazole,763738a4f26ad9198ce6e616f1487d0cdc9b796425ece182256aea1ca0d0d24f,8,19868158
HR46_imidazole0+,1ee389ed5433b4d3731d31dc5f46b86c5fde89a1d67af260594033f8c56fe379,8,19868158
HR46_imidazole0-,04d68871ba2b04ddded4ccd3d7a210ad11d6b434086d97eb4dc7b1057df425f0,8,19868158
HR46_imidazole1+,fd3f679470b271e3bc0b792e98716b6f0840b550991f6ab6cbe84466de7218c8,8,19868158
HR46_imidazole1-,a85d9556756665217d411071f0c1db3bff711c2a5f89f2a66f98d190cc11653f,8,19868158
HR46_imidazole2+,70b3b861692aea1f3b6d278a00597d8975343bcaeff5d49ea2302124a2000f27,8,19868158
HR46_imidazole2-,79f282da69ae95aa1df51d0bc2bde270a10a56c80602dddfcbc593d829d16f5e,8,19868158
HR46_isobutene,0d573d0abe3ef1159e81f4984052bb0332618fb867ddb0719e89dcc3577923b5,8,27242455
HR46_isobutene0+,47d05ff711066b7b07133fe83dfb23ab034c45f167965177007bb1cad59fed93,8,27242455
HR46_isobutene0-,0469708cf4f86d8939a40f739572dde778e62aee590203092db6d5c84f86c8fe,8,27242455
HR46_isobutene1+,364fe82eb064b8f2e6e6a86cc10abba36237046d038d64500112b1b05ba44d77,8,27242455
HR46_isobutene1-,6ab42df2aa2a18b4f575cc0e796d42fd63720ee4af7ee362a919af79dcd518e9,8,27242455
HR46_isobutene2+,bc61c8705afe99b78e9003d1a9facb82751d53e5ba3ee12b99bd8d3b1662209c,8,27242455
HR46_isobutene2-,d7865f4b73ae5c32db9c0e2a01197eabac6a14a737c01f193518f0e906291e6c,8,27242455
HR46_methanol,2aefc1e569c0667323cd22d36eaaa7b38668d858b5841e1298246ffc3589c5c9,8,6854485
HR46_methanol0+,a0a4c0a204bce64bc6e3b55ade8c013f0fb45ed13f4d5e2e664582cec5e43020,8,6854485
HR46_methanol0-,797ff88a2550943af92bee167be40b1e7530b486b34caa48dd5a11529eb21e67,8,6854485
HR46_methanol1+,6ef8497176509ffb04997a17d60ee7b383eef5510cb662c08456fe5c41ac59d5,8,6854485
HR46_methanol1-,d8b94fde11210e72bddb89cfac5b6df86313904192a60c288d11bd91652c3a06,8,6854485
HR46_methanol2+,e4c02be62e71a4466c43ae001b6249d409f5365f00616ca641ef1a1f7329b164,8,6854485
HR46_methanol2-,4777514ae6d7ad98da3af144aa6e03833f33cc44d0973e571ee5fa9c99f6a55a,8,6854485
HR46_methylacetate,49502e8799196e9fb7ddd48c0b6aeb567746055e0ff75f31a0b75d90319bc8c6,8,26512356
HR46_methylacetate0+,ee41f7abef150d78da6c7a138fb3cacacb693be4debe015e47472463fa3b271e,8,26512356
HR46_methylacetate0-,68ce3da9bfd9755a138e441a29bbdb7b13d1740ae3cc25f8f6e5e937e9fd4ceb,8,26512356
HR46_methylacetate1+,99eb2c9e4cc45934221d4b4fae2de03f44ec042d2012a49b82d41201ff087108,8,26512356
HR46_methylacetate1-,5076f2443eb34dc510bce43183e51d39a0cd46e8d6fd59d38717ec682580a316,8,26512356
HR46_methylacetate2+,c4577454e509b6f0caead67a8e815571da552f7811adca7f341fd80223ba8786,8,26512356
HR46_methylacetate2-,8654bde6f020aea087302ed1971872efdc5abb870f2b695e564f96219f0e5af6,8,26512356
