species,scope,source,status,issues,bytes,nbasis,nmo,files,geometry_max_error
Dip146_CH3Cl2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3Cl2-,structural_pass,,5160818,328,326,8,2.220446049250313e-16
Dip146_CH3F2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3F2+,structural_pass,,5160818,328,326,8,2.220446049250313e-16
Dip146_CH3F2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3F2-,structural_pass,,5160818,328,326,8,2.220446049250313e-16
Dip146_CH3Li2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3Li2+,structural_pass,,3951154,287,285,8,4.440892098500626e-16
Dip146_CH3Li2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3Li2-,structural_pass,,3951154,287,285,8,4.440892098500626e-16
Dip146_CH3NH20+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3NH20+,structural_pass,,8774424,428,424,8,2.220446049250313e-16
Dip146_CH3NH20-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3NH20-,structural_pass,,8774424,428,424,8,2.220446049250313e-16
Dip146_CH3NH21+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3NH21+,structural_pass,,8774424,428,424,8,2.220446049250313e-16
Dip146_CH3NH21-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3NH21-,structural_pass,,8774424,428,424,8,2.220446049250313e-16
Dip146_CH3O2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3O2+,structural_pass,,5160818,328,326,8,2.220446049250313e-16
Dip146_CH3O2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3O2-,structural_pass,,5160818,328,326,8,2.220446049250313e-16
Dip146_CH3OH0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3OH0+,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3OH0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3OH0-,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3OH1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3OH1+,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3OH1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3OH1-,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3SH0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3SH0+,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3SH0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3SH0-,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3SH1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3SH1+,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3SH1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3SH1-,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3SH2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3SH2+,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CH3SH2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CH3SH2-,structural_pass,,6854485,378,376,8,2.220446049250313e-16
Dip146_CN2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CN2+,structural_pass,,1525545,178,178,8,2.220446049250313e-16
Dip146_CN2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CN2-,structural_pass,,1525545,178,178,8,2.220446049250313e-16
Dip146_CS2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CS2+,structural_pass,,1525545,178,178,8,2.220446049250313e-16
Dip146_CS2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CS2-,structural_pass,,1525545,178,178,8,2.220446049250313e-16
Dip146_CSO2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CSO2+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_CSO2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_CSO2-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_ClCN2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_ClCN2+,structural_pass,,3428076,267,267,8,4.440892098500626e-16
Dip146_ClCN2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_ClCN2-,structural_pass,,3428076,267,267,8,4.440892098500626e-16
Dip146_ClF2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_ClF2+,structural_pass,,1525545,178,178,8,2.220446049250313e-16
Dip146_ClF2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_ClF2-,structural_pass,,1525545,178,178,8,2.220446049250313e-16
Dip146_ClO22+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_ClO22+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_ClO22-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_ClO22-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FCN2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FCN2+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FCN2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FCN2-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FCO0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FCO0+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FCO0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FCO0-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FCO1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FCO1+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FCO1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FCO1-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FH-BH22+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-BH22+,structural_pass,,5171346,328,328,8,4.440892098500626e-16
Dip146_FH-BH22-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-BH22-,structural_pass,,5171346,328,328,8,4.440892098500626e-16
Dip146_FH-NH22+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-NH22+,structural_pass,,5171346,328,328,8,4.440892098500626e-16
Dip146_FH-NH22-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-NH22-,structural_pass,,5171346,328,328,8,4.440892098500626e-16
Dip146_FH-OH0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-OH0+,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_FH-OH0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-OH0-,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_FH-OH2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-OH2+,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_FH-OH2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FH-OH2-,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_FNO0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FNO0+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FNO0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FNO0-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FNO1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FNO1+,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_FNO1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_FNO1-,structural_pass,,3428076,267,267,8,2.220446049250313e-16
Dip146_H2CN2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2CN2+,structural_pass,,3711615,278,277,8,2.220446049250313e-16
Dip146_H2CN2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2CN2-,structural_pass,,3711615,278,277,8,2.220446049250313e-16
Dip146_H2O-Al0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Al0+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Al0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Al0-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Al1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Al1+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Al1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Al1-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Al2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Al2+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Al2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Al2-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Cl0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Cl0+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Cl0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Cl0-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Cl1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Cl1+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Cl1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Cl1-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Cl2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Cl2+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-Cl2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Cl2-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-F0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-F0+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-F0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-F0-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-F1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-F1+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-F1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-F1-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-F2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-F2+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-F2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-F2-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_H2O-H2O0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-H2O0+,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2O-H2O0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-H2O0-,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2O-H2O2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-H2O2+,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2O-H2O2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-H2O2-,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2O-Li1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Li1+,structural_pass,,2701903,237,237,8,2.220446049250313e-16
Dip146_H2O-Li1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Li1-,structural_pass,,2701903,237,237,8,2.220446049250313e-16
Dip146_H2O-Li2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Li2+,structural_pass,,2701903,237,237,8,2.220446049250313e-16
Dip146_H2O-Li2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-Li2-,structural_pass,,2701903,237,237,8,2.220446049250313e-16
Dip146_H2O-NH30+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-NH30+,structural_pass,,8795016,428,427,8,2.220446049250313e-16
Dip146_H2O-NH30-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-NH30-,structural_pass,,8795016,428,427,8,2.220446049250313e-16
Dip146_H2O-NH31+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-NH31+,structural_pass,,8795016,428,427,8,2.220446049250313e-16
Dip146_H2O-NH31-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O-NH31-,structural_pass,,8795016,428,427,8,2.220446049250313e-16
Dip146_H2O2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O2+,structural_pass,,1719564,189,189,8,1.1102230246251565e-16
Dip146_H2O2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2O2-,structural_pass,,1719564,189,189,8,1.1102230246251565e-16
Dip146_H2S-H2S0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-H2S0+,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2S-H2S0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-H2S0-,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2S-H2S1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-H2S1+,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2S-H2S1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-H2S1-,structural_pass,,6866613,378,378,8,4.440892098500626e-16
Dip146_H2S-HCl0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-HCl0+,structural_pass,,5171346,328,328,8,2.220446049250313e-16
Dip146_H2S-HCl0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-HCl0-,structural_pass,,5171346,328,328,8,2.220446049250313e-16
Dip146_H2S-HCl2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-HCl2+,structural_pass,,5171346,328,328,8,2.220446049250313e-16
Dip146_H2S-HCl2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_H2S-HCl2-,structural_pass,,5171346,328,328,8,2.220446049250313e-16
Dip146_HBH2BH2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HBH2BH2+,structural_pass,,6854485,378,376,8,4.440892098500626e-16
Dip146_HBH2BH2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HBH2BH2-,structural_pass,,6854485,378,376,8,4.440892098500626e-16
Dip146_HBO2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HBO2+,structural_pass,,2500812,228,228,8,4.440892098500626e-16
Dip146_HBO2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HBO2-,structural_pass,,2500812,228,228,8,4.440892098500626e-16
Dip146_HBS2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HBS2+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HBS2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HBS2-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCCCl2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCCCl2+,structural_pass,,4830543,317,317,8,4.440892098500626e-16
Dip146_HCCCl2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCCCl2-,structural_pass,,4830543,317,317,8,4.440892098500626e-16
Dip146_HCCF2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCCF2+,structural_pass,,4825455,317,316,8,4.440892098500626e-16
Dip146_HCCF2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCCF2-,structural_pass,,4825455,317,316,8,4.440892098500626e-16
Dip146_HCHO2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCHO2+,structural_pass,,3711615,278,277,8,2.220446049250313e-16
Dip146_HCHO2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCHO2-,structural_pass,,3711615,278,277,8,2.220446049250313e-16
Dip146_HCHS2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCHS2+,structural_pass,,3711615,278,277,8,2.220446049250313e-16
Dip146_HCHS2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCHS2-,structural_pass,,3711615,278,277,8,2.220446049250313e-16
Dip146_HCN2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCN2+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCN2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCN2-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCNO0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCNO0+,structural_pass,,4825455,317,316,8,2.220446049250313e-16
Dip146_HCNO0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCNO0-,structural_pass,,4825455,317,316,8,2.220446049250313e-16
Dip146_HCNO1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCNO1+,structural_pass,,4825455,317,316,8,2.220446049250313e-16
Dip146_HCNO1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCNO1-,structural_pass,,4825455,317,316,8,2.220446049250313e-16
Dip146_HCO0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCO0+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCO0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCO0-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCO1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCO1+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCO1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCO1-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCOF0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCOF0+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HCOF0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCOF0-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HCOF1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCOF1+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HCOF1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCOF1-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HCONH20+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCONH20+,structural_pass,,8342101,417,415,8,2.220446049250313e-16
Dip146_HCONH20-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCONH20-,structural_pass,,8342101,417,415,8,2.220446049250313e-16
Dip146_HCONH21+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCONH21+,structural_pass,,8342101,417,415,8,2.220446049250313e-16
Dip146_HCONH21-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCONH21-,structural_pass,,8342101,417,415,8,2.220446049250313e-16
Dip146_HCOOH0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCOOH0+,structural_pass,,6467122,367,366,8,2.220446049250313e-16
Dip146_HCOOH0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCOOH0-,structural_pass,,6467122,367,366,8,2.220446049250313e-16
Dip146_HCP2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCP2+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCP2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCP2-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HCl-HCl0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCl-HCl0+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_HCl-HCl0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCl-HCl0-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_HCl-HCl1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCl-HCl1+,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_HCl-HCl1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCl-HCl1-,structural_pass,,3716079,278,278,8,4.440892098500626e-16
Dip146_HCl2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCl2+,structural_pass,,931497,139,139,8,2.220446049250313e-16
Dip146_HCl2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HCl2-,structural_pass,,931497,139,139,8,2.220446049250313e-16
Dip146_HF-HF0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HF-HF0+,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_HF-HF0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HF-HF0-,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_HF-HF1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HF-HF1+,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_HF-HF1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HF-HF1-,structural_pass,,3716079,278,278,8,2.220446049250313e-16
Dip146_HF2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HF2+,structural_pass,,931497,139,139,8,1.1102230246251565e-16
Dip146_HF2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HF2-,structural_pass,,931497,139,139,8,1.1102230246251565e-16
Dip146_HN30+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HN30+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HN30-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HN30-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HN31+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HN31+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HN31-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HN31-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNC2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNC2+,structural_pass,,2500812,228,228,8,1.1102230246251565e-16
Dip146_HNC2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNC2-,structural_pass,,2500812,228,228,8,1.1102230246251565e-16
Dip146_HNCO0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNCO0+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNCO0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNCO0-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNCO1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNCO1+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNCO1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNCO1-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNO0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO0+,structural_pass,,2500812,228,228,8,1.1102230246251565e-16
Dip146_HNO0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO0-,structural_pass,,2500812,228,228,8,1.1102230246251565e-16
Dip146_HNO2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO2+,structural_pass,,2500812,228,228,8,1.1102230246251565e-16
Dip146_HNO2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO2-,structural_pass,,2500812,228,228,8,1.1102230246251565e-16
Dip146_HNO20+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO20+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNO20-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO20-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNO21+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO21+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNO21-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNO21-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HNS1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNS1+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HNS1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HNS1-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HO20+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HO20+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HO20-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HO20-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HO21+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HO21+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HO21-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HO21-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOCN0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCN0+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HOCN0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCN0-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HOCN1+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCN1+,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HOCN1-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCN1-,structural_pass,,4830543,317,317,8,2.220446049250313e-16
Dip146_HOCl0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCl0+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOCl0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCl0-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOCl2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCl2+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOCl2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOCl2-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOF0+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOF0+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOF0-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOF0-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOF2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOF2+,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOF2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOF2-,structural_pass,,2500812,228,228,8,2.220446049250313e-16
Dip146_HOOH2+,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOOH2+,structural_pass,,3716079,278,278,8,1.1102230246251565e-16
Dip146_HOOH2-,gscdb137,/global/scratch/users/jsliang/COACH3/Dip146_HOOH2-,structural_pass,,3716079,278,278,8,1.1102230246251565e-16
