species,scope,source,source_sha256,derived_sha256,orbital_basis,auxiliary_basis,ecp_label,charge,multiplicity,atom_count,ghost_atom_count,electron_count,ecp_electrons,orbital_shells,orbital_spherical_aos,auxiliary_shells,auxiliary_spherical_aos,ecp_resolution
HB375x10_1.010_OH-O__aceticacid--methylcyanate_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.010_OH-O__aceticacid--methylcyanate_monA.in,e811808061bc9670458bb4daae825c345792c2b871d246c7282dadf027bcd489,661e1632e98b5787d46781d3bc9ca3ce35f51e85dcea7b8d1de47b9e4cedac54,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,32,0,122,390,224,888,not_applicable
HB375x10_1.010_OH-O__aceticacid--methylcyanate_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.010_OH-O__aceticacid--methylcyanate_monB.in,278fb1c7177e2b15f9d7192277feabc4f8c1845879148febede61450a19c1879,8f1bf046779a9a82755c4f72bcde3aa81740966341e000ba9bdf33d6bc4fecf5,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,30,0,110,354,205,823,not_applicable
HB375x10_1.011_OH-O__aceticacid--nitromethane_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.011_OH-O__aceticacid--nitromethane_100.in,1cf7029a73b08688a07ef90d9165f90472a822b8f39d244ab409b4f5f9bfe382,dca59785f75e5d66cffe631e23afa9ea253a217809b9f35e5d2383a6262b6c74,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,15,0,64,0,233,747,429,1711,not_applicable
HB375x10_1.011_OH-O__aceticacid--nitromethane_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.011_OH-O__aceticacid--nitromethane_monA.in,b24c387738db9d965185921e459f5deae6bb81f67c9e3b4d250ae70bd5dce968,cc26d6e0b418fb27f5c96721746f2fab1c1ae808ae9a9f88eb62312cea7cf7cb,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,32,0,122,390,224,888,not_applicable
HB375x10_1.011_OH-O__aceticacid--nitromethane_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.011_OH-O__aceticacid--nitromethane_monB.in,acbe254f0308878c75715f69ff42eaa6e55363f25397d7a54161efc7b6f8da70,99ce4df17e7135ee8fa093a590266d27848a21be71859701098fea6c696a139d,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,32,0,111,357,205,823,not_applicable
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.012_OH-O__aceticacid--nitrosomethane_100.in,dd94ce56e6c614ffbbd106fe768d9632aa99b4feeea366e8cd4002603cce380c,353e48cd38feecf653c03c457fb002a3efe878bcfaf0b8aa3dcd3fd11a21541c,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,14,0,56,0,213,681,392,1554,not_applicable
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monA.in,6cf8b79e01327270d5f779702dea28d1c40158d17d8293b4acae0d02a031bb87,ea1127d980c1e2b21222f580cabef0e456fc79984fc4cc18fc57e06b7e986b8c,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,32,0,122,390,224,888,not_applicable
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monB.in,956e11df90187e61f0d9bebf0f52eab2019c913e150ee60b901b08971b57de0f,1976d33598caeddc160ddc8f47f1f2b47f38098b96d67db5d9dbbdcd9a7e509b,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,24,0,91,291,168,666,not_applicable
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_100.in,34c49d8a8616b8b6b1183325a129a9d51fa3bcf8fd3fcd953663ebb3f3c96193,a43905b8a2e637e0b640af169b210a9cac2fc52b7234c0ef3cc80feda59e1ac4,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,20,0,72,0,295,939,542,2128,not_applicable
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monA.in,2b53963b2eddaae771811981e92b0ca227b804907903ba6918e0e11ac81211b3,7fa7e7f31359c45c9bf14393d365d3a4d4cb73ac5637f1448875e7c3251dd9c9,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,32,0,122,390,224,888,not_applicable
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monB.in,7c504ff22440463186b4d1e535670134f9380913f3b3e80749504479e1f03a4a,e3540aef46e9ddb63be79ffca9b8c1fc3d2de77643c8c9548697b533cd55f283,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,40,0,173,549,318,1240,not_applicable
HB375x10_1.014_OH-O__aceticacid--water_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.014_OH-O__aceticacid--water_100.in,be8379d9a2c2a298009aa0dfdfdf2598820c5ed142d6ead5e4daec25ec912c50,3367b15b4d846cce11d578bd9ffca4e76f8a16a78ac642357ce2a690361a0800,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,11,0,42,0,164,522,299,1175,not_applicable
HB375x10_1.014_OH-O__aceticacid--water_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.014_OH-O__aceticacid--water_monA.in,8cff6dd80e1235a6d1b6c5a7d63f6109c87b915d17f32ce46f478fbecdf793ea,b15505f92fd110edbc06e09cea9d8e1e5410b2d0b45fd82d060838a93f87e665,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,32,0,122,390,224,888,not_applicable
HB375x10_1.014_OH-O__aceticacid--water_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.014_OH-O__aceticacid--water_monB.in,7443de02161592374f043292bd8aea0bbde3e2e525c2e44cb98a98502e093afe,97fb474e089bcb232446e7524801795a318a2dd8a1d4e29e3c2f6393eba2140e,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,3,0,10,0,42,132,75,287,not_applicable
HB375x10_1.015_OH-O__methanol--acetaldehyde_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.015_OH-O__methanol--acetaldehyde_100.in,d09446972e2f9505e25c57259cb4f285de325dfa1434448bb5fa494fb3b45dc9,391b2910b577d5b247fb7f88f7b7a1f342a8107133c0b85c5dfc80cf8a6a1fd2,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,13,0,42,0,185,585,337,1305,not_applicable
HB375x10_1.015_OH-O__methanol--acetaldehyde_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.015_OH-O__methanol--acetaldehyde_monA.in,acbd24ec0219d0391b6bc4f91cfbf40eeb4443bfe41081ee7ab9fea30eadee29,74aed4b52bcd6fdd1becb3ecb9716e7581befdcd5fc7ee2605c765247eba7690,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.015_OH-O__methanol--acetaldehyde_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.015_OH-O__methanol--acetaldehyde_monB.in,eb52b61dd2c4ce68a9403223556fce62ede84a3f91e52cdd1a54da27cf42bce4,a1a7667988bc69d89ce7579ad81630b64cb8d353c68302cc417f83597a4c054d,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,24,0,102,324,187,731,not_applicable
HB375x10_1.016_OH-O__methanol--acetamide_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.016_OH-O__methanol--acetamide_100.in,73b4eb5b8aa0889399476e91e83cea885f584d8af2aaf648c6ee05920b42848f,1afd04d0d7d58220c02e1744b517c2a37c39038f24cd7bdd92f4f5b444e6eac2,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,15,0,50,0,215,681,393,1527,not_applicable
HB375x10_1.016_OH-O__methanol--acetamide_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.016_OH-O__methanol--acetamide_monA.in,3611dd49dcbbf0409eb6793f350dd11984c5eaf35d0db8085fd2c9f33f204f74,e93757364347ce0cd4b730a2f6dbae2cba2e40e14981760507f982b453e9d692,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.016_OH-O__methanol--acetamide_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.016_OH-O__methanol--acetamide_monB.in,a98d904a94c22d48d92ea27887464c11a17965e69d4783e78ac6943780958343,6955c8f896ecec911b0b6c3424acb354e16ec842ed356bac3e61b557d05c6a9c,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,9,0,32,0,132,420,243,953,not_applicable
HB375x10_1.017_OH-O__methanol--aceticacid_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.017_OH-O__methanol--aceticacid_100.in,a7e3e3a92c53d80818bac616167de44c0a52d1ea8b05d9b4fffd92f6965563dc,2f67f299b7fd8105c194d7380a4d2c134e6d7c97bd2acb84e31866c4357ac86d,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,14,0,50,0,205,651,374,1462,not_applicable
HB375x10_1.017_OH-O__methanol--aceticacid_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.017_OH-O__methanol--aceticacid_monA.in,018b72b2dbdc6540ed572e9144c442d93c9ad0644969186b8eb4ae91910103ef,08f3c78761c35a482d511bbdaaae0e0c3f50ab47fd07867eeced536d14642403,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.017_OH-O__methanol--aceticacid_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.017_OH-O__methanol--aceticacid_monB.in,f385f64710d6f022193e071bc2c2436d179a874b8e48d4463a0aa51416cb17d7,d8fa814fdba88cb42fede97bb006adb4cb52bab05ac9f6985728f6549d95a51a,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,32,0,122,390,224,888,not_applicable
HB375x10_1.018_OH-O__methanol--acetone_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.018_OH-O__methanol--acetone_100.in,cb815c1da59f4b4727d81d85719089052fc863de2bd4cae75ba4e45bbe5ab5a2,23985dd73632c47b72f0dd7526b7d41e6eeb7bdcb3429e8103c0de3978bc4f8e,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,16,0,50,0,226,714,412,1592,not_applicable
HB375x10_1.018_OH-O__methanol--acetone_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.018_OH-O__methanol--acetone_monA.in,baee4f651e782a73eb81cc65c7dce29b48fa498f3a5d1810d8c20e792f67c932,cc865acead449f8a2c1bbdd8c8c5295861fefd5655fddf0b9313de256485c0f8,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.018_OH-O__methanol--acetone_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.018_OH-O__methanol--acetone_monB.in,fcc3123e6bb91e49afc7550ad584b12cb8ae5a42303c337d0f0ae00e2652f643,ae3295f8d5bdb787c38cdeddf567b79870ef062dfb23ab0d7709ab20d71445cb,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,10,0,32,0,143,453,262,1018,not_applicable
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.019_OH-O__methanol--dimethylcarbonate_100.in,18952aaa713d04cf553a08be7039a30f6a84d1dd5f71cb5c2e70beca412e12cc,48ac3ca69e8661c024fa4e9207b2ca1cc6f1f8f447008a0aed9e441aa061bc55,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,18,0,66,0,266,846,486,1906,not_applicable
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monA.in,a1b37e411123060434210406421bfae7ac748dd1ea5bc5405493c11c3f2e204a,68df924c2799c08d409331fab7477a02462b3ce00f66f636669340e6eb83ca6c,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monB.in,07ed246862219927eefcee2d79a81f257a27d66be0da617833c9f5b0b3452e23,8cea67320be5538836f7d2f5896a045aa7a8b2096d5960b0019098c34dc2bdc9,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,48,0,183,585,336,1332,not_applicable
HB375x10_1.020_OH-O__methanol--dimethylether_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.020_OH-O__methanol--dimethylether_100.in,bb959dea75b4e007729285ccac9aa15191a8676b4470981d92d754407fde8b19,50e3d7ddbcf2f8d379871d0e9e4a1d0887376f31bff13efd70b138903c2e9d64,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,15,0,44,0,207,651,375,1435,not_applicable
HB375x10_1.020_OH-O__methanol--dimethylether_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.020_OH-O__methanol--dimethylether_monA.in,e4e4185a71e7b23134b6b30ff9e16193f4a701c057005e980a3d71132a4c1594,010da0ba6fda668e2080ac3f25159d8c91e97bc2e9dca2231079f4683c95312b,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.020_OH-O__methanol--dimethylether_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.020_OH-O__methanol--dimethylether_monB.in,49b587480a3822a32a9dc809a1068e2e8b7a281de0ec04a7346b4eeb0a9953bc,e541e0d04c6e85e13294fdf8f3342dcdff65a94dad636f5c146da93afc3089b6,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,9,0,26,0,124,390,225,861,not_applicable
HB375x10_1.021_OH-O__methanol--dimethylperoxide_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.021_OH-O__methanol--dimethylperoxide_100.in,7a12db0fe43725caa57d7b8c09ad0552a45819000e2062f180137970cf288dbc,3670e5bba1eaf7429f94d3809d6bd94d863e25ba080058712cbce671d3a8886a,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,16,0,52,0,227,717,412,1592,not_applicable
HB375x10_1.021_OH-O__methanol--dimethylperoxide_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.021_OH-O__methanol--dimethylperoxide_monA.in,4a9c3b27cc62ad4125aa04dcd9a1653180b643973a8b6ceed97bdbec60370e21,b7663d7772f283bfb58b4f05b952d7e31e785b5b2354ce47c2399eb9b0812d0e,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.021_OH-O__methanol--dimethylperoxide_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.021_OH-O__methanol--dimethylperoxide_monB.in,65825e1484c770013a3e67e425dadba773b39d42814e09a64edbe3c8d355b7a8,68176d6abf7d5e7999360643ea0fa4bc263a3fb076965d57ce5db59cce41c046,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,10,0,34,0,144,456,262,1018,not_applicable
HB375x10_1.022_OH-O__methanol--furan_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.022_OH-O__methanol--furan_100.in,a358962758ef5cb03e581709ef5a56bbe4d05f9e6efc79fa22fb0b1283a0e5e8,08a19b8e55db95463381a7ea56d018d8de952e618c773826abff3094f2dc8047,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,15,0,54,0,223,711,411,1619,not_applicable
HB375x10_1.022_OH-O__methanol--furan_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.022_OH-O__methanol--furan_monA.in,fb3c12d6432bccd21988237ec1c97649732ef8e4fe3fcfa3b21e83c800e180a7,3a546eb4604e602694085cd5756f77746ffb4808f30b2b8149efcf870bc42677,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.022_OH-O__methanol--furan_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.022_OH-O__methanol--furan_monB.in,ee3292d5a98bf536750111f9b6e9ab7d9b82b86b0bea9bf350b787cc26ab1b04,b53ee811563492981f6ef3ea58d42b23c0f71c0fa6d5ce18e57233f1ae2a322e,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,9,0,36,0,140,450,261,1045,not_applicable
HB375x10_1.023_OH-O__methanol--methanol_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.023_OH-O__methanol--methanol_100.in,85376bc481b8b4c6975681e63e4bc867bab1e98cf25c0a45fb165c7c9a89e869,96055bfba2a1e7f770e2c78a01feb5e944e575e80867dd87d2ebe9c8bada99b8,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,36,0,166,522,300,1148,not_applicable
HB375x10_1.023_OH-O__methanol--methanol_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.023_OH-O__methanol--methanol_monA.in,69cc390e8c2f85ba8dd73e068bb6c803d0420ea4b2eae5c5027587d45325e611,9afbe6177c46f8477aee7fc0de0ec6f3cba731eabff4389f0a49f15f4b9b0d10,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.023_OH-O__methanol--methanol_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.023_OH-O__methanol--methanol_monB.in,43f1191abf767cd0c4e03481531e0e15d48870327b1b3f0d4ae61ed5ce540bd5,7463341e9e5c58c741140cd068bec19554cf66c7928eb569c60a9035e6e4864d,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.024_OH-O__methanol--methylacetate_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.024_OH-O__methanol--methylacetate_100.in,d07583788ad71ed82d31408c425cff7ec971e00dfc04b646f826fd30e45029b8,eaeeee58eb44cbbb7b42b0900d78adb332a8b85cc4feb7e9479658f44dd70602,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,17,0,58,0,246,780,449,1749,not_applicable
HB375x10_1.024_OH-O__methanol--methylacetate_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.024_OH-O__methanol--methylacetate_monA.in,be92dbd6dfb8a009376c44fcd90ae9c56eae838f5019a745228d139760dff29e,a095b3f88e4ee5888d6f77e10e4577ea09a43fac9558941d6be4cfaac0d57f8d,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.024_OH-O__methanol--methylacetate_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.024_OH-O__methanol--methylacetate_monB.in,fbe50d8336ba112eb506846d331803ef25e495ac8fa71fdf7202672b9fc2f162,c75db99e1a2d59aa0c34ecab110e0a0a49cd776cb45cb07a021b3e25872fcae8,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,11,0,40,0,163,519,299,1175,not_applicable
HB375x10_1.025_OH-O__methanol--nitromethane_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.025_OH-O__methanol--nitromethane_100.in,f2830c1375a9330009c78ebca1b41f285cb86c2e12d5e0d640541f877f2e09b7,c221474cac047fe0caf95a5de280e3317281ed1de5fe5fd603975cccfb58f546,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,13,0,50,0,194,618,355,1397,not_applicable
HB375x10_1.025_OH-O__methanol--nitromethane_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.025_OH-O__methanol--nitromethane_monA.in,41ccc63abb1111a8eefd7f9274119d99f7a73f4c94a0025784f166bf90b2b760,88ba35a68112b28ff86cdfaf97ebefacd1c138460345e8f13c2368afeac10251,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.025_OH-O__methanol--nitromethane_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.025_OH-O__methanol--nitromethane_monB.in,766b56a223d49d545120a5583b4c39c57958ccd19745719db92caa502780010e,745a6a9bd0494828981e0c70d8fa8ab346d21f540a67b46e612d471fb9060013,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,7,0,32,0,111,357,205,823,not_applicable
HB375x10_1.026_OH-O__methanol--nitrosomethane_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.026_OH-O__methanol--nitrosomethane_100.in,7f86ab9f03010c580f1c6595b5a734cb4183a3821b9b69458837a9b22c1f3489,d74f22254488e391d6b2d364d3ebafacb7a9bb86ded408d65cc592ebbd0fa9d7,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,42,0,174,552,318,1240,not_applicable
HB375x10_1.026_OH-O__methanol--nitrosomethane_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.026_OH-O__methanol--nitrosomethane_monA.in,d6feb1b3a112ba5b4814fd76091148ce55f11eeb94fc3c39301d58b91a19860d,a75930d8073f8844b6001c76f017fa44d6bec11e839849a7f08b0d02f2fe4c21,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.026_OH-O__methanol--nitrosomethane_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.026_OH-O__methanol--nitrosomethane_monB.in,eed3de38eeadb1d7211b2d12d09d140e2477db01ca20ee5a09737d34c5a66b12,631474b8ad0a15da5b4f93fedb2d986b1897405b01c90130edc7747a5280332c,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,24,0,91,291,168,666,not_applicable
HB375x10_1.027_OH-O__methanol--Nmethylacetamide_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.027_OH-O__methanol--Nmethylacetamide_100.in,dea8bdb1ad1c0b1b6f7061b868395d81bf09b1aadd70b17de6e73456f1d9973a,265e39f56b0937ebbed1323595e1b67450a23446a71c3df8ce20ea06a8377393,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,18,0,58,0,256,810,468,1814,not_applicable
HB375x10_1.027_OH-O__methanol--Nmethylacetamide_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.027_OH-O__methanol--Nmethylacetamide_monA.in,212963274e092fd7d2dbf86e7479938048c439f81c7bb81807795a70e089e099,a2eebda13a7dbcb7180fed23850b8839a3b4ac99794eb54e3101ca2d888d989e,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.027_OH-O__methanol--Nmethylacetamide_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.027_OH-O__methanol--Nmethylacetamide_monB.in,b5819bac47a843b23488e774ec87381d1f4cf936faf32cfed12211d944ca785b,b78c8cf0f507dcc24fc13761e7a381745b13c2a359a91e66e46a6a6bebda9627,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,12,0,40,0,173,549,318,1240,not_applicable
HB375x10_1.028_OH-O__methanol--phenol_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.028_OH-O__methanol--phenol_100.in,e3f3cbf60ee34fe80a6aeff852ebe16ea5f2a9bc5864ac749d056e36fa9ce1e6,28db33c62a029d8f3c612739ceaaca71d32bf630dc6c351735fde12f60c42808,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,19,0,68,0,283,903,523,2063,not_applicable
HB375x10_1.028_OH-O__methanol--phenol_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.028_OH-O__methanol--phenol_monA.in,63d1fe12c096e2e1fd6e75ea1781088da17bf7ac6f7be481079d189e782200ab,a05a428e0daeaefb9eaf9e5234f0ae44aef44c4973c9696ed395b275ad5c8bec,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
HB375x10_1.028_OH-O__methanol--phenol_monB,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.028_OH-O__methanol--phenol_monB.in,876cfe167de881421665be01159141a7d751043c95865a19c9444af9acc63af7,bff10949d92941464e3437df662da0054c09721cc7a64de3c12accd182da85d0,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,13,0,50,0,200,642,373,1489,not_applicable
HB375x10_1.029_OH-O__methanol--water_100,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.029_OH-O__methanol--water_100.in,63764b02e091fc4ed8f17ab1f6bddaebe5a8f6b45cd1d3b64be8b5990c520bbe,3c56583b623320f0f5e0167c6b85f40a611b0f9b0856971e934472855163cc8b,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,9,0,28,0,125,393,225,861,not_applicable
HB375x10_1.029_OH-O__methanol--water_monA,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/HB375x10_1.029_OH-O__methanol--water_monA.in,218853863ad4cf0566515245229e076107f74c7b9c494c3c9d58748536bd409c,7237abb11eb6a1c14fae972891d2f2bcb620aff8285098cb9b7d1ce1b85a6c8e,def2-QZVPPD,rimp2-def2-QZVPPD,,0,1,6,0,18,0,83,261,150,574,not_applicable
